n_agents,num_drones,num_dogs,max_hops,Budget_m,Coverage_ratio,Prob_covered_ratio,Overlap_ratio,Victims_pct,Area_km2,Path_length_km,Likelihood,TD_Score,Time_first_victim,Efficiency_ratio,Latency,Elapsed_s,Algorithm,Seed,N,Budget_per_agent_km
10,6,4,1.0,50000.0,0.07014612445589127,0.253491203597253,0.26221525717803773,28.499999999999996,13.43217440486799,473.04062337635156,0.127322256565094,0.0017056918581695,1.0,0.7377847428219623,785.6540360873694,5.0,Swarm_10,456,10,50.0
10,10,0,,50000.0,,,,27.500000000000004,14.22892907886153,499.99999999999955,0.1305290445380988,0.0015857145385850516,,,,4.7,Greedy,456,10,50.0
10,10,0,,50000.0,,,,31.0,33.16806147594171,500.00000000000153,0.12727899446479793,0.0004641989093637728,,,,1.3,Spiral,456,10,50.0
10,10,0,,50000.0,,,,42.5,32.001207201670205,500.00000000000017,0.2011294630574583,0.001517839602623692,,,,0.3,Pizza,456,10,50.0
10,6,4,1.0,50000.0,0.07483423973776354,0.27801126150386596,0.2881656205709658,32.5,14.474394821131872,491.35085761441695,0.14063666760921478,0.001706515173966147,0.0,0.7118343794290343,782.9116793000717,4.4,Swarm_10,789,10,50.0
10,10,0,,50000.0,,,,30.5,15.06286420619748,500.0000000000001,0.14360941336270816,0.0013413139675982737,,,,4.3,Greedy,789,10,50.0
10,10,0,,50000.0,,,,21.5,33.16806147594171,500.00000000000153,0.12727899446479793,0.0004641989093637728,,,,1.4,Spiral,789,10,50.0
10,10,0,,50000.0,,,,45.0,32.001207201670205,500.00000000000017,0.2011294630574583,0.001517839602623692,,,,0.3,Pizza,789,10,50.0
10,6,4,1.0,50000.0,0.07082193676099659,0.2638826246847404,0.3306678736672702,28.000000000000004,13.62150196108085,473.7368232671588,0.13310663402080536,0.0017073486350008965,3.0,0.6693321263327299,684.5737096462401,4.2,Swarm_10,2025,10,50.0
10,10,0,,50000.0,,,,25.5,15.28100171435197,499.99999999999943,0.14102863120426698,0.001866783642423339,,,,4.3,Greedy,2025,10,50.0
10,10,0,,50000.0,,,,38.0,33.16806147594171,500.00000000000153,0.12727899446479793,0.0004641989093637728,,,,1.4,Spiral,2025,10,50.0
10,10,0,,50000.0,,,,38.0,32.001207201670205,500.00000000000017,0.2011294630574583,0.001517839602623692,,,,0.3,Pizza,2025,10,50.0
15,9,6,1.0,33333.333333333336,0.08923915241429956,0.29998090302264613,0.2079535257167147,28.999999999999996,17.33461962023004,500.5524585726324,0.1541738063097,0.0015877638697454346,26.0,0.7920464742832853,599.8802757158006,5.0,Swarm_15,42,15,33.333333333333336
15,15,0,,33333.333333333336,,,,25.5,12.905410166834036,500.00000000000045,0.13257684292550945,0.000545821302182729,,,,4.3,Greedy,42,15,33.333333333333336
15,15,0,,33333.333333333336,,,,21.5,33.18498197405698,500.0000000000008,0.1197469786461948,0.00046400273616686497,,,,1.6,Spiral,42,15,33.333333333333336
15,15,0,,33333.333333333336,,,,34.0,31.430492149576256,500.000000000001,0.1979361722651654,0.001576699896074646,,,,0.3,Pizza,42,15,33.333333333333336
15,9,6,1.0,33333.333333333336,0.09209139962324794,0.30622963233667383,0.17969379532634971,31.5,17.676186542970665,498.71210021317347,0.15615177154541016,0.0015809701646459767,20.0,0.8203062046736502,651.1825235544061,4.8,Swarm_15,123,15,33.333333333333336
15,15,0,,33333.333333333336,,,,34.5,16.02987423574194,499.99999999999943,0.16875217567905995,0.0028107217293181397,,,,4.7,Greedy,123,15,33.333333333333336
15,15,0,,33333.333333333336,,,,25.5,33.18498197405698,500.0000000000008,0.1197469786461948,0.00046400273616686497,,,,1.7,Spiral,123,15,33.333333333333336
15,15,0,,33333.333333333336,,,,45.0,31.430492149576256,500.000000000001,0.1979361722651654,0.001576699896074646,,,,0.4,Pizza,123,15,33.333333333333336
15,9,6,1.0,33333.333333333336,0.08885601472951543,0.29762110646095064,0.19516074613197087,35.0,17.35765566474865,500.30326527298143,0.15219815075397491,0.0015916061884439134,5.0,0.8048392538680291,625.7675338270074,4.2,Swarm_15,456,15,33.333333333333336
15,15,0,,33333.333333333336,,,,25.0,12.844277128447834,499.9999999999995,0.12744159945584346,0.0007194386499783743,,,,4.3,Greedy,456,15,33.333333333333336
15,15,0,,33333.333333333336,,,,29.5,33.18498197405698,500.0000000000008,0.1197469786461948,0.00046400273616686497,,,,1.7,Spiral,456,15,33.333333333333336
15,15,0,,33333.333333333336,,,,41.5,31.430492149576256,500.000000000001,0.1979361722651654,0.001576699896074646,,,,0.3,Pizza,456,15,33.333333333333336
15,9,6,1.0,33333.333333333336,0.08558870169538425,0.28525638520194047,0.2028152260111023,34.0,16.670302436650708,487.7650936107616,0.14721320569515228,0.0015917468397663634,25.0,0.7971847739888978,587.6753975678204,4.3,Swarm_15,789,15,33.333333333333336
15,15,0,,33333.333333333336,,,,30.5,14.738285322348206,499.99999999999886,0.14825316186626755,0.00024121169362185377,,,,4.3,Greedy,789,15,33.333333333333336
15,15,0,,33333.333333333336,,,,27.500000000000004,33.18498197405698,500.0000000000008,0.1197469786461948,0.00046400273616686497,,,,1.7,Spiral,789,15,33.333333333333336
15,15,0,,33333.333333333336,,,,44.5,31.430492149576256,500.000000000001,0.1979361722651654,0.001576699896074646,,,,0.3,Pizza,789,15,33.333333333333336
15,9,6,1.0,33333.333333333336,0.0866955438958717,0.2949022073098918,0.19394419156936474,37.0,16.72158538410128,490.9186373781386,0.15214964747428894,0.001589661373269277,0.0,0.8060558084306353,687.4353804217109,4.6,Swarm_15,2025,15,33.333333333333336
15,15,0,,33333.333333333336,,,,23.5,12.188202400116603,499.99999999999915,0.12104449857324644,0.0028100464990435943,,,,4.5,Greedy,2025,15,33.333333333333336
15,15,0,,33333.333333333336,,,,25.5,33.18498197405698,500.0000000000008,0.1197469786461948,0.00046400273616686497,,,,1.7,Spiral,2025,15,33.333333333333336
15,15,0,,33333.333333333336,,,,37.5,31.430492149576256,500.000000000001,0.1979361722651654,0.001576699896074646,,,,0.3,Pizza,2025,15,33.333333333333336
