tick,agent_a,agent_b
1434,drone_1,drone_4
1435,drone_0,drone_1
1435,drone_0,drone_3
1436,drone_0,drone_1
1436,drone_0,drone_3
1436,drone_1,drone_4
1437,drone_0,drone_1
1437,drone_0,drone_3
1437,drone_1,drone_4
1438,drone_0,drone_1
1438,drone_0,drone_3
1438,drone_1,drone_4
1439,drone_0,drone_1
1439,drone_0,drone_3
1439,drone_1,drone_4
1440,drone_0,drone_1
1440,drone_0,drone_3
1440,drone_1,drone_4
1441,drone_0,drone_1
1441,drone_0,drone_3
1441,drone_1,drone_4
1442,drone_0,drone_1
1442,drone_0,drone_3
1442,drone_1,drone_4
1443,drone_0,drone_1
1443,drone_0,drone_3
1443,drone_1,drone_4
1444,drone_0,drone_1
1444,drone_0,drone_3
1444,drone_1,drone_4
1445,drone_0,drone_1
1445,drone_0,drone_3
1445,drone_1,drone_4
1446,drone_0,drone_1
1446,drone_0,drone_3
1446,drone_1,drone_4
1447,drone_0,drone_1
1447,drone_0,drone_3
1447,drone_1,drone_4
1448,drone_0,drone_1
1448,drone_0,drone_3
1448,drone_1,drone_4
1449,drone_0,drone_1
1449,drone_0,drone_3
1449,drone_1,drone_4
1450,drone_0,drone_1
1450,drone_0,drone_3
1450,drone_1,drone_4
1451,drone_0,drone_1
1451,drone_0,drone_3
1451,drone_1,drone_4
1452,drone_0,drone_3
1452,drone_1,drone_4
1453,drone_0,drone_3
1453,drone_1,drone_4
1454,drone_0,drone_3
1454,drone_1,drone_4
1455,drone_0,drone_3
1455,drone_1,drone_4
1456,drone_0,drone_3
1456,drone_1,drone_4
1457,drone_0,drone_3
1457,drone_1,drone_4
1458,drone_0,drone_3
1458,drone_1,drone_4
1459,drone_0,drone_3
1459,drone_1,drone_4
1460,drone_0,drone_3
1460,drone_1,drone_4
1461,drone_0,drone_3
1461,drone_1,drone_4
1462,drone_0,drone_3
1462,drone_1,drone_4
1463,drone_0,drone_3
1463,drone_1,drone_4
1464,drone_0,drone_3
1464,drone_1,drone_4
1465,drone_0,drone_3
1465,drone_1,drone_4
1466,drone_0,drone_3
1466,drone_1,drone_4
1467,drone_0,drone_3
1467,drone_1,drone_4
1468,drone_0,drone_3
1468,drone_1,drone_4
1469,drone_0,drone_1
1469,drone_0,drone_3
1469,drone_1,drone_4
1470,drone_0,drone_1
1470,drone_0,drone_3
1470,drone_1,drone_4
1471,drone_0,drone_1
1471,drone_0,drone_3
1472,drone_0,drone_1
1472,drone_0,drone_3
1472,drone_1,drone_3
1473,drone_0,drone_1
1473,drone_0,drone_3
1473,drone_1,drone_3
1474,drone_0,drone_1
1474,drone_0,drone_3
1474,drone_1,drone_3
1475,drone_0,drone_1
1475,drone_0,drone_3
1475,drone_1,drone_3
1476,drone_0,drone_1
1476,drone_0,drone_3
1476,drone_1,drone_3
1477,drone_0,drone_1
1477,drone_0,drone_3
1477,drone_1,drone_3
1478,drone_0,drone_1
1478,drone_0,drone_3
1478,drone_1,drone_3
1479,drone_0,drone_1
1479,drone_0,drone_3
1479,drone_1,drone_3
1480,drone_0,drone_1
1480,drone_0,drone_3
1480,drone_1,drone_3
1481,drone_0,drone_1
1481,drone_0,drone_3
1481,drone_1,drone_3
1482,drone_0,drone_1
1482,drone_0,drone_3
1482,drone_1,drone_3
1483,drone_0,drone_1
1483,drone_0,drone_3
1483,drone_1,drone_3
1484,drone_0,drone_1
1484,drone_0,drone_3
1484,drone_1,drone_3
1485,drone_0,drone_1
1485,drone_0,drone_3
1485,drone_1,drone_3
1486,drone_0,drone_1
1486,drone_0,drone_3
1486,drone_1,drone_3
1487,drone_0,drone_1
1487,drone_0,drone_3
1487,drone_1,drone_3
1488,drone_0,drone_1
1488,drone_0,drone_3
1488,drone_1,drone_3
1489,drone_0,drone_1
1489,drone_0,drone_3
1489,drone_1,drone_3
1490,drone_0,drone_1
1490,drone_0,drone_3
1490,drone_1,drone_3
1491,drone_0,drone_1
1491,drone_0,drone_3
1491,drone_1,drone_3
1492,drone_0,drone_1
1492,drone_0,drone_3
1492,drone_1,drone_3
1493,drone_0,drone_1
1493,drone_0,drone_3
1493,drone_1,drone_3
1494,drone_0,drone_1
1494,drone_0,drone_3
1494,drone_1,drone_3
1495,drone_0,drone_1
1495,drone_0,drone_3
1495,drone_1,drone_3
1496,drone_0,drone_1
1496,drone_1,drone_3
1497,drone_0,drone_1
1497,drone_1,drone_3
1498,drone_0,drone_1
1499,drone_0,drone_1
1500,drone_0,drone_1
1500,drone_1,drone_3
1501,drone_0,drone_1
1501,drone_0,drone_3
1501,drone_1,drone_3
1502,drone_0,drone_1
1502,drone_1,drone_3
1503,drone_0,drone_1
1504,drone_0,drone_1
1505,drone_0,drone_1
1506,drone_0,drone_1
1507,drone_0,drone_1
1508,drone_0,drone_1
1509,drone_0,drone_1
1509,drone_1,drone_3
1510,drone_0,drone_1
1511,drone_0,drone_1
1512,drone_0,drone_1
1513,drone_0,drone_1
1514,drone_0,drone_1
1515,drone_0,drone_1
1516,drone_0,drone_1
1517,drone_0,drone_1
1518,drone_0,drone_1
1519,drone_0,drone_1
1520,drone_0,drone_1
1521,drone_0,drone_1
1522,drone_0,drone_1
1523,drone_0,drone_1
1524,drone_0,drone_1
1525,drone_0,drone_1
1526,drone_0,drone_1
1527,drone_0,drone_1
1528,drone_0,drone_1
1529,drone_0,drone_1
1530,drone_0,drone_1
1531,drone_0,drone_1
1532,drone_0,drone_1
1533,drone_0,drone_1
1533,drone_1,drone_3
1534,drone_0,drone_1
1534,drone_1,drone_3
1535,drone_0,drone_1
1535,drone_1,drone_3
1536,drone_0,drone_1
1536,drone_1,drone_3
1537,drone_0,drone_1
1537,drone_1,drone_3
1538,drone_0,drone_1
1538,drone_1,drone_3
1539,drone_0,drone_1
1539,drone_1,drone_3
1540,drone_0,drone_1
1540,drone_1,drone_3
1541,drone_0,drone_1
1541,drone_1,drone_3
1542,drone_0,drone_1
1542,drone_1,drone_3
1543,drone_0,drone_1
1543,drone_1,drone_3
1544,drone_0,drone_1
1544,drone_1,drone_3
1545,drone_0,drone_1
1545,drone_1,drone_3
1546,drone_0,drone_1
1546,drone_1,drone_3
1547,drone_0,drone_1
1548,drone_0,drone_1
1549,drone_0,drone_1
1550,drone_0,drone_1
1551,drone_0,drone_1
1552,drone_0,drone_1
1553,drone_0,drone_1
1554,drone_0,drone_1
1555,drone_0,drone_1
1556,drone_0,drone_1
1557,drone_0,drone_1
1558,drone_0,drone_1
1559,drone_0,drone_1
1560,drone_0,drone_1
1561,drone_0,drone_1
1562,drone_0,drone_1
1563,drone_0,drone_1
1564,drone_0,drone_1
1565,drone_0,drone_1
1566,drone_0,drone_1
1567,drone_0,drone_1
1568,drone_0,drone_1
1569,drone_0,drone_1
1570,drone_0,drone_1
1571,drone_0,drone_1
1572,drone_0,drone_1
1573,drone_0,drone_1
1574,drone_0,drone_1
1575,drone_0,drone_1
1576,drone_0,drone_1
1577,drone_0,drone_1
1578,drone_0,drone_1
1579,drone_0,drone_1
1580,drone_0,drone_1
1581,drone_0,drone_1
1582,drone_0,drone_1
1583,drone_0,drone_1
1584,drone_0,drone_1
1585,drone_0,drone_1
1586,drone_0,drone_1
1587,drone_0,drone_1
1588,drone_0,drone_1
1589,drone_0,drone_1
1590,drone_0,drone_1
1591,drone_0,drone_1
1592,drone_0,drone_1
1593,drone_0,drone_1
1594,drone_0,drone_1
1595,drone_0,drone_1
1596,drone_0,drone_1
1597,drone_0,drone_1
1598,drone_0,drone_1
1599,drone_0,drone_1
1600,drone_0,drone_1
1601,drone_0,drone_1
1602,drone_0,drone_1
1603,drone_0,drone_1
1612,drone_2,drone_4
1613,drone_2,drone_4
1614,drone_2,drone_4
1615,drone_0,drone_1
1615,drone_2,drone_4
1616,drone_0,drone_1
1616,drone_2,drone_4
1617,drone_0,drone_1
1617,drone_2,drone_4
1618,drone_0,drone_1
1618,drone_2,drone_4
1619,drone_0,drone_1
1619,drone_2,drone_4
1620,drone_0,drone_1
1620,drone_2,drone_4
1621,drone_0,drone_1
1621,drone_2,drone_4
1622,drone_0,drone_1
1622,drone_2,drone_4
1623,drone_0,drone_1
1623,drone_2,drone_4
1624,drone_0,drone_1
1624,drone_2,drone_4
1625,drone_0,drone_1
1625,drone_2,drone_4
1626,drone_0,drone_1
1626,drone_2,drone_4
1627,drone_0,drone_1
1627,drone_2,drone_4
1628,drone_0,drone_1
1628,drone_2,drone_4
1629,drone_0,drone_1
1629,drone_2,drone_4
1630,drone_0,drone_1
1630,drone_2,drone_4
1631,drone_0,drone_1
1631,drone_2,drone_4
1632,drone_0,drone_1
1632,drone_2,drone_4
1633,drone_0,drone_1
1633,drone_2,drone_4
1634,drone_0,drone_1
1635,drone_0,drone_1
1671,drone_2,drone_4
1672,drone_0,drone_1
1672,drone_2,drone_4
1673,drone_0,drone_1
1673,drone_2,drone_4
1674,drone_0,drone_1
1674,drone_2,drone_4
1675,drone_0,drone_1
1675,drone_2,drone_4
1676,drone_0,drone_1
1676,drone_2,drone_4
1677,drone_0,drone_1
1677,drone_2,drone_4
1678,drone_0,drone_1
1678,drone_2,drone_4
1679,drone_2,drone_4
1680,drone_2,drone_4
1681,drone_2,drone_4
1682,drone_2,drone_4
1683,drone_2,drone_4
1684,drone_2,drone_4
1685,drone_2,drone_4
1686,drone_2,drone_4
1687,drone_2,drone_4
1688,drone_2,drone_4
1689,drone_2,drone_4
1690,drone_2,drone_4
1691,drone_2,drone_4
1692,drone_2,drone_4
1693,drone_2,drone_4
1694,drone_2,drone_4
1695,drone_2,drone_4
1696,drone_2,drone_4
1697,drone_2,drone_4
1698,drone_2,drone_4
1699,drone_2,drone_4
1700,drone_2,drone_4
1701,drone_2,drone_4
1702,drone_2,drone_4
1703,drone_2,drone_4
1704,drone_2,drone_4
1705,drone_2,drone_4
1706,drone_2,drone_4
1707,drone_2,drone_4
1708,drone_2,drone_4
1709,drone_2,drone_4
1710,drone_2,drone_4
1711,drone_2,drone_4
1712,drone_2,drone_4
1713,drone_2,drone_4
1714,drone_2,drone_4
1715,drone_2,drone_4
1716,drone_2,drone_4
1717,drone_2,drone_4
1718,drone_2,drone_4
1719,drone_2,drone_4
1720,drone_2,drone_4
1721,drone_2,drone_4
1722,drone_2,drone_4
1723,drone_2,drone_4
1724,drone_2,drone_4
1725,drone_2,drone_4
1726,drone_2,drone_4
1727,drone_2,drone_4
1728,drone_2,drone_4
1729,drone_2,drone_4
1730,drone_0,drone_3
1730,drone_2,drone_4
1731,drone_0,drone_1
1731,drone_0,drone_3
1731,drone_2,drone_4
1732,drone_0,drone_1
1732,drone_0,drone_3
1732,drone_2,drone_4
1733,drone_0,drone_1
1733,drone_0,drone_3
1733,drone_2,drone_4
1734,drone_0,drone_1
1734,drone_0,drone_3
1734,drone_2,drone_4
1735,drone_0,drone_1
1735,drone_2,drone_4
1736,drone_2,drone_4
1737,drone_2,drone_4
1738,drone_2,drone_4
1739,drone_2,drone_4
1740,drone_0,drone_1
1740,drone_2,drone_4
1741,drone_0,drone_1
1741,drone_2,drone_4
1742,drone_0,drone_1
1742,drone_2,drone_4
1743,drone_0,drone_1
1743,drone_2,drone_4
1744,drone_0,drone_1
1744,drone_2,drone_4
1745,drone_0,drone_1
1745,drone_2,drone_4
1746,drone_0,drone_1
1746,drone_2,drone_4
1747,drone_0,drone_1
1747,drone_2,drone_4
1748,drone_0,drone_1
1748,drone_2,drone_4
1749,drone_0,drone_1
1749,drone_2,drone_4
1750,drone_0,drone_1
1750,drone_2,drone_4
1751,drone_0,drone_1
1751,drone_2,drone_4
1752,drone_0,drone_1
1752,drone_2,drone_4
1753,drone_0,drone_1
1753,drone_2,drone_4
1754,drone_0,drone_1
1754,drone_0,drone_3
1754,drone_2,drone_4
1755,drone_0,drone_1
1755,drone_2,drone_4
1756,drone_0,drone_1
1756,drone_0,drone_3
1756,drone_2,drone_4
1757,drone_0,drone_1
1757,drone_2,drone_4
1758,drone_0,drone_1
1758,drone_0,drone_3
1758,drone_2,drone_4
1759,drone_0,drone_1
1759,drone_2,drone_4
1760,drone_0,drone_1
1760,drone_0,drone_3
1760,drone_2,drone_4
1761,drone_0,drone_1
1761,drone_2,drone_4
1762,drone_0,drone_1
1762,drone_0,drone_3
1762,drone_2,drone_4
1763,drone_0,drone_1
1763,drone_2,drone_4
1764,drone_0,drone_1
1764,drone_0,drone_3
1764,drone_2,drone_4
1765,drone_0,drone_1
1765,drone_2,drone_4
1766,drone_0,drone_1
1766,drone_0,drone_3
1766,drone_2,drone_4
1767,drone_0,drone_1
1767,drone_2,drone_4
1768,drone_0,drone_1
1768,drone_0,drone_3
1768,drone_2,drone_4
1769,drone_0,drone_1
1769,drone_2,drone_4
1770,drone_0,drone_1
1770,drone_0,drone_3
1770,drone_2,drone_4
1771,drone_0,drone_1
1771,drone_2,drone_4
1772,drone_0,drone_1
1772,drone_0,drone_3
1772,drone_2,drone_4
1773,drone_0,drone_1
1773,drone_2,drone_4
1774,drone_0,drone_1
1774,drone_0,drone_3
1774,drone_2,drone_4
1775,drone_0,drone_1
1775,drone_2,drone_4
1776,drone_0,drone_1
1776,drone_0,drone_3
1776,drone_2,drone_4
1777,drone_0,drone_1
1777,drone_2,drone_4
1778,drone_0,drone_1
1778,drone_0,drone_3
1778,drone_2,drone_4
1779,drone_0,drone_1
1779,drone_2,drone_4
1780,drone_0,drone_1
1780,drone_0,drone_3
1780,drone_2,drone_4
1781,drone_0,drone_1
1781,drone_2,drone_4
1782,drone_0,drone_1
1782,drone_0,drone_3
1782,drone_2,drone_4
1783,drone_0,drone_1
1783,drone_2,drone_4
1784,drone_0,drone_1
1784,drone_0,drone_3
1784,drone_2,drone_4
1785,drone_0,drone_1
1785,drone_2,drone_4
1786,drone_0,drone_1
1786,drone_0,drone_3
1786,drone_2,drone_4
1787,drone_0,drone_1
1787,drone_2,drone_4
1788,drone_0,drone_1
1788,drone_0,drone_3
1788,drone_2,drone_4
1789,drone_0,drone_1
1789,drone_2,drone_4
1790,drone_0,drone_1
1790,drone_0,drone_3
1790,drone_2,drone_4
1791,drone_0,drone_1
1791,drone_2,drone_4
1792,drone_0,drone_1
1792,drone_0,drone_3
1792,drone_2,drone_4
1793,drone_0,drone_1
1793,drone_2,drone_4
1794,drone_0,drone_1
1794,drone_0,drone_3
1794,drone_2,drone_4
1795,drone_0,drone_1
1795,drone_2,drone_4
1796,drone_0,drone_1
1796,drone_0,drone_3
1796,drone_2,drone_4
1797,drone_0,drone_1
1798,drone_0,drone_1
1799,drone_0,drone_1
1800,drone_0,drone_1
1801,drone_0,drone_1
1802,drone_0,drone_1
1803,drone_0,drone_1
1803,drone_1,drone_3
1804,drone_0,drone_1
1804,drone_1,drone_3
1805,drone_0,drone_1
1805,drone_1,drone_3
1806,drone_0,drone_1
1806,drone_1,drone_3
1807,drone_0,drone_1
1807,drone_1,drone_3
1808,drone_0,drone_1
1808,drone_1,drone_3
1809,drone_0,drone_1
1809,drone_1,drone_3
1810,drone_0,drone_1
1810,drone_1,drone_3
1811,drone_0,drone_1
1811,drone_1,drone_3
1812,drone_0,drone_1
1812,drone_1,drone_3
1813,drone_0,drone_1
1813,drone_1,drone_3
1814,drone_0,drone_1
1814,drone_1,drone_3
1815,drone_0,drone_1
1815,drone_1,drone_3
1816,drone_0,drone_1
1816,drone_1,drone_3
1817,drone_0,drone_1
1817,drone_1,drone_3
1818,drone_0,drone_1
1818,drone_1,drone_3
1819,drone_0,drone_1
1819,drone_1,drone_3
1820,drone_0,drone_1
1820,drone_1,drone_3
1821,drone_0,drone_1
1821,drone_1,drone_3
1822,drone_0,drone_1
1822,drone_1,drone_3
1823,drone_0,drone_1
1823,drone_1,drone_3
1824,drone_0,drone_1
1824,drone_1,drone_3
1825,drone_0,drone_1
1825,drone_1,drone_3
1826,drone_0,drone_1
1826,drone_1,drone_3
1827,drone_0,drone_1
1827,drone_1,drone_3
1828,drone_0,drone_1
1828,drone_1,drone_3
1829,drone_0,drone_1
1829,drone_1,drone_3
1830,drone_0,drone_1
1830,drone_1,drone_3
1831,drone_0,drone_1
1831,drone_1,drone_3
1832,drone_0,drone_1
1832,drone_1,drone_3
1833,drone_0,drone_1
1833,drone_1,drone_3
1834,drone_0,drone_1
1834,drone_1,drone_3
1835,drone_0,drone_1
1835,drone_1,drone_3
1836,drone_0,drone_1
1836,drone_1,drone_3
1837,drone_0,drone_1
1837,drone_1,drone_3
1838,drone_0,drone_1
1838,drone_1,drone_3
1839,drone_0,drone_1
1839,drone_1,drone_3
1840,drone_0,drone_1
1840,drone_1,drone_3
1841,drone_0,drone_1
1841,drone_1,drone_3
1842,drone_0,drone_1
1842,drone_1,drone_3
1843,drone_0,drone_1
1843,drone_1,drone_3
1844,drone_0,drone_1
1844,drone_1,drone_3
1845,drone_0,drone_1
1845,drone_1,drone_3
1846,drone_0,drone_1
1846,drone_1,drone_3
1847,drone_0,drone_1
1847,drone_1,drone_3
1848,drone_0,drone_1
1848,drone_1,drone_3
1849,drone_0,drone_1
1849,drone_1,drone_3
1850,drone_0,drone_1
1850,drone_1,drone_3
1851,drone_0,drone_1
1851,drone_1,drone_3
1852,drone_0,drone_1
1852,drone_1,drone_3
1853,drone_0,drone_1
1853,drone_1,drone_3
1854,drone_0,drone_1
1854,drone_1,drone_3
1855,drone_0,drone_1
1855,drone_1,drone_3
1856,drone_0,drone_1
1856,drone_1,drone_3
1857,drone_0,drone_1
1857,drone_1,drone_3
1858,drone_0,drone_1
1858,drone_1,drone_3
1859,drone_0,drone_1
1859,drone_1,drone_3
1860,drone_0,drone_1
1860,drone_1,drone_3
1861,drone_0,drone_1
1861,drone_1,drone_3
1862,drone_0,drone_1
1862,drone_1,drone_3
1863,drone_0,drone_1
1863,drone_1,drone_3
1864,drone_0,drone_1
1864,drone_1,drone_3
1865,drone_0,drone_1
1865,drone_0,drone_3
1865,drone_1,drone_3
1866,drone_0,drone_1
1866,drone_0,drone_3
1866,drone_1,drone_3
1867,drone_0,drone_1
1867,drone_0,drone_3
1867,drone_1,drone_3
1868,drone_0,drone_1
1868,drone_0,drone_3
1868,drone_1,drone_3
1869,drone_0,drone_1
1869,drone_0,drone_3
1869,drone_1,drone_3
1870,drone_0,drone_1
1870,drone_0,drone_3
1870,drone_1,drone_3
1871,drone_0,drone_1
1871,drone_0,drone_3
1871,drone_1,drone_3
1872,drone_0,drone_1
1872,drone_0,drone_3
1872,drone_1,drone_3
1873,drone_0,drone_1
1873,drone_0,drone_3
1873,drone_1,drone_3
1874,drone_0,drone_1
1874,drone_0,drone_3
1874,drone_1,drone_3
1875,drone_0,drone_1
1875,drone_0,drone_3
1875,drone_1,drone_3
1875,drone_2,drone_4
1876,drone_0,drone_1
1876,drone_0,drone_3
1876,drone_1,drone_3
1877,drone_0,drone_1
1877,drone_0,drone_3
1877,drone_1,drone_3
1877,drone_2,drone_4
1878,drone_0,drone_1
1878,drone_0,drone_3
1878,drone_1,drone_3
1878,drone_2,drone_4
1879,drone_0,drone_1
1879,drone_0,drone_3
1879,drone_1,drone_3
1879,drone_2,drone_4
1880,drone_0,drone_1
1880,drone_0,drone_3
1880,drone_1,drone_3
1880,drone_2,drone_4
1881,drone_0,drone_1
1881,drone_0,drone_3
1881,drone_1,drone_3
1881,drone_2,drone_4
1882,drone_0,drone_1
1882,drone_0,drone_3
1882,drone_1,drone_3
1882,drone_2,drone_4
1883,drone_0,drone_1
1883,drone_0,drone_3
1883,drone_1,drone_3
1883,drone_2,drone_4
1884,drone_0,drone_1
1884,drone_0,drone_3
1884,drone_1,drone_3
1884,drone_2,drone_4
1885,drone_0,drone_1
1885,drone_0,drone_3
1885,drone_1,drone_3
1885,drone_2,drone_4
1886,drone_0,drone_1
1886,drone_0,drone_3
1886,drone_1,drone_3
1886,drone_2,drone_4
1887,drone_0,drone_1
1887,drone_0,drone_3
1887,drone_1,drone_3
1887,drone_2,drone_4
1888,drone_0,drone_1
1888,drone_0,drone_3
1888,drone_1,drone_3
1888,drone_2,drone_4
1889,drone_0,drone_1
1889,drone_0,drone_3
1889,drone_1,drone_3
1889,drone_2,drone_4
1890,drone_0,drone_1
1890,drone_0,drone_3
1890,drone_1,drone_3
1890,drone_2,drone_4
1891,drone_0,drone_1
1891,drone_0,drone_3
1891,drone_1,drone_3
1891,drone_2,drone_4
1892,drone_0,drone_1
1892,drone_0,drone_3
1892,drone_1,drone_3
1892,drone_2,drone_4
1893,drone_0,drone_1
1893,drone_0,drone_3
1893,drone_1,drone_3
1893,drone_2,drone_4
1894,drone_0,drone_1
1894,drone_0,drone_3
1894,drone_1,drone_3
1894,drone_2,drone_4
1895,drone_0,drone_1
1895,drone_0,drone_3
1895,drone_1,drone_3
1895,drone_2,drone_4
1896,drone_0,drone_1
1896,drone_0,drone_3
1896,drone_1,drone_3
1896,drone_2,drone_4
1897,drone_0,drone_1
1897,drone_0,drone_3
1897,drone_1,drone_3
1897,drone_2,drone_4
1898,drone_0,drone_1
1898,drone_0,drone_3
1898,drone_1,drone_3
1898,drone_2,drone_4
1899,drone_0,drone_1
1899,drone_0,drone_3
1899,drone_1,drone_3
1899,drone_2,drone_4
1900,drone_0,drone_1
1900,drone_0,drone_3
1900,drone_1,drone_3
1900,drone_2,drone_4
1901,drone_0,drone_1
1901,drone_0,drone_3
1901,drone_1,drone_3
1901,drone_2,drone_4
1902,drone_0,drone_1
1902,drone_0,drone_3
1902,drone_1,drone_3
1902,drone_2,drone_4
1903,drone_0,drone_1
1903,drone_0,drone_3
1903,drone_1,drone_3
1903,drone_2,drone_4
1904,drone_0,drone_1
1904,drone_0,drone_3
1904,drone_1,drone_3
1904,drone_2,drone_4
1905,drone_0,drone_3
1905,drone_1,drone_3
1905,drone_2,drone_4
1906,drone_0,drone_3
1906,drone_1,drone_3
1906,drone_1,drone_4
1906,drone_2,drone_4
1907,drone_0,drone_3
1907,drone_1,drone_3
1907,drone_2,drone_4
1908,drone_1,drone_3
1908,drone_1,drone_4
1908,drone_2,drone_4
1909,drone_0,drone_3
1909,drone_1,drone_3
1909,drone_2,drone_4
1910,drone_0,drone_3
1910,drone_1,drone_3
1910,drone_2,drone_4
1911,drone_0,drone_3
1911,drone_1,drone_3
1911,drone_2,drone_4
1912,drone_0,drone_1
1912,drone_0,drone_3
1912,drone_1,drone_3
1912,drone_2,drone_4
1913,drone_0,drone_1
1913,drone_0,drone_3
1913,drone_1,drone_3
1913,drone_2,drone_4
1914,drone_0,drone_1
1914,drone_0,drone_3
1914,drone_1,drone_3
1914,drone_2,drone_4
1915,drone_0,drone_1
1915,drone_0,drone_3
1915,drone_1,drone_3
1915,drone_2,drone_4
1916,drone_0,drone_1
1916,drone_0,drone_3
1916,drone_1,drone_3
1916,drone_2,drone_4
1917,drone_0,drone_1
1917,drone_0,drone_3
1917,drone_1,drone_3
1917,drone_1,drone_4
1917,drone_2,drone_4
1918,drone_0,drone_1
1918,drone_0,drone_3
1918,drone_1,drone_3
1918,drone_1,drone_4
1918,drone_2,drone_4
1919,drone_0,drone_1
1919,drone_0,drone_3
1919,drone_1,drone_3
1919,drone_1,drone_4
1919,drone_2,drone_4
1920,drone_0,drone_1
1920,drone_0,drone_3
1920,drone_1,drone_3
1920,drone_1,drone_4
1920,drone_2,drone_4
1920,drone_3,drone_4
1921,drone_0,drone_1
1921,drone_1,drone_3
1921,drone_1,drone_4
1921,drone_2,drone_4
1921,drone_3,drone_4
1922,drone_0,drone_1
1922,drone_1,drone_3
1922,drone_1,drone_4
1922,drone_2,drone_4
1922,drone_3,drone_4
1923,drone_0,drone_1
1923,drone_1,drone_3
1923,drone_1,drone_4
1923,drone_2,drone_4
1923,drone_3,drone_4
1924,drone_0,drone_1
1924,drone_1,drone_3
1924,drone_1,drone_4
1924,drone_2,drone_4
1924,drone_3,drone_4
1925,drone_0,drone_1
1925,drone_1,drone_3
1925,drone_1,drone_4
1925,drone_2,drone_4
1926,drone_0,drone_1
1926,drone_0,drone_3
1926,drone_1,drone_3
1926,drone_1,drone_4
1926,drone_2,drone_4
1927,drone_0,drone_1
1927,drone_1,drone_3
1927,drone_1,drone_4
1927,drone_2,drone_4
1928,drone_0,drone_1
1928,drone_0,drone_3
1928,drone_1,drone_3
1928,drone_1,drone_4
1928,drone_2,drone_4
1929,drone_0,drone_1
1929,drone_1,drone_3
1929,drone_1,drone_4
1929,drone_2,drone_4
1930,drone_0,drone_1
1930,drone_0,drone_3
1930,drone_1,drone_3
1930,drone_1,drone_4
1930,drone_2,drone_4
1931,drone_0,drone_1
1931,drone_1,drone_3
1931,drone_1,drone_4
1931,drone_2,drone_4
1932,drone_0,drone_1
1932,drone_0,drone_3
1932,drone_1,drone_3
1932,drone_1,drone_4
1932,drone_2,drone_4
1933,drone_0,drone_1
1933,drone_1,drone_3
1933,drone_1,drone_4
1933,drone_2,drone_4
1934,drone_0,drone_1
1934,drone_0,drone_3
1934,drone_1,drone_3
1934,drone_1,drone_4
1934,drone_2,drone_4
1935,drone_0,drone_1
1935,drone_1,drone_3
1935,drone_1,drone_4
1935,drone_2,drone_4
1936,drone_0,drone_1
1936,drone_0,drone_3
1936,drone_1,drone_3
1936,drone_1,drone_4
1936,drone_2,drone_4
1937,drone_0,drone_1
1937,drone_1,drone_3
1937,drone_1,drone_4
1937,drone_2,drone_4
1938,drone_0,drone_1
1938,drone_0,drone_3
1938,drone_1,drone_3
1938,drone_1,drone_4
1938,drone_2,drone_4
1939,drone_0,drone_1
1939,drone_1,drone_3
1939,drone_1,drone_4
1939,drone_2,drone_4
1940,drone_0,drone_1
1940,drone_0,drone_3
1940,drone_1,drone_3
1940,drone_1,drone_4
1940,drone_2,drone_4
1941,drone_0,drone_1
1941,drone_1,drone_3
1941,drone_1,drone_4
1941,drone_2,drone_4
1942,drone_0,drone_1
1942,drone_0,drone_3
1942,drone_1,drone_3
1942,drone_1,drone_4
1942,drone_2,drone_4
1943,drone_0,drone_1
1943,drone_1,drone_3
1943,drone_1,drone_4
1943,drone_2,drone_4
1944,drone_0,drone_1
1944,drone_0,drone_3
1944,drone_1,drone_3
1944,drone_1,drone_4
1945,drone_0,drone_1
1945,drone_1,drone_3
1945,drone_1,drone_4
1946,drone_0,drone_1
1946,drone_0,drone_3
1946,drone_1,drone_3
1946,drone_1,drone_4
1947,drone_0,drone_1
1947,drone_1,drone_3
1947,drone_1,drone_4
1948,drone_0,drone_1
1948,drone_0,drone_3
1948,drone_1,drone_3
1948,drone_1,drone_4
1949,drone_0,drone_1
1949,drone_1,drone_3
1949,drone_1,drone_4
1950,drone_0,drone_1
1950,drone_0,drone_3
1950,drone_1,drone_3
1950,drone_1,drone_4
1951,drone_0,drone_1
1951,drone_1,drone_3
1951,drone_1,drone_4
1952,drone_0,drone_1
1952,drone_0,drone_3
1952,drone_1,drone_3
1952,drone_1,drone_4
1953,drone_0,drone_1
1953,drone_1,drone_3
1953,drone_1,drone_4
1953,drone_2,drone_4
1954,drone_0,drone_1
1954,drone_0,drone_3
1954,drone_1,drone_3
1954,drone_1,drone_4
1954,drone_2,drone_4
1955,drone_0,drone_1
1955,drone_1,drone_3
1955,drone_1,drone_4
1955,drone_2,drone_4
1956,drone_0,drone_1
1956,drone_0,drone_3
1956,drone_1,drone_3
1956,drone_1,drone_4
1956,drone_2,drone_4
1957,drone_0,drone_1
1957,drone_1,drone_3
1957,drone_1,drone_4
1957,drone_2,drone_4
1958,drone_0,drone_1
1958,drone_0,drone_3
1958,drone_1,drone_3
1958,drone_1,drone_4
1958,drone_2,drone_4
1959,drone_0,drone_1
1959,drone_1,drone_3
1959,drone_1,drone_4
1959,drone_2,drone_4
1960,drone_0,drone_1
1960,drone_0,drone_3
1960,drone_1,drone_3
1960,drone_1,drone_4
1960,drone_2,drone_4
1961,drone_0,drone_1
