do_kill,presence_weight,n,probability_coverage_ratio_n_finite,probability_coverage_ratio_mean,probability_coverage_ratio_std,coverage_ratio_n_finite,coverage_ratio_mean,coverage_ratio_std,efficiency_ratio_n_finite,efficiency_ratio_mean,efficiency_ratio_std,coverage_gini_n_finite,coverage_gini_mean,coverage_gini_std,recovery_time_n_finite,recovery_time_mean,recovery_time_std,recovery_coverage_at_end_n_finite,recovery_coverage_at_end_mean,recovery_coverage_at_end_std
False,0.0,5,5,0.2998801523138354,0.004512509139019458,5,0.03194923437715547,0.0008862791979477134,5,0.5911556116662072,0.018320557672885044,5,0.3699981247221988,0.0035297875736123576,0,nan,0.0,0,nan,0.0
False,0.01,5,5,0.3272566881010334,0.004704552935892513,5,0.03484526601370304,0.000702273614122571,5,0.6276230705231219,0.011922250016839485,5,0.3411661187996857,0.0033614856358739446,0,nan,0.0,0,nan,0.0
True,0.0,5,5,0.28316940718186745,0.004700390898735696,5,0.029966891985101392,0.0006212932275484065,5,0.6445441002132387,0.018301734649155302,5,0.3697332956985501,0.006728161282810927,5,481.4,559.7966595112907,5,1.0,0.0
True,0.01,5,5,0.2910710337997557,0.005930747504228918,5,0.030823561870602843,0.0006909632045246986,5,0.6412806200809469,0.01031210773057348,5,0.34885458740489994,0.006121780290738977,1,137,0.0,5,0.2,0.4472135954999579
