Scenario,Group,Environment,Climate,Grid,Radius_km,Budget_m,Algorithm,Seed,n_agents,Victims_pct,Area_km2,Coverage_ratio,Prob_covered_ratio,Overlap_ratio,Efficiency_ratio,Likelihood,Path_km,Elapsed_s
51,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,123,5,7.5,29.49,0.0187,0.1892,0.5573,0.4427,0.194988,1935.33,74.5
51,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,456,5,10.5,31.55,0.0201,0.2006,0.53,0.47,0.205688,1934.76,77.8
52,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,42,5,16.0,24.77,0.0164,0.2105,0.2762,0.7238,0.212562,1649.08,129.7
52,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,123,5,14.0,23.48,0.0152,0.1737,0.3209,0.6791,0.180238,1647.7,562.6
52,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,456,5,16.5,25.91,0.017,0.2178,0.3077,0.6923,0.221181,1656.86,146.6
53,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,42,5,21.0,46.44,0.0289,0.2621,0.4906,0.5094,0.277311,2290.06,75.2
53,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,123,5,33.5,55.62,0.0371,0.3526,0.3072,0.6928,0.356323,2224.63,75.4
53,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,456,5,31.0,56.77,0.0377,0.3325,0.2992,0.7008,0.339512,2285.78,75.1
54,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,42,5,7.5,32.26,0.0206,0.2101,0.5118,0.4882,0.214583,1941.95,88.1
54,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,123,5,3.5,29.19,0.0185,0.1917,0.5243,0.4757,0.197627,1942.87,93.7
54,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,456,5,3.5,29.75,0.0189,0.1911,0.528,0.472,0.197149,1941.36,90.2
55,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,42,5,15.0,17.24,0.0112,0.1373,0.3448,0.6552,0.142495,1922.49,83.0
55,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,123,5,14.0,20.96,0.014,0.1648,0.2305,0.7695,0.167523,1922.44,83.2
55,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,456,5,19.5,20.3,0.0133,0.1571,0.2134,0.7866,0.162635,1922.43,77.7
56,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,42,5,21.0,58.81,0.0394,0.2793,0.1107,0.8893,0.27808,2251.86,96.2
56,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,123,5,24.5,64.12,0.0435,0.2942,0.0286,0.9714,0.291668,2252.23,117.2
56,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,456,5,28.5,63.62,0.0432,0.2938,0.0278,0.9722,0.291315,2251.87,93.4
57,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,42,5,33.5,38.4,0.0243,0.3752,0.4607,0.5393,0.379288,2098.74,72.0
57,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,123,5,35.5,39.78,0.0263,0.3792,0.4073,0.5927,0.382434,2136.62,78.1
57,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,456,5,30.5,35.04,0.0231,0.3688,0.471,0.529,0.37065,2115.62,84.0
58,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,42,5,5.5,26.64,0.0161,0.1425,0.4395,0.5605,0.147876,2177.52,134.1
58,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,123,5,8.5,24.92,0.0152,0.13,0.4279,0.5721,0.135169,2162.74,130.7
58,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,456,5,11.0,29.13,0.0178,0.1606,0.3927,0.6073,0.165979,2145.21,132.2
59,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,42,5,22.0,35.97,0.0244,0.2643,0.327,0.673,0.267052,2195.52,80.3
59,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,123,5,33.5,37.67,0.0257,0.2714,0.3125,0.6875,0.27182,2216.89,83.9
59,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,456,5,27.0,36.15,0.0245,0.2831,0.3399,0.6601,0.284787,2149.38,79.8
60,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,42,5,15.0,35.33,0.0219,0.2335,0.4638,0.5362,0.235603,2027.96,175.4
60,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,123,5,16.0,33.36,0.0216,0.2565,0.477,0.523,0.258214,1904.31,105.8
60,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_3D2P,456,5,14.5,30.25,0.0194,0.2258,0.5013,0.4987,0.228247,1914.37,135.1
