n_agents,num_drones,num_dogs,max_hops,Budget_m,Coverage_ratio,Prob_covered_ratio,Overlap_ratio,Victims_pct,Area_km2,Path_length_km,Likelihood,TD_Score,Time_first_victim,Efficiency_ratio,Latency,Elapsed_s,Algorithm,Seed
5,5,0,1.0,100000,0.32730025009872316,0.6086336761867538,0.3434694596021827,53.5,12.962545566987664,499.89473873765394,0.12262376397848129,0.0003237572987024628,8.0,0.6565305403978173,1490.3419136064122,20.1,Drones_5D,42
5,0,5,1.0,100000,0.1585713658900443,0.42200254302077156,0.42438480528788725,47.0,11.76395740639463,580.2345430069105,0.11336731165647507,0.00046080004662661786,8.0,0.5756151947121128,1595.0482726298876,18.9,Dogs_5P,42
5,3,2,1.0,100000,0.27074283708481417,0.5440356684898575,0.3273193066608525,51.5,12.7160026004686,526.7155788123598,0.11840707063674927,0.0003237786602160966,8.0,0.6726806933391475,1787.6846164193157,2.9,Mixed_3D2P,42
5,5,0,1.0,100000,0.34070466412180245,0.6731145388092106,0.3253399365741344,57.49999999999999,13.47651909355758,499.91915360222515,0.13513131439685822,0.0025598725433957905,4.0,0.6746600634258656,1478.4542760221389,19.5,Drones_5D,123
5,0,5,1.0,100000,0.16407792549690667,0.43629203924062115,0.3829717020047851,48.5,12.669699300968363,541.7729816391097,0.12057685852050781,0.002919412279521264,4.0,0.617028297995215,1637.0426314355761,2.2,Dogs_5P,123
5,3,2,1.0,100000,0.2925716291518582,0.6464038373614095,0.30854980038367813,61.5,13.876598086559337,516.2686409185575,0.13615703582763672,0.002561884641893681,4.0,0.6914501996163219,1677.3316358475602,17.6,Mixed_3D2P,123
5,5,0,1.0,100000,0.36858847790794613,0.706426432497788,0.2820699085548244,64.5,14.616898253956903,499.8677656836753,0.14176560938358307,0.0023291371815046574,4.0,0.7179300914451756,1532.602324425584,19.5,Drones_5D,456
5,0,5,1.0,100000,0.17263393444780833,0.4514304574507126,0.3496694214876033,49.0,12.946517122637905,567.0077728963197,0.12009301781654358,0.00230110709925198,4.0,0.6503305785123967,1634.83981264637,17.8,Dogs_5P,456
5,3,2,1.0,100000,0.31042955552630425,0.6638340185742139,0.2879786645197001,59.0,14.548449083375688,530.953214169399,0.1388196498155594,0.0023357173771444474,4.0,0.7120213354802999,1945.131641554322,28.9,Mixed_3D2P,456
