tick,agent_id,row,col,active,budget
347,dog_3,426,562,1,437260.5
348,drone_0,580,959,1,433260.3
348,drone_1,1002,792,1,432564.1
348,dog_0,878,425,1,430205.9
348,dog_1,667,393,1,436479.8
348,dog_2,493,518,1,435955.1
348,dog_3,427,561,1,437218.1
349,drone_0,579,958,1,433217.9
349,drone_1,1003,791,1,432521.6
349,dog_0,877,425,1,430151.8
349,dog_1,667,392,1,436464.8
349,dog_2,494,518,1,435919.1
349,dog_3,428,560,1,437175.6
350,drone_0,578,957,1,433175.4
350,drone_1,1004,791,1,432491.6
350,dog_0,876,426,1,430075.4
350,dog_1,667,391,1,436449.8
350,dog_2,495,518,1,435889.1
350,dog_3,428,559,1,437160.6
351,drone_0,577,956,1,433133.0
351,drone_1,1005,790,1,432449.2
351,dog_0,875,426,1,430021.4
351,dog_1,667,390,1,436419.8
351,dog_2,496,519,1,435846.6
351,dog_3,429,558,1,437118.2
352,drone_0,576,955,1,433090.5
352,drone_1,1006,791,1,432406.7
352,dog_0,874,427,1,429945.0
352,dog_1,666,389,1,436398.6
352,dog_2,497,519,1,435810.6
352,dog_3,430,557,1,437075.7
353,drone_0,575,956,1,433048.1
353,drone_1,1007,790,1,432364.3
353,dog_0,873,428,1,429868.6
353,dog_1,665,388,1,436377.4
353,dog_2,498,519,1,435780.6
353,dog_3,431,557,1,437045.7
354,drone_0,574,957,1,433005.6
354,drone_1,1008,789,1,432321.8
354,dog_0,873,429,1,429814.6
354,dog_1,664,389,1,436356.1
354,dog_2,499,520,1,435738.1
354,dog_3,432,556,1,437003.3
355,drone_0,573,956,1,432963.2
355,drone_1,1009,789,1,432291.8
355,dog_0,872,430,1,429738.1
355,dog_1,663,388,1,436334.9
355,dog_2,500,520,1,435702.1
355,dog_3,433,556,1,436973.2
356,drone_0,573,955,1,432933.2
356,drone_1,1010,790,1,432249.4
356,dog_0,873,431,1,429661.7
356,dog_1,662,388,1,436319.9
356,dog_2,501,520,1,435687.1
356,dog_3,434,555,1,436952.0
357,drone_0,573,954,1,432903.1
357,drone_1,1011,790,1,432219.3
357,dog_0,873,432,1,429607.7
357,dog_1,661,388,1,436304.9
357,dog_2,502,521,1,435644.6
357,dog_3,435,555,1,436937.0
358,drone_0,572,953,1,432860.7
358,drone_1,1012,791,1,432176.9
358,dog_0,873,433,1,429553.7
358,dog_1,660,387,1,436283.7
358,dog_2,503,521,1,435629.6
358,dog_3,436,555,1,436907.0
359,drone_0,571,952,1,432818.2
359,drone_1,1013,791,1,432146.9
359,dog_0,872,434,1,429477.3
359,dog_1,661,387,1,436268.7
359,dog_2,504,522,1,435608.4
359,dog_3,437,555,1,436892.0
360,drone_0,570,951,1,432775.8
360,drone_1,1014,792,1,432104.4
360,dog_0,871,435,1,429400.9
360,dog_1,660,386,1,436226.2
360,dog_2,505,523,1,435566.0
360,dog_3,438,555,1,436877.0
361,drone_0,569,950,1,432733.4
361,drone_1,1015,792,1,432074.4
361,dog_0,871,436,1,429346.8
361,dog_1,659,386,1,436211.2
361,dog_2,506,524,1,435523.5
361,dog_3,439,555,1,436847.0
362,drone_0,568,949,1,432690.9
362,drone_1,1016,793,1,432032.0
362,dog_0,870,437,1,429304.4
362,dog_1,658,385,1,436190.0
362,dog_2,507,525,1,435502.3
362,dog_3,440,555,1,436832.0
363,drone_0,567,948,1,432648.5
363,drone_1,1016,792,1,432001.9
363,dog_0,869,437,1,429274.4
363,dog_1,657,386,1,436147.5
363,dog_2,508,526,1,435481.1
363,dog_3,441,555,1,436816.9
364,drone_0,568,947,1,432606.0
364,drone_1,1017,793,1,431959.5
364,dog_0,868,438,1,429231.9
364,dog_1,657,387,1,436132.5
364,dog_2,509,527,1,435459.8
364,dog_3,442,555,1,436786.9
365,drone_0,567,946,1,432563.6
365,drone_1,1018,793,1,431929.5
365,dog_0,867,439,1,429189.5
365,dog_1,656,388,1,436090.1
365,dog_2,509,528,1,435444.8
365,dog_3,443,555,1,436771.9
366,drone_0,567,945,1,432533.5
366,drone_1,1019,793,1,431899.5
366,dog_0,866,439,1,429174.5
366,dog_1,656,389,1,436060.1
366,dog_2,510,529,1,435423.6
366,dog_3,444,555,1,436756.9
367,drone_0,567,944,1,432503.5
367,drone_1,1020,793,1,431869.5
367,dog_0,865,440,1,429132.0
367,dog_1,656,390,1,436045.1
367,dog_2,511,530,1,435402.4
367,dog_3,445,555,1,436726.9
368,drone_0,568,943,1,432461.1
368,drone_1,1021,793,1,431839.4
368,dog_0,864,441,1,429089.6
368,dog_1,656,391,1,436030.0
368,dog_2,512,531,1,435381.2
368,dog_3,446,554,1,436705.7
369,drone_0,567,943,1,432431.1
369,drone_1,1022,793,1,431809.4
369,dog_0,863,441,1,429059.6
369,dog_1,657,392,1,436008.8
369,dog_2,513,532,1,435338.7
369,dog_3,447,554,1,436675.7
370,drone_0,566,943,1,432401.0
370,drone_1,1023,793,1,431779.4
370,dog_0,862,442,1,429017.1
370,dog_1,657,393,1,435993.8
370,dog_2,514,532,1,435323.7
370,dog_3,448,553,1,436633.2
371,drone_0,565,943,1,432371.0
371,drone_1,1024,793,1,431749.4
371,dog_0,861,443,1,428995.9
371,dog_1,657,394,1,435978.8
371,dog_2,515,533,1,435281.3
371,dog_3,449,552,1,436590.8
372,drone_0,564,944,1,432328.6
372,drone_1,1025,793,1,431719.4
372,dog_0,860,444,1,428974.7
372,dog_1,658,395,1,435936.4
372,dog_2,516,533,1,435266.3
372,dog_3,450,551,1,436548.3
373,drone_0,564,943,1,432298.6
373,drone_1,1026,794,1,431676.9
373,dog_0,860,445,1,428959.7
373,dog_1,658,396,1,435921.3
373,dog_2,517,534,1,435223.8
373,dog_3,450,550,1,436533.3
374,drone_0,563,944,1,432256.1
374,drone_1,1027,794,1,431646.9
374,dog_0,859,446,1,428938.4
374,dog_1,658,397,1,435906.3
374,dog_2,518,534,1,435208.8
374,dog_3,451,549,1,436490.9
375,drone_0,562,944,1,432226.1
375,drone_1,1028,794,1,431616.9
375,dog_0,858,447,1,428917.2
375,dog_1,657,398,1,435885.1
375,dog_2,519,535,1,435187.6
375,dog_3,451,548,1,436460.8
376,drone_0,561,944,1,432196.1
376,drone_1,1029,795,1,431574.4
376,dog_0,857,448,1,428874.8
376,dog_1,657,399,1,435870.1
376,dog_2,520,536,1,435166.3
376,dog_3,451,547,1,436445.8
377,drone_0,560,945,1,432153.6
377,drone_1,1030,795,1,431544.4
377,dog_0,856,449,1,428832.3
377,dog_1,658,400,1,435848.9
377,dog_2,521,536,1,435151.3
377,dog_3,451,546,1,436430.8
378,drone_0,559,945,1,432123.6
378,drone_1,1029,794,1,431502.0
378,dog_0,855,449,1,428802.3
378,dog_1,659,401,1,435827.7
378,dog_2,522,537,1,435108.9
378,dog_3,451,545,1,436400.8
379,drone_0,558,946,1,432081.2
379,drone_1,1030,793,1,431459.5
379,dog_0,854,449,1,428787.3
379,dog_1,659,402,1,435812.7
379,dog_2,522,538,1,435078.9
379,dog_3,451,544,1,436364.8
380,drone_0,557,947,1,432038.7
380,drone_1,1031,792,1,431417.1
380,dog_0,853,450,1,428744.8
380,dog_1,659,403,1,435767.6
380,dog_2,522,539,1,435048.9
380,dog_3,451,543,1,436349.8
381,drone_0,556,948,1,431996.3
381,drone_1,1032,791,1,431374.6
381,dog_0,852,450,1,428699.8
381,dog_1,658,404,1,435746.4
381,dog_2,523,540,1,435006.4
381,dog_3,451,542,1,436334.8
382,drone_0,556,947,1,431966.3
382,drone_1,1033,790,1,431332.2
382,dog_0,851,450,1,428654.8
382,dog_1,657,405,1,435704.0
382,dog_2,523,541,1,434976.4
382,dog_3,451,541,1,436319.8
383,drone_0,557,946,1,431923.8
383,drone_1,1034,789,1,431289.7
383,dog_0,850,450,1,428609.8
383,dog_1,656,406,1,435682.7
383,dog_2,523,542,1,434961.4
383,dog_3,450,541,1,436283.7
384,drone_0,558,945,1,431881.4
384,drone_1,1035,788,1,431247.3
384,dog_0,849,451,1,428546.1
384,dog_1,655,407,1,435640.3
384,dog_2,523,543,1,434946.4
384,dog_3,450,540,1,436268.7
385,drone_0,557,944,1,431838.9
385,drone_1,1036,787,1,431204.8
385,dog_0,848,452,1,428482.4
385,dog_1,654,408,1,435619.1
385,dog_2,523,544,1,434916.4
385,dog_3,450,539,1,436238.7
386,drone_0,556,943,1,431796.5
386,drone_1,1035,786,1,431162.4
386,dog_0,847,453,1,428418.7
386,dog_1,653,409,1,435597.8
386,dog_2,524,545,1,434873.9
386,dog_3,449,539,1,436223.7
387,drone_0,555,942,1,431754.0
387,drone_1,1036,785,1,431119.9
387,dog_0,846,454,1,428397.5
387,dog_1,653,410,1,435567.8
387,dog_2,524,546,1,434843.9
387,dog_3,449,538,1,436193.7
388,drone_0,554,941,1,431711.6
388,drone_1,1035,784,1,431077.5
388,dog_0,845,455,1,428376.3
388,dog_1,654,410,1,435552.8
388,dog_2,524,547,1,434828.9
388,dog_3,448,538,1,436163.7
389,drone_0,553,940,1,431669.1
389,drone_1,1034,783,1,431035.1
389,dog_0,845,456,1,428331.3
389,dog_1,655,411,1,435531.6
389,dog_2,524,548,1,434798.9
389,dog_3,448,537,1,436148.7
390,drone_0,552,939,1,431626.7
390,drone_1,1035,782,1,430992.6
390,dog_0,844,457,1,428267.6
390,dog_1,656,412,1,435510.4
390,dog_2,525,549,1,434777.7
390,dog_3,447,537,1,436133.7
391,drone_0,551,938,1,431584.2
391,drone_1,1034,781,1,430950.2
391,dog_0,843,458,1,428203.9
391,dog_1,657,413,1,435489.1
391,dog_2,525,550,1,434762.6
391,dog_3,446,537,1,436103.7
392,drone_0,550,937,1,431541.8
392,drone_1,1035,780,1,430907.7
392,dog_0,842,459,1,428140.3
392,dog_1,658,414,1,435467.9
392,dog_2,526,551,1,434720.2
392,dog_3,446,536,1,436088.6
393,drone_0,549,936,1,431499.3
393,drone_1,1034,779,1,430865.3
393,dog_0,842,458,1,428095.2
393,dog_1,659,415,1,435425.5
393,dog_2,527,552,1,434677.8
393,dog_3,445,536,1,436058.6
394,drone_0,548,935,1,431456.9
394,drone_1,1033,778,1,430822.8
394,dog_0,841,457,1,428031.6
394,dog_1,660,416,1,435404.2
394,dog_2,527,553,1,434662.7
394,dog_3,444,536,1,436028.6
395,drone_0,547,934,1,431414.4
395,drone_1,1034,777,1,430780.4
395,dog_0,840,457,1,427986.5
395,dog_1,661,417,1,435383.0
395,dog_2,528,554,1,434620.3
395,dog_3,444,535,1,436013.6
396,drone_0,546,933,1,431372.0
396,drone_1,1033,776,1,430737.9
396,dog_0,839,458,1,427922.9
396,dog_1,661,418,1,435368.0
396,dog_2,528,555,1,434590.3
396,dog_3,443,535,1,435998.6
397,drone_0,545,932,1,431329.5
397,drone_1,1034,775,1,430695.5
397,dog_0,838,459,1,427859.2
397,dog_1,660,419,1,435346.8
397,dog_2,529,556,1,434539.3
397,dog_3,442,535,1,435983.6
398,drone_0,544,931,1,431287.1
398,drone_1,1033,774,1,430653.0
398,dog_0,838,460,1,427814.2
398,dog_1,660,420,1,435331.8
398,dog_2,529,557,1,434503.3
398,dog_3,441,535,1,435953.6
399,drone_0,543,930,1,431244.6
399,drone_1,1032,773,1,430610.6
399,dog_0,838,461,1,427769.1
399,dog_1,659,421,1,435310.6
399,dog_2,530,558,1,434460.9
399,dog_3,441,534,1,435938.6
400,drone_0,542,929,1,431202.2
400,drone_1,1033,772,1,430568.1
400,dog_0,837,462,1,427705.5
400,dog_1,658,421,1,435295.5
400,dog_2,530,559,1,434424.9
400,dog_3,440,534,1,435908.6
401,drone_0,541,928,1,431159.7
401,drone_1,1032,771,1,430525.7
401,dog_0,836,463,1,427684.3
401,dog_1,657,421,1,435280.5
401,dog_2,531,560,1,434382.4
401,dog_3,439,534,1,435878.5
402,drone_0,540,927,1,431117.3
402,drone_1,1033,770,1,430483.2
402,dog_0,835,463,1,427669.2
402,dog_1,656,421,1,435265.5
402,dog_2,531,561,1,434346.4
402,dog_3,438,534,1,435848.5
403,drone_0,539,926,1,431074.8
403,drone_1,1032,769,1,430440.8
403,dog_0,836,464,1,427648.0
403,dog_1,655,421,1,435235.5
403,dog_2,532,562,1,434303.9
403,dog_3,438,533,1,435833.5
404,drone_0,538,925,1,431032.4
404,drone_1,1031,768,1,430398.3
404,dog_0,835,465,1,427626.8
404,dog_1,654,420,1,435214.3
404,dog_2,532,563,1,434267.9
404,dog_3,437,533,1,435818.5
405,drone_0,537,924,1,430990.0
405,drone_1,1030,767,1,430355.9
405,dog_0,834,466,1,427584.3
405,dog_1,653,420,1,435184.3
405,dog_2,533,564,1,434246.7
405,dog_3,436,533,1,435803.5
406,drone_0,536,923,1,430947.5
406,drone_1,1031,766,1,430313.4
406,dog_0,833,467,1,427541.9
406,dog_1,652,419,1,435163.1
406,dog_2,533,565,1,434216.7
406,dog_3,436,532,1,435773.5
407,drone_0,535,922,1,430905.1
407,drone_1,1030,765,1,430271.0
407,dog_0,832,467,1,427526.9
407,dog_1,651,419,1,435148.0
407,dog_2,534,566,1,434195.5
407,dog_3,435,532,1,435743.5
408,drone_0,536,921,1,430862.6
408,drone_1,1029,764,1,430228.5
408,dog_0,831,467,1,427511.9
408,dog_1,650,419,1,435133.0
408,dog_2,534,567,1,434180.5
408,dog_3,435,531,1,435728.5
409,drone_0,537,920,1,430820.2
409,drone_1,1028,763,1,430186.1
409,dog_0,830,467,1,427496.9
409,dog_1,649,420,1,435090.6
409,dog_2,534,568,1,434150.4
409,dog_3,434,531,1,435698.4
410,drone_0,538,919,1,430777.7
410,drone_1,1027,762,1,430143.6
410,dog_0,829,468,1,427433.2
410,dog_1,648,421,1,435069.4
410,dog_2,534,569,1,434135.4
410,dog_3,434,530,1,435683.4
411,drone_0,537,919,1,430747.7
411,drone_1,1026,761,1,430101.2
411,dog_0,828,469,1,427369.5
411,dog_1,647,422,1,435005.7
411,dog_2,534,570,1,434120.4
411,dog_3,433,530,1,435653.4
412,drone_0,538,918,1,430705.2
412,drone_1,1025,760,1,430058.7
412,dog_0,827,470,1,427305.9
412,dog_1,646,423,1,434942.0
412,dog_2,534,571,1,434105.4
412,dog_3,433,529,1,435638.4
413,drone_0,538,917,1,430675.2
413,drone_1,1025,759,1,430028.7
413,dog_0,827,471,1,427260.8
413,dog_1,647,424,1,434878.3
413,dog_2,534,572,1,434069.4
413,dog_3,432,529,1,435608.4
414,drone_0,538,916,1,430645.2
414,drone_1,1024,758,1,429986.3
414,dog_0,827,472,1,427215.8
414,dog_1,646,425,1,434814.7
414,dog_2,534,573,1,434054.4
414,dog_3,432,528,1,435593.4
415,drone_0,539,915,1,430602.8
415,drone_1,1023,757,1,429943.8
415,dog_0,827,473,1,427170.8
415,dog_1,645,426,1,434751.0
415,dog_2,534,574,1,434039.4
415,dog_3,432,527,1,435563.4
416,drone_0,540,914,1,430560.3
416,drone_1,1022,756,1,429901.4
416,dog_0,828,474,1,427107.1
416,dog_1,645,427,1,434706.0
416,dog_2,534,575,1,434009.4
416,dog_3,431,527,1,435548.4
417,drone_0,541,913,1,430517.9
417,drone_1,1021,755,1,429858.9
417,dog_0,828,475,1,427062.1
417,dog_1,645,428,1,434661.0
417,dog_2,534,576,1,433994.4
417,dog_3,431,526,1,435518.4
418,drone_0,542,912,1,430475.4
418,drone_1,1020,754,1,429816.5
418,dog_0,827,476,1,426998.4
418,dog_1,646,429,1,434597.3
418,dog_2,534,577,1,433964.3
418,dog_3,431,525,1,435503.3
419,drone_0,543,911,1,430433.0
419,drone_1,1019,753,1,429774.0
419,dog_0,826,477,1,426934.7
419,dog_1,647,430,1,434533.6
419,dog_2,534,578,1,433928.3
419,dog_3,430,525,1,435473.3
420,drone_0,543,910,1,430403.0
420,drone_1,1018,752,1,429731.6
420,dog_0,825,478,1,426913.5
420,dog_1,647,431,1,434488.6
420,dog_2,534,579,1,433898.3
420,dog_3,430,524,1,435458.3
421,drone_0,544,909,1,430360.5
421,drone_1,1017,751,1,429689.1
421,dog_0,825,479,1,426898.5
421,dog_1,647,432,1,434443.6
421,dog_2,534,580,1,433862.3
421,dog_3,430,523,1,435428.3
422,drone_0,543,909,1,430330.5
422,drone_1,1016,750,1,429646.7
422,dog_0,824,480,1,426877.3
422,dog_1,647,433,1,434398.5
422,dog_2,534,581,1,433832.3
422,dog_3,429,523,1,435398.3
423,drone_0,544,908,1,430288.0
423,drone_1,1015,749,1,429604.2
423,dog_0,823,481,1,426834.8
423,dog_1,647,434,1,434353.5
423,dog_2,534,582,1,433817.3
423,dog_3,429,522,1,435383.3
424,drone_0,545,907,1,430245.6
424,drone_1,1014,748,1,429561.8
424,dog_0,822,481,1,426819.8
424,dog_1,647,435,1,434308.5
424,dog_2,534,583,1,433802.3
424,dog_3,429,521,1,435353.3
425,drone_0,544,907,1,430215.6
425,drone_1,1013,747,1,429519.3
425,dog_0,821,482,1,426777.4
425,dog_1,646,436,1,434244.8
425,dog_2,534,584,1,433772.2
425,dog_3,428,521,1,435323.3
426,drone_0,545,906,1,430173.1
426,drone_1,1012,746,1,429476.9
426,dog_0,820,483,1,426756.2
426,dog_1,645,437,1,434181.1
426,dog_2,534,585,1,433757.2
426,dog_3,428,520,1,435293.2
427,drone_0,546,907,1,430130.7
427,drone_1,1011,745,1,429434.4
427,dog_0,819,484,1,426713.7
427,dog_1,645,438,1,434136.1
427,dog_2,534,586,1,433727.2
427,dog_3,428,519,1,435278.2
428,drone_0,547,907,1,430100.7
428,drone_1,1010,744,1,429392.0
428,dog_0,818,484,1,426683.7
428,dog_1,644,439,1,434072.5
428,dog_2,534,587,1,433697.2
428,dog_3,428,518,1,435248.2
429,drone_0,548,907,1,430070.7
429,drone_1,1009,743,1,429349.5
429,dog_0,817,484,1,426653.7
429,dog_1,643,440,1,434008.8
429,dog_2,534,588,1,433667.2
429,dog_3,427,518,1,435218.2
430,drone_0,549,906,1,430028.2
430,drone_1,1010,743,1,429319.5
430,dog_0,816,484,1,426638.7
430,dog_1,642,440,1,433963.8
430,dog_2,534,589,1,433637.2
430,dog_3,427,517,1,435203.2
431,drone_0,550,905,1,429985.8
431,drone_1,1011,744,1,429277.1
431,dog_0,815,484,1,426623.7
431,dog_1,641,441,1,433900.1
431,dog_2,534,590,1,433607.2
431,dog_3,427,516,1,435173.2
432,drone_0,550,904,1,429955.7
432,drone_1,1012,745,1,429234.6
432,dog_0,814,485,1,426581.2
432,dog_1,640,442,1,433836.4
432,dog_2,534,591,1,433577.1
432,dog_3,426,516,1,435158.2
433,drone_0,551,903,1,429913.3
433,drone_1,1013,746,1,429192.2
433,dog_0,813,485,1,426551.2
433,dog_1,640,443,1,433791.4
433,dog_2,534,592,1,433562.1
433,dog_3,426,515,1,435128.1
434,drone_0,552,902,1,429870.8
434,drone_1,1014,747,1,429149.7
434,dog_0,812,485,1,426521.2
434,dog_1,640,444,1,433746.4
434,dog_2,534,593,1,433547.1
434,dog_3,426,514,1,435098.1
435,drone_0,553,901,1,429828.4
435,drone_1,1013,748,1,429107.3
435,dog_0,811,486,1,426478.7
435,dog_1,641,445,1,433682.7
435,dog_2,534,594,1,433517.1
435,dog_3,425,514,1,435068.1
436,drone_0,554,900,1,429785.9
436,drone_1,1014,749,1,429064.8
436,dog_0,810,487,1,426415.1
436,dog_1,641,446,1,433637.7
436,dog_2,534,595,1,433502.1
436,dog_3,425,513,1,435053.1
437,drone_0,553,899,1,429743.5
437,drone_1,1015,748,1,429022.4
437,dog_0,809,488,1,426351.4
437,dog_1,641,447,1,433592.6
437,dog_2,535,596,1,433459.7
437,dog_3,425,512,1,435023.1
438,drone_0,552,898,1,429701.0
438,drone_1,1016,749,1,428979.9
438,dog_0,808,489,1,426330.2
438,dog_1,642,448,1,433529.0
438,dog_2,535,597,1,433444.6
438,dog_3,424,512,1,435008.1
439,drone_0,553,897,1,429658.6
439,drone_1,1017,750,1,428937.5
439,dog_0,807,490,1,426308.9
439,dog_1,642,449,1,433483.9
439,dog_2,536,598,1,433402.2
439,dog_3,424,511,1,434993.1
440,drone_0,552,896,1,429616.2
440,drone_1,1018,751,1,428895.0
440,dog_0,806,491,1,426287.7
440,dog_1,643,450,1,433420.3
440,dog_2,536,599,1,433387.2
440,dog_3,424,510,1,434978.1
441,drone_0,553,895,1,429573.7
441,drone_1,1019,752,1,428852.6
441,dog_0,805,492,1,426266.5
441,dog_1,643,451,1,433375.3
441,dog_2,537,600,1,433344.7
441,dog_3,424,509,1,434963.1
442,drone_0,552,894,1,429531.3
442,drone_1,1020,753,1,428810.2
442,dog_0,805,493,1,426251.5
442,dog_1,644,452,1,433311.6
442,dog_2,537,601,1,433329.7
442,dog_3,424,508,1,434948.1
443,drone_0,551,893,1,429488.8
443,drone_1,1021,754,1,428767.7
443,dog_0,805,494,1,426236.5
443,dog_1,644,453,1,433266.6
443,dog_2,538,602,1,433278.8
443,dog_3,424,507,1,434933.0
444,drone_0,550,892,1,429446.4
444,drone_1,1022,755,1,428725.3
444,dog_0,804,495,1,426215.3
444,dog_1,644,454,1,433221.5
444,dog_2,538,603,1,433263.8
444,dog_3,424,506,1,434903.0
445,drone_0,549,891,1,429403.9
445,drone_1,1023,756,1,428682.8
445,dog_0,803,495,1,426200.2
445,dog_1,645,455,1,433157.9
445,dog_2,539,604,1,433221.3
445,dog_3,425,505,1,434860.6
446,drone_0,550,890,1,429361.5
446,drone_1,1024,757,1,428640.4
446,dog_0,802,495,1,426185.2
446,dog_1,645,456,1,433142.9
446,dog_2,539,605,1,433206.3
446,dog_3,425,504,1,434830.6
447,drone_0,549,889,1,429319.0
447,drone_1,1025,758,1,428597.9
447,dog_0,801,496,1,426142.8
447,dog_1,646,457,1,433121.6
447,dog_2,540,606,1,433185.1
447,dog_3,426,503,1,434788.1
448,drone_0,550,888,1,429276.6
448,drone_1,1026,757,1,428555.5
448,dog_0,800,496,1,426112.8
448,dog_1,647,458,1,433100.4
448,dog_2,540,607,1,433170.1
448,dog_3,427,502,1,434745.7
449,drone_0,551,887,1,429234.1
449,drone_1,1025,757,1,428525.4
449,dog_0,799,497,1,426070.3
449,dog_1,648,459,1,433058.0
449,dog_2,541,608,1,433148.9
449,dog_3,428,501,1,434703.2
450,drone_0,552,886,1,429191.7
450,drone_1,1024,758,1,428483.0
450,dog_0,798,498,1,426049.1
450,dog_1,647,460,1,433036.7
450,dog_2,541,609,1,433133.9
450,dog_3,429,500,1,434660.8
451,drone_0,552,885,1,429161.7
451,drone_1,1023,759,1,428440.5
451,dog_0,797,499,1,426027.9
451,dog_1,647,461,1,433021.7
451,dog_2,542,610,1,433091.4
451,dog_3,430,500,1,434630.8
452,drone_0,553,884,1,429119.2
452,drone_1,1022,760,1,428398.1
452,dog_0,797,500,1,425997.9
452,dog_1,648,462,1,433000.5
452,dog_2,542,611,1,433076.4
452,dog_3,431,499,1,434588.3
453,drone_0,552,883,1,429076.8
453,drone_1,1021,759,1,428355.7
453,dog_0,796,501,1,425976.6
453,dog_1,649,463,1,432958.1
453,dog_2,543,612,1,433025.5
453,dog_3,432,499,1,434573.3
454,drone_0,553,882,1,429034.3
454,drone_1,1020,759,1,428325.6
454,dog_0,795,502,1,425934.2
454,dog_1,649,464,1,432943.0
454,dog_2,544,613,1,432983.0
454,dog_3,433,499,1,434543.3
455,drone_0,554,881,1,428991.9
455,drone_1,1019,758,1,428283.2
455,dog_0,794,503,1,425891.7
455,dog_1,648,465,1,432900.6
455,dog_2,544,614,1,432947.0
455,dog_3,434,499,1,434513.3
456,drone_0,555,880,1,428949.4
456,drone_1,1018,757,1,428240.7
456,dog_0,793,504,1,425828.1
456,dog_1,647,466,1,432879.4
456,dog_2,545,615,1,432896.1
456,dog_3,435,498,1,434492.0
457,drone_0,554,880,1,428919.4
457,drone_1,1017,756,1,428198.3
457,dog_0,792,505,1,425764.4
457,dog_1,646,467,1,432858.1
457,dog_2,546,616,1,432845.1
457,dog_3,436,498,1,434477.0
458,drone_0,553,879,1,428876.9
458,drone_1,1016,755,1,428155.8
458,dog_0,791,506,1,425700.7
458,dog_1,645,468,1,432836.9
458,dog_2,547,617,1,432802.7
458,dog_3,437,498,1,434462.0
459,drone_0,552,880,1,428834.5
459,drone_1,1015,754,1,428113.4
459,dog_0,790,507,1,425637.1
459,dog_1,644,469,1,432815.7
459,dog_2,548,617,1,432787.7
459,dog_3,438,498,1,434447.0
460,drone_0,551,881,1,428792.1
460,drone_1,1014,753,1,428070.9
460,dog_0,789,507,1,425592.0
460,dog_1,643,470,1,432794.5
460,dog_2,549,618,1,432766.4
460,dog_3,439,498,1,434417.0
461,drone_0,552,882,1,428749.6
461,drone_1,1014,754,1,428040.9
461,dog_0,788,507,1,425547.0
461,dog_1,643,471,1,432779.5
461,dog_2,550,619,1,432724.0
461,dog_3,440,498,1,434381.0
462,drone_0,551,883,1,428707.2
462,drone_1,1013,755,1,427998.5
462,dog_0,787,508,1,425483.3
462,dog_1,642,472,1,432758.2
462,dog_2,551,619,1,432709.0
462,dog_3,441,499,1,434359.8
463,drone_0,550,884,1,428664.7
463,drone_1,1012,756,1,427956.0
463,dog_0,786,508,1,425438.3
463,dog_1,641,473,1,432737.0
463,dog_2,550,619,1,432679.0
463,dog_3,442,499,1,434323.7
464,drone_0,550,885,1,428634.7
464,drone_1,1012,755,1,427926.0
464,dog_0,785,508,1,425393.3
464,dog_1,640,474,1,432715.8
464,dog_2,550,618,1,432643.0
464,dog_3,443,500,1,434281.3
465,drone_0,551,884,1,428592.2
465,drone_1,1011,756,1,427883.6
465,dog_0,784,509,1,425329.6
465,dog_1,640,475,1,432700.8
465,dog_2,549,618,1,432627.9
465,dog_3,444,501,1,434238.9
466,drone_0,550,885,1,428549.8
466,drone_1,1010,755,1,427841.1
466,dog_0,783,510,1,425265.9
466,dog_1,641,476,1,432679.6
466,dog_2,549,617,1,432612.9
466,dog_3,445,502,1,434217.6
467,drone_0,549,886,1,428507.3
467,drone_1,1009,754,1,427798.7
467,dog_0,782,511,1,425202.3
467,dog_1,641,477,1,432664.6
467,dog_2,548,617,1,432597.9
467,dog_3,446,503,1,434196.4
468,drone_0,548,887,1,428464.9
468,drone_1,1008,754,1,427768.7
468,dog_0,781,512,1,425138.6
468,dog_1,641,478,1,432649.5
468,dog_2,547,616,1,432555.5
468,dog_3,447,504,1,434175.2
469,drone_0,547,886,1,428422.4
469,drone_1,1007,754,1,427738.6
469,dog_0,781,513,1,425093.6
469,dog_1,641,479,1,432619.5
469,dog_2,546,615,1,432513.0
469,dog_3,447,505,1,434160.2
470,drone_0,547,887,1,428392.4
470,drone_1,1006,754,1,427708.6
470,dog_0,780,514,1,425029.9
470,dog_1,640,480,1,432598.3
470,dog_2,545,615,1,432477.0
470,dog_3,447,506,1,434130.2
471,drone_0,548,888,1,428350.0
471,drone_1,1005,753,1,427666.2
471,dog_0,779,514,1,424984.9
471,dog_1,639,481,1,432577.1
471,dog_2,544,615,1,432447.0
471,dog_3,448,507,1,434087.7
472,drone_0,547,889,1,428307.5
472,drone_1,1004,752,1,427623.7
472,dog_0,778,514,1,424939.9
472,dog_1,638,482,1,432534.6
472,dog_2,544,614,1,432411.0
472,dog_3,448,508,1,434057.7
473,drone_0,548,890,1,428265.1
473,drone_1,1003,751,1,427581.3
473,dog_0,777,513,1,424876.2
473,dog_1,637,482,1,432519.6
473,dog_2,543,613,1,432368.5
473,dog_3,448,509,1,434042.7
474,drone_0,549,890,1,428235.1
474,drone_1,1004,750,1,427538.8
474,dog_0,776,514,1,424812.5
474,dog_1,636,483,1,432477.2
474,dog_2,542,612,1,432326.1
474,dog_3,449,510,1,434000.2
475,drone_0,548,891,1,428192.6
475,drone_1,1003,749,1,427496.4
475,dog_0,775,515,1,424748.8
475,dog_1,635,484,1,432456.0
475,dog_2,542,611,1,432311.1
475,dog_3,449,511,1,433970.2
