total_cells,explored_cells,coverage_ratio,overlap_cells,overlap_ratio,probability_covered,probability_total,probability_coverage_ratio,per_agent_explored,total_timesteps,paths_lengths_m,budget_consumed_m,effective_cells,redundant_visits,efficiency_ratio,time_to_first_victim,info_propagation_latency,coverage_gini,cluster_ratio,mean_pair_distance_cells,scenario,presence_weight,seed,elapsed_s
45582,21446,0.47049273836163397,25023,0.5384880242742474,0.1905174395179472,0.20381112396717072,0.9347744902708803,"{'drone_0': 8340, 'drone_1': 9861, 'drone_2': 10210, 'drone_3': 9191, 'drone_4': 8867}",6935,"{'drone_0': 249987.79146016217, 'drone_1': 249971.6534191112, 'drone_2': 249991.16424057324, 'drone_3': 249970.21393629842, 'drone_4': 249977.86092017643}","{'drone_0': np.float64(249987.79146019332), 'drone_1': np.float64(249971.65341906788), 'drone_2': np.float64(249991.1642405913), 'drone_3': np.float64(249970.21393631652), 'drone_4': np.float64(249977.86092022146)}",21446,25023,0.46151197572575264,,3248.892400907914,0.5164760252150711,0.0,81.24007727975271,maigmo_5d_250k,0.0,42,11.348394100001315
45582,23409,0.5135579834145058,24808,0.514507331439119,0.1964100102721602,0.20381112396717072,0.963686409500383,"{'drone_0': 7985, 'drone_1': 10824, 'drone_2': 10193, 'drone_3': 10412, 'drone_4': 8803}",7077,"{'drone_0': 249998.60563292945, 'drone_1': 249999.82147138915, 'drone_2': 249984.9376159996, 'drone_3': 249995.78858153522, 'drone_4': 249980.64966025445}","{'drone_0': np.float64(249998.60563298804), 'drone_1': np.float64(249999.82147142742), 'drone_2': np.float64(249984.93761600403), 'drone_3': np.float64(249995.78858156753), 'drone_4': np.float64(249980.6496602734)}",23409,24808,0.485492668560881,,3610.50488092004,0.49546688004901074,0.0025046382189239332,83.57376314162029,maigmo_5d_250k,0.01,42,11.65608680000878
45582,19520,0.4282392172348734,27503,0.5848839929396253,0.1784624716995893,0.20381112396717072,0.8756267480686456,"{'drone_0': 10732, 'drone_1': 7929, 'drone_2': 9095, 'drone_3': 10672, 'drone_4': 8595}",6973,"{'drone_0': 249989.04823112345, 'drone_1': 249996.75105011417, 'drone_2': 249971.59132351808, 'drone_3': 249975.84406155004, 'drone_4': 249999.5873665499}","{'drone_0': np.float64(249989.0482311184), 'drone_1': np.float64(249996.75105015666), 'drone_2': np.float64(249971.59132354698), 'drone_3': np.float64(249975.84406156105), 'drone_4': np.float64(249999.58736654383)}",19520,27503,0.4151160070603747,,3419.3727625094953,0.5022494433988534,0.0,89.59825424535788,maigmo_5d_250k,0.0,1,9.968830899975728
45582,20847,0.4573515861524286,32163,0.6067345783814375,0.18526130028665477,0.20381112396717072,0.9089852245576945,"{'drone_0': 10121, 'drone_1': 11232, 'drone_2': 11037, 'drone_3': 11287, 'drone_4': 9333}",6789,"{'drone_0': 249992.20536349626, 'drone_1': 249990.4528191235, 'drone_2': 249991.9104962538, 'drone_3': 249972.50952803006, 'drone_4': 249994.16565990515}","{'drone_0': np.float64(249992.20536350625), 'drone_1': np.float64(249990.45281914558), 'drone_2': np.float64(249991.91049625273), 'drone_3': np.float64(249972.50952805637), 'drone_4': np.float64(249994.1656599492)}",20847,32163,0.39326542161856254,,3326.442174937737,0.4367946418821036,0.0,89.61250999840026,maigmo_5d_250k,0.01,1,11.699810499994783
45582,21999,0.48262472028432274,28999,0.5686301423585238,0.18802055794489547,0.20381112396717072,0.9225235320088871,"{'drone_0': 10836, 'drone_1': 9801, 'drone_2': 9889, 'drone_3': 9118, 'drone_4': 11354}",6883,"{'drone_0': 249991.1255497117, 'drone_1': 249995.42978118735, 'drone_2': 249969.69863538365, 'drone_3': 249977.40941079854, 'drone_4': 249969.3092215451}","{'drone_0': np.float64(249991.12554973725), 'drone_1': np.float64(249995.42978119265), 'drone_2': np.float64(249969.69863538066), 'drone_3': np.float64(249977.40941082675), 'drone_4': np.float64(249969.3092215362)}",21999,28999,0.4313698576414761,,3293.0254287304183,0.44437752493243776,0.0002542103590721322,84.56010486177311,maigmo_5d_250k,0.0,7,13.728429699986009
45582,21023,0.4612127594225791,31696,0.6012253646692843,0.1772959896971713,0.20381112396717072,0.8699034000015112,"{'drone_0': 10288, 'drone_1': 10792, 'drone_2': 10986, 'drone_3': 10187, 'drone_4': 10466}",6653,"{'drone_0': 249997.44672086547, 'drone_1': 249975.59156027788, 'drone_2': 249972.46498087034, 'drone_3': 249962.57601937096, 'drone_4': 249994.96375257813}","{'drone_0': np.float64(249997.446720903), 'drone_1': np.float64(249975.59156031907), 'drone_2': np.float64(249972.46498089423), 'drone_3': np.float64(249962.57601938033), 'drone_4': np.float64(249994.9637526185)}",21023,31696,0.39877463533071567,,3371.845800111904,0.44290230786249496,0.0,82.64051216796564,maigmo_5d_250k,0.01,7,10.976649199990788
45582,21093,0.4627484533368435,24023,0.5324718503413424,0.19153739003675696,0.20381112396717072,0.9397788810958583,"{'drone_0': 9023, 'drone_1': 9894, 'drone_2': 8399, 'drone_3': 8493, 'drone_4': 9307}",6957,"{'drone_0': 249990.8917678421, 'drone_1': 249991.0101025964, 'drone_2': 249989.39525837672, 'drone_3': 249993.29266911646, 'drone_4': 249981.55990840128}","{'drone_0': np.float64(249990.89176788024), 'drone_1': np.float64(249991.01010262125), 'drone_2': np.float64(249989.39525837416), 'drone_3': np.float64(249993.2926691508), 'drone_4': np.float64(249981.5599083797)}",21093,24023,0.4675281496586577,,3344.240062339223,0.5340350314710705,0.0,84.22424973608807,maigmo_5d_250k,0.0,100,12.382555999996839
45582,21094,0.462770391821333,29875,0.5861405952637878,0.18480420644627316,0.20381112396717072,0.9067424920145225,"{'drone_0': 9659, 'drone_1': 10224, 'drone_2': 9925, 'drone_3': 11437, 'drone_4': 9724}",6743,"{'drone_0': 249998.76641476544, 'drone_1': 249986.1046864814, 'drone_2': 249970.07734675595, 'drone_3': 249972.8139267838, 'drone_4': 249972.8622095746}","{'drone_0': np.float64(249998.76641480374), 'drone_1': np.float64(249986.10468652734), 'drone_2': np.float64(249970.07734673747), 'drone_3': np.float64(249972.8139267979), 'drone_4': np.float64(249972.86220959856)}",21094,29875,0.4138594047362122,,3449.4663818533213,0.4620864093144641,0.0,76.34160711449897,maigmo_5d_250k,0.01,100,13.294763000012608
45582,19053,0.4179939449782809,26281,0.5797194158909428,0.1761436930308662,0.20381112396717072,0.8642496523361447,"{'drone_0': 8291, 'drone_1': 9315, 'drone_2': 9069, 'drone_3': 8762, 'drone_4': 9897}",7021,"{'drone_0': 249976.47012431195, 'drone_1': 249960.42511522872, 'drone_2': 249986.35238146826, 'drone_3': 249976.15324597727, 'drone_4': 249959.4764387594}","{'drone_0': np.float64(249976.47012433), 'drone_1': np.float64(249960.42511520564), 'drone_2': np.float64(249986.3523815129), 'drone_3': np.float64(249976.153245988), 'drone_4': np.float64(249959.4764387614)}",19053,26281,0.4202805841090572,,3586.5173683088906,0.5360230335797602,9.125475285171103e-05,80.28655513307984,maigmo_5d_250k,0.0,999,10.992015299998457
45582,22657,0.4970602430784081,28622,0.5581622106515338,0.1936564098683391,0.20381112396717072,0.9501758593879924,"{'drone_0': 10708, 'drone_1': 10779, 'drone_2': 10544, 'drone_3': 9024, 'drone_4': 10224}",6832,"{'drone_0': 249983.94307985154, 'drone_1': 249982.01838455966, 'drone_2': 249986.34890837574, 'drone_3': 249980.0851473811, 'drone_4': 249972.8860582094}","{'drone_0': np.float64(249983.9430798401), 'drone_1': np.float64(249982.01838460594), 'drone_2': np.float64(249986.3489083717), 'drone_3': np.float64(249980.0851474534), 'drone_4': np.float64(249972.88605825332)}",22657,28622,0.44183778934846624,,3363.4092575618697,0.4512812887484712,0.0,84.68845061533607,maigmo_5d_250k,0.01,999,11.885571499995422
