Scenario,Group,Environment,Climate,Radius_km,Budget_m,Algorithm,n_agents,Kill_fraction,N_agents_killed,Steps_completed,Seed,Victims_pct,Area_km2,Coverage_ratio,Prob_covered_ratio,Overlap_ratio,Efficiency_ratio,Likelihood,Path_km,Elapsed_s
31,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.6,3,15000,42,29.0,32.33,0.0,0.0,0.0,0.0,0.317078,494.24,1.2
31,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.0,0,7535,123,52.5,28.98,0.0389,0.5459,0.3403,0.6597,0.5566110014915466,1144.58,138.8
31,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.0,0,15000,123,35.0,23.84,0.0,0.0,0.0,0.0,0.442629,1029.66,9.2
31,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.0,0,15000,123,48.5,67.41,0.0,0.0,0.0,0.0,0.521519,1029.66,1.1
31,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.2,1,7435,123,45.0,24.17,0.0307,0.4953,0.3338,0.6662,0.5084789991378784,1002.2,138.4
31,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.2,1,15000,123,26.0,18.16,0.0,0.0,0.0,0.0,0.334345,851.19,9.4
31,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.2,1,15000,123,42.5,55.77,0.0,0.0,0.0,0.0,0.459668,851.19,1.2
31,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.4,2,7716,123,43.0,22.05,0.0265,0.4648,0.3235,0.6765,0.4849970042705536,878.75,146.7
31,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.4,2,15000,123,25.5,15.35,0.0,0.0,0.0,0.0,0.281866,672.71,9.2
31,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.4,2,15000,123,37.5,44.05,0.0,0.0,0.0,0.0,0.404841,672.71,1.2
31,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.6,3,7660,123,41.5,18.83,0.0193,0.4415,0.2944,0.7056,0.466746985912323,743.99,149.4
31,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.6,3,15000,123,20.0,9.39,0.0,0.0,0.0,0.0,0.248392,494.24,9.3
31,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.6,3,15000,123,27.0,32.33,0.0,0.0,0.0,0.0,0.317078,494.24,1.3
31,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.0,0,7656,456,48.5,28.86,0.0376,0.5469,0.3688,0.6312,0.5564200282096863,1145.35,140.7
31,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.0,0,15000,456,32.0,23.37,0.0,0.0,0.0,0.0,0.387484,1029.66,9.1
31,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.0,0,15000,456,48.5,67.41,0.0,0.0,0.0,0.0,0.521519,1029.66,1.2
31,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.2,1,7481,456,46.0,25.62,0.032,0.521,0.334,0.666,0.527072012424469,1008.59,143.2
31,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.2,1,15000,456,30.5,19.79,0.0,0.0,0.0,0.0,0.365497,851.19,9.3
31,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.2,1,15000,456,46.0,55.77,0.0,0.0,0.0,0.0,0.459668,851.19,1.2
31,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.4,2,7780,456,45.5,22.34,0.0259,0.506,0.3238,0.6762,0.5214660167694092,894.36,148.6
31,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.4,2,15000,456,38.0,18.72,0.0,0.0,0.0,0.0,0.413721,672.71,9.1
31,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.4,2,15000,456,40.5,44.05,0.0,0.0,0.0,0.0,0.404841,672.71,1.2
31,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.6,3,7681,456,41.0,18.48,0.0192,0.4354,0.2979,0.7021,0.45246100425720215,752.21,150.4
31,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.6,3,15000,456,21.5,10.34,0.0,0.0,0.0,0.0,0.25944,494.24,9.1
31,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.6,3,15000,456,30.0,32.33,0.0,0.0,0.0,0.0,0.317078,494.24,1.2
35,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.0,0,6249,42,29.0,25.27,0.0347,0.2964,0.1105,0.8895,0.3149830102920532,1043.54,160.3
35,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.0,0,15000,42,33.5,26.7,0.0,0.0,0.0,0.0,0.392327,1029.66,9.2
35,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.0,0,15000,42,53.0,67.41,0.0,0.0,0.0,0.0,0.526934,1029.66,1.2
35,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.2,1,6210,42,27.5,24.55,0.0337,0.2777,0.1488,0.8512,0.293487012386322,917.15,128.5
35,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.2,1,15000,42,34.5,22.63,0.0,0.0,0.0,0.0,0.394441,851.19,9.1
35,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.2,1,15000,42,46.5,55.77,0.0,0.0,0.0,0.0,0.5049,851.19,1.1
35,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.4,2,6256,42,22.5,20.83,0.0278,0.2192,0.0884,0.9116,0.2375440001487732,792.93,117.8
35,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.4,2,15000,42,34.5,22.6,0.0,0.0,0.0,0.0,0.436841,672.71,9.1
35,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.4,2,15000,42,35.0,44.05,0.0,0.0,0.0,0.0,0.396421,672.71,1.1
35,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.6,3,6238,42,20.0,19.4,0.0254,0.193,0.0941,0.9059,0.21344299614429474,669.08,108.0
35,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.6,3,15000,42,17.0,10.97,0.0,0.0,0.0,0.0,0.194974,494.24,9.3
35,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.6,3,15000,42,25.0,32.33,0.0,0.0,0.0,0.0,0.29481,494.24,1.2
35,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.0,0,6189,123,31.5,26.15,0.0366,0.289,0.1697,0.8303,0.3020919859409332,1037.73,137.3
35,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.0,0,15000,123,47.5,29.81,0.0,0.0,0.0,0.0,0.493027,1029.66,9.0
35,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.0,0,15000,123,52.5,67.41,0.0,0.0,0.0,0.0,0.526934,1029.66,1.1
35,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.2,1,6184,123,28.0,24.98,0.0344,0.2729,0.164,0.836,0.286994993686676,913.5,117.4
35,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.2,1,15000,123,36.5,21.44,0.0,0.0,0.0,0.0,0.368797,851.19,9.1
35,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.2,1,15000,123,50.5,55.77,0.0,0.0,0.0,0.0,0.5049,851.19,1.2
35,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.4,2,6194,123,25.0,21.13,0.0285,0.2342,0.1011,0.8989,0.24803100526332855,788.5,112.9
35,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.4,2,15000,123,33.0,21.83,0.0,0.0,0.0,0.0,0.403161,672.71,9.8
35,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.4,2,15000,123,37.0,44.05,0.0,0.0,0.0,0.0,0.396421,672.71,1.2
35,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.6,3,6168,123,20.5,17.43,0.0231,0.1793,0.1244,0.8756,0.1925940066576004,667.46,107.4
35,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.6,3,15000,123,26.5,12.14,0.0,0.0,0.0,0.0,0.261508,494.24,9.7
35,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.6,3,15000,123,30.0,32.33,0.0,0.0,0.0,0.0,0.29481,494.24,1.3
35,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.0,0,6197,456,23.5,22.15,0.0305,0.2906,0.1511,0.8489,0.30078598856925964,1041.93,160.6
35,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.0,0,15000,456,28.0,27.29,0.0,0.0,0.0,0.0,0.420414,1029.66,9.6
35,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.0,0,15000,456,50.0,67.41,0.0,0.0,0.0,0.0,0.526934,1029.66,1.2
35,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.2,1,6197,456,23.5,21.29,0.0291,0.2727,0.1559,0.8441,0.28327399492263794,911.99,140.3
35,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.2,1,15000,456,35.5,30.25,0.0,0.0,0.0,0.0,0.429041,851.19,9.2
35,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.2,1,15000,456,48.0,55.77,0.0,0.0,0.0,0.0,0.5049,851.19,1.1
35,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.4,2,6209,456,21.0,19.23,0.0259,0.2346,0.1259,0.8741,0.24437600374221802,789.8,127.5
35,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.4,2,15000,456,20.5,19.0,0.0,0.0,0.0,0.0,0.323797,672.71,9.0
35,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.4,2,15000,456,39.0,44.05,0.0,0.0,0.0,0.0,0.396421,672.71,1.2
35,flat_dry,flat,dry,13.1,205932.0,Swarm_3D2P,5,0.6,3,6296,456,14.5,17.54,0.023,0.1932,0.1074,0.8926,0.2075899988412857,666.32,116.3
35,flat_dry,flat,dry,13.1,205932.0,Greedy,5,0.6,3,15000,456,14.5,11.23,0.0,0.0,0.0,0.0,0.238338,494.24,9.2
35,flat_dry,flat,dry,13.1,205932.0,Pizza,5,0.6,3,15000,456,27.0,32.33,0.0,0.0,0.0,0.0,0.29481,494.24,1.2
46,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.0,0,11761,42,29.5,45.58,0.0291,0.3192,0.3905,0.6095,0.3229660093784332,2224.31,571.1
46,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.0,0,15000,42,30.0,55.72,0.0,0.0,0.0,0.0,0.33972,2234.94,19.8
46,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.0,0,15000,42,39.5,146.89,0.0,0.0,0.0,0.0,0.487628,2234.94,2.7
46,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.2,1,14053,42,26.0,44.27,0.0281,0.3062,0.2118,0.7882,0.30949899554252625,1840.7,632.4
46,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.2,1,15000,42,24.5,38.83,0.0,0.0,0.0,0.0,0.27944,1847.55,19.8
46,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.2,1,15000,42,35.0,121.5,0.0,0.0,0.0,0.0,0.426794,1847.55,2.6
46,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.4,2,14466,42,24.0,36.46,0.0217,0.2398,0.1462,0.8538,0.2515619993209839,1487.24,629.6
46,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.4,2,15000,42,21.0,39.85,0.0,0.0,0.0,0.0,0.241533,1460.16,19.6
46,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.4,2,15000,42,30.5,95.98,0.0,0.0,0.0,0.0,0.357235,1460.16,2.7
46,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.6,3,14235,42,12.0,19.18,0.0102,0.1264,0.1725,0.8275,0.13587899506092072,1123.88,638.3
46,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.6,3,15000,42,14.5,23.72,0.0,0.0,0.0,0.0,0.178986,1072.77,19.8
46,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.6,3,15000,42,24.5,70.47,0.0,0.0,0.0,0.0,0.293782,1072.77,2.7
46,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.0,0,14848,123,28.0,49.39,0.0325,0.3407,0.3089,0.6911,0.342399001121521,2232.15,707.6
46,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.0,0,15000,123,26.5,52.62,0.0,0.0,0.0,0.0,0.328348,2234.94,19.5
46,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.0,0,15000,123,40.0,146.89,0.0,0.0,0.0,0.0,0.487628,2234.94,2.6
46,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.2,1,13430,123,27.0,47.99,0.0311,0.3244,0.1732,0.8268,0.3249959945678711,1803.83,583.2
46,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.2,1,15000,123,23.0,43.43,0.0,0.0,0.0,0.0,0.286034,1847.55,19.8
46,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.2,1,15000,123,33.0,121.5,0.0,0.0,0.0,0.0,0.426794,1847.55,2.6
46,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.4,2,13326,123,20.5,35.83,0.0214,0.2434,0.1858,0.8142,0.25336501002311707,1483.23,546.8
46,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.4,2,15000,123,22.5,44.17,0.0,0.0,0.0,0.0,0.29756,1460.16,19.6
46,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.4,2,15000,123,27.0,95.98,0.0,0.0,0.0,0.0,0.357235,1460.16,2.7
46,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.6,3,15000,123,9.5,19.43,0.0106,0.1225,0.1277,0.8723,0.13270099461078644,1173.38,601.6
46,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.6,3,15000,123,17.0,27.27,0.0,0.0,0.0,0.0,0.191024,1072.77,19.5
46,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.6,3,15000,123,22.5,70.47,0.0,0.0,0.0,0.0,0.293782,1072.77,2.8
46,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.0,0,11362,456,23.0,49.96,0.0335,0.304,0.3146,0.6854,0.3035759925842285,2210.98,545.5
46,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.0,0,15000,456,26.0,50.76,0.0,0.0,0.0,0.0,0.334878,2234.94,20.9
46,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.0,0,15000,456,35.0,146.89,0.0,0.0,0.0,0.0,0.487628,2234.94,2.7
46,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.2,1,11364,456,24.5,41.87,0.0268,0.303,0.2345,0.7655,0.30717000365257263,1842.22,499.9
46,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.2,1,15000,456,22.5,40.46,0.0,0.0,0.0,0.0,0.279432,1847.55,19.8
46,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.2,1,15000,456,30.5,121.5,0.0,0.0,0.0,0.0,0.426794,1847.55,2.6
46,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.4,2,12674,456,21.5,33.0,0.0199,0.2339,0.2141,0.7859,0.2420630007982254,1443.94,518.1
46,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.4,2,15000,456,21.0,42.16,0.0,0.0,0.0,0.0,0.283107,1460.16,19.9
46,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.4,2,15000,456,27.0,95.98,0.0,0.0,0.0,0.0,0.357235,1460.16,2.7
46,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.6,3,13488,456,11.5,21.18,0.0114,0.1264,0.1261,0.8739,0.1404850035905838,1103.54,527.3
46,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.6,3,15000,456,12.5,25.44,0.0,0.0,0.0,0.0,0.196075,1072.77,19.8
46,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.6,3,15000,456,22.0,70.47,0.0,0.0,0.0,0.0,0.293782,1072.77,2.7
50,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.0,0,11800,42,31.0,49.86,0.0326,0.3346,0.2906,0.7094,0.3368600010871887,2186.95,541.6
50,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.0,0,15000,42,27.0,47.17,0.0,0.0,0.0,0.0,0.298428,2234.94,20.0
50,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.0,0,15000,42,44.0,146.89,0.0,0.0,0.0,0.0,0.441787,2234.94,2.8
50,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.2,1,11839,42,25.0,43.47,0.0276,0.3075,0.2197,0.7803,0.31163498759269714,1831.93,478.4
50,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.2,1,15000,42,16.0,38.81,0.0,0.0,0.0,0.0,0.216757,1847.55,20.6
50,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.2,1,15000,42,38.0,121.5,0.0,0.0,0.0,0.0,0.369835,1847.55,2.9
50,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.4,2,11794,42,22.0,33.94,0.0206,0.2528,0.2099,0.7901,0.2573930025100708,1468.67,455.4
50,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.4,2,15000,42,17.5,30.67,0.0,0.0,0.0,0.0,0.220553,1460.16,20.2
50,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.4,2,15000,42,32.0,95.98,0.0,0.0,0.0,0.0,0.315535,1460.16,2.8
50,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.6,3,12050,42,18.0,26.17,0.0143,0.2025,0.1556,0.8444,0.21088699996471405,1125.16,411.2
50,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.6,3,15000,42,11.0,22.09,0.0,0.0,0.0,0.0,0.180124,1072.77,19.9
50,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.6,3,15000,42,23.5,70.47,0.0,0.0,0.0,0.0,0.235605,1072.77,2.9
50,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.0,0,12143,123,28.5,46.36,0.0301,0.3062,0.3042,0.6958,0.31017500162124634,2183.63,570.2
50,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.0,0,15000,123,21.0,30.67,0.0,0.0,0.0,0.0,0.217291,2234.94,19.9
50,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.0,0,15000,123,46.5,146.89,0.0,0.0,0.0,0.0,0.441787,2234.94,2.9
50,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.2,1,11971,123,28.0,39.56,0.025,0.2947,0.2286,0.7714,0.29843398928642273,1837.99,510.8
50,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.2,1,15000,123,18.0,29.34,0.0,0.0,0.0,0.0,0.198982,1847.55,20.0
50,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.2,1,15000,123,38.5,121.5,0.0,0.0,0.0,0.0,0.369835,1847.55,2.8
50,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.4,2,12135,123,24.5,31.27,0.0193,0.2469,0.1594,0.8406,0.24949699640274048,1448.66,467.8
50,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.4,2,15000,123,20.0,25.39,0.0,0.0,0.0,0.0,0.171317,1460.16,19.8
50,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.4,2,15000,123,32.5,95.98,0.0,0.0,0.0,0.0,0.315535,1460.16,3.0
50,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.6,3,11003,123,18.0,21.69,0.0122,0.1597,0.0677,0.9323,0.16885100305080414,1075.22,563.2
50,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.6,3,15000,123,19.0,17.19,0.0,0.0,0.0,0.0,0.154941,1072.77,36.3
50,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.6,3,15000,123,26.0,70.47,0.0,0.0,0.0,0.0,0.235605,1072.77,4.2
50,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.0,0,11815,456,30.5,52.88,0.0352,0.3196,0.2299,0.7701,0.32003599405288696,2168.39,1064.1
50,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.0,0,15000,456,28.0,43.74,0.0,0.0,0.0,0.0,0.278361,2234.94,35.5
50,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.0,0,15000,456,40.0,146.89,0.0,0.0,0.0,0.0,0.441787,2234.94,4.7
50,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.2,1,11800,456,30.0,45.5,0.0295,0.3152,0.1428,0.8572,0.3159720003604889,1821.78,1041.4
50,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.2,1,15000,456,15.5,30.91,0.0,0.0,0.0,0.0,0.189333,1847.55,40.9
50,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.2,1,15000,456,34.0,121.5,0.0,0.0,0.0,0.0,0.369835,1847.55,5.1
50,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.4,2,11722,456,23.0,32.71,0.0206,0.2216,0.12,0.88,0.2247840017080307,1436.14,779.4
50,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.4,2,15000,456,18.0,27.29,0.0,0.0,0.0,0.0,0.19869,1460.16,26.4
50,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.4,2,15000,456,30.5,95.98,0.0,0.0,0.0,0.0,0.315535,1460.16,3.9
50,mountain_dry,mountainous,dry,19.3,446988.0,Swarm_3D2P,5,0.6,3,11928,456,17.0,23.15,0.0129,0.1727,0.1561,0.8439,0.18112699687480927,1084.6,564.5
50,mountain_dry,mountainous,dry,19.3,446988.0,Greedy,5,0.6,3,15000,456,20.0,28.38,0.0,0.0,0.0,0.0,0.237122,1072.77,24.6
50,mountain_dry,mountainous,dry,19.3,446988.0,Pizza,5,0.6,3,15000,456,25.0,70.47,0.0,0.0,0.0,0.0,0.235605,1072.77,3.8
