scenario,num_drones,num_dogs,budget,seed,coverage_ratio,probability_coverage_ratio,coverage_gini,cluster_ratio,mean_pair_distance_cells,overlap_ratio,efficiency_ratio,effective_cells,redundant_visits,time_to_first_victim,info_propagation_latency,elapsed_s,total_cells,explored_cells,overlap_cells,probability_covered,probability_total,per_agent_explored,total_timesteps,paths_lengths_m,budget_consumed_m
sarenv_s1_5d_100k,5,0,100000.0,42,0.02895111969467053,0.26645614987882027,0.4282391305553708,0.0035545023696682463,57.996840442338076,0.4434967074733725,0.5565032925266274,12592,10035,,1174.0603662464341,38.312868000008166,434940,12592,10035,0.26645614987882027,1.0,"{'drone_0': 4850, 'drone_1': 4947, 'drone_2': 4043, 'drone_3': 4586, 'drone_4': 4201}",2685,"{'drone_0': 99989.97016100264, 'drone_1': 99981.53430922209, 'drone_2': 99998.08669484171, 'drone_3': 99965.46690384744, 'drone_4': 99974.69250788515}","{'drone_0': np.float64(99989.97016099942), 'drone_1': np.float64(99981.53430922978), 'drone_2': np.float64(99998.08669485991), 'drone_3': np.float64(99965.46690384846), 'drone_4': np.float64(99974.6925078872)}"
maigmo_5d_250k,5,0,250000.0,42,0.4627484533368435,0.9270208442884831,0.5206714422240153,0.0,79.18041725936463,0.524985925008445,0.475014074991555,21093,23312,,3300.929069539667,34.12222779999138,45582,21093,23312,0.18893716021543128,0.20381112396717072,"{'drone_0': 8805, 'drone_1': 9155, 'drone_2': 8182, 'drone_3': 7801, 'drone_4': 10462}",7010,"{'drone_0': 249992.4921533654, 'drone_1': 249992.1103523709, 'drone_2': 249981.10274470822, 'drone_3': 249997.4176014505, 'drone_4': 249991.42061903275}","{'drone_0': np.float64(249992.49215339526), 'drone_1': np.float64(249992.11035238975), 'drone_2': np.float64(249981.10274471043), 'drone_3': np.float64(249997.41760143673), 'drone_4': np.float64(249991.4206190298)}"
sarenv_s5_5d2p_300k,5,2,300000.0,42,0.034018485308318386,0.21973889805445507,0.798435679504399,0.03713811105837684,35.24893872277593,0.41332275971451227,0.5866772402854877,14796,10424,,3542.751067995728,227.21972989998176,434940,14796,10424,0.21973888495699612,0.9999999403953552,"{'drone_0': 3679, 'drone_1': 4166, 'drone_2': 3771, 'drone_3': 3166, 'drone_4': 4559, 'dog_0': 3686, 'dog_1': 2193}",9430,"{'drone_0': 299964.5647749056, 'drone_1': 299971.1279332242, 'drone_2': 299973.68102818436, 'drone_3': 299974.51002095337, 'drone_4': 299972.07459350576, 'dog_0': 274676.739729059, 'dog_1': 289064.12344479753}","{'drone_0': np.float64(299964.5647748643), 'drone_1': np.float64(299971.1279331914), 'drone_2': np.float64(299973.68102816213), 'drone_3': np.float64(299974.5100209161), 'drone_4': np.float64(299972.07459346775), 'dog_0': np.float64(299978.1522084248), 'dog_1': np.float64(299992.17176247603)}"
