n_agents,num_drones,num_dogs,max_hops,Budget_m,Coverage_ratio,Prob_covered_ratio,Overlap_ratio,Victims_pct,Area_km2,Path_length_km,Likelihood,TD_Score,Time_first_victim,Efficiency_ratio,Latency,Elapsed_s,Algorithm,Seed
5,5,0,0.0,100000,0.35869422140318546,0.6772601891091272,0.3019979508196721,61.5,14.229933791314236,499.877568438524,0.13635125756263733,0.00032396543402222187,8.0,0.6980020491803278,1515.1148394808743,17.9,hops_0,42
5,5,0,1.0,100000,0.32730025009872316,0.6086336761867538,0.3434694596021827,53.5,12.962545566987664,499.89473873765394,0.12262376397848129,0.0003237572987024628,8.0,0.6565305403978173,1490.3419136064122,34.0,hops_1,42
5,5,0,3.0,100000,0.3291430827958405,0.6318095976998743,0.32842435094001793,53.0,13.049029539423296,499.87740115439175,0.1270994246006012,0.0003274665303163063,8.0,0.6715756490599821,1566.7491805268908,24.7,hops_3,42
5,5,0,999.0,100000,0.3291430827958405,0.6318095976998743,0.32842435094001793,53.0,13.049029539423296,499.87740115439175,0.1270994246006012,0.0003274665303163063,8.0,0.6715756490599821,1566.7491805268908,8.5,hops_inf,42
5,5,0,0.0,100000,0.3249089552893686,0.6626882256127364,0.38255649128658387,59.0,12.875443562563783,499.87026238369435,0.13329944014549255,0.0025606603811388425,4.0,0.6174435087134161,1561.2880847160843,26.6,hops_0,123
5,5,0,1.0,100000,0.34070466412180245,0.6731145388092106,0.3253399365741344,57.49999999999999,13.47651909355758,499.91915360222515,0.13513131439685822,0.0025598725433957905,4.0,0.6746600634258656,1478.4542760221389,15.6,hops_1,123
5,5,0,3.0,100000,0.31266728094423235,0.6062653870227824,0.3519756286091029,49.5,12.351125892888746,499.9283145629681,0.12195654213428497,0.002561673373933786,4.0,0.6480243713908971,1618.5161134804375,14.6,hops_3,123
5,5,0,999.0,100000,0.31266728094423235,0.6062653870227824,0.3519756286091029,49.5,12.351125892888746,499.9283145629681,0.12195654213428497,0.002561673373933786,4.0,0.6480243713908971,1618.5161134804375,13.3,hops_inf,123
5,5,0,0.0,100000,0.30786275284103376,0.5868791665264252,0.3527512568608459,54.0,12.091023241545615,499.9059257049969,0.11824243515729904,0.002329126816452288,4.0,0.6472487431391541,1468.4285780176192,2.7,hops_0,456
5,5,0,1.0,100000,0.36858847790794613,0.706426432497788,0.2820699085548244,64.5,14.616898253956903,499.8677656836753,0.14176560938358307,0.0023291371815046574,4.0,0.7179300914451756,1532.602324425584,2.8,hops_1,456
5,5,0,3.0,100000,0.36858847790794613,0.706426432497788,0.2820699085548244,64.5,14.616898253956903,499.8677656836753,0.14176560938358307,0.0023291371815046574,4.0,0.7179300914451756,1533.6582124224076,2.9,hops_3,456
5,5,0,999.0,100000,0.36858847790794613,0.706426432497788,0.2820699085548244,64.5,14.616898253956903,499.8677656836753,0.14176560938358307,0.0023291371815046574,4.0,0.7179300914451756,1533.6582124224076,2.8,hops_inf,456
