Scenario,Group,Environment,Climate,Grid,Radius_km,Budget_m,Algorithm,Seed,n_agents,Victims_pct,Area_km2,Coverage_ratio,Prob_covered_ratio,Overlap_ratio,Efficiency_ratio,Likelihood,Path_km,Elapsed_s
52,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,42,5,25.0,33.43,0.0233,0.2868,0.3979,0.6021,0.282962,2234.82,120.5
52,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,123,5,19.5,29.97,0.021,0.2345,0.3741,0.6259,0.231758,2234.83,539.4
52,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,456,5,22.0,31.66,0.0222,0.2642,0.4362,0.5638,0.261263,2234.83,200.1
53,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,42,5,26.0,53.33,0.0389,0.286,0.4918,0.5082,0.283749,2234.89,103.6
53,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,123,5,34.0,57.01,0.041,0.3652,0.4472,0.5528,0.362203,2234.88,102.0
53,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,456,5,41.0,66.78,0.0482,0.4436,0.3421,0.6579,0.439905,2234.84,109.2
54,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,42,5,7.5,35.43,0.0241,0.2287,0.5996,0.4004,0.227393,2234.83,143.3
54,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,123,5,3.5,32.53,0.0223,0.2146,0.6267,0.3733,0.21344,2234.83,124.4
54,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,456,5,4.0,32.91,0.0225,0.2116,0.6228,0.3772,0.210415,2234.8,141.6
55,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,42,5,18.0,26.02,0.0189,0.1979,0.3354,0.6646,0.196219,2234.82,105.0
55,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,123,5,15.0,25.29,0.0184,0.1877,0.3024,0.6976,0.18555,2234.82,80.8
55,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,456,5,22.0,23.18,0.0169,0.1671,0.2959,0.7041,0.165424,2234.87,111.5
56,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,42,5,26.5,69.25,0.0486,0.2953,0.3189,0.6811,0.291548,2234.86,116.2
56,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,123,5,36.5,72.16,0.0505,0.353,0.2812,0.7188,0.34796,2234.84,111.9
56,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,456,5,33.5,74.44,0.0522,0.3562,0.269,0.731,0.351259,2234.87,118.1
57,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,42,5,36.0,38.27,0.0269,0.3911,0.5584,0.4416,0.388996,2234.87,115.1
57,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,123,5,41.0,49.79,0.0353,0.453,0.4233,0.5767,0.449606,2234.82,109.3
57,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,456,5,33.0,45.48,0.0321,0.4268,0.4957,0.5043,0.424789,2234.87,117.1
58,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,42,5,6.0,27.73,0.0193,0.1601,0.4775,0.5225,0.15805,2234.86,211.8
58,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,123,5,13.5,30.24,0.021,0.1771,0.4759,0.5241,0.174663,2234.87,209.2
58,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,456,5,10.0,28.93,0.0202,0.168,0.4848,0.5152,0.165961,2234.83,203.8
59,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,42,5,31.5,48.14,0.0339,0.3517,0.4181,0.5819,0.347964,2234.83,127.2
59,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,123,5,31.5,38.93,0.0276,0.2963,0.5307,0.4693,0.293398,2234.83,124.3
59,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,456,5,28.0,37.35,0.0264,0.2932,0.5493,0.4507,0.290916,2234.87,126.6
60,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,42,5,21.5,41.29,0.0287,0.2965,0.4227,0.5773,0.293659,2234.83,875.8
60,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,123,5,18.0,36.76,0.0256,0.2825,0.5417,0.4583,0.28033,2234.84,282.4
60,mountain_dry,mountainous,dry,1286x1286,19.3,446988.0,Swarm_5D0P,456,5,18.5,35.14,0.0245,0.2719,0.5671,0.4329,0.269984,2234.85,184.7
