Dataset,Algorithm,Environment Type,Climate,Environment Size,n_agents,Budget (m),Likelihood Score,Time-Discounted Score,Victims Found (%),Area Covered (km²),Total Path Length (km)
5,Greedy,flat,temperate,medium,5,250000,0.21193666000060155,0.008497217894001862,70.0,7.866207383871528,249.99999999999977
5,Spiral,flat,temperate,medium,5,250000,0.24187942161193715,0.00578374181028535,98.0,10.181000091427325,153.61823856611556
5,Concentric,flat,temperate,medium,5,250000,0.24190631218736883,0.005709074460888701,100.0,10.431351366554349,158.31540986329628
5,Pizza,flat,temperate,medium,5,250000,0.24212198364708715,0.006752002614683077,100.0,10.434630900816268,162.30760897707617
6,RandomWalk,flat,temperate,medium,5,250000,0.06542177505673102,0.0064316969323015925,12.0,2.236787736969452,250.00000000000045
6,Greedy,flat,temperate,medium,5,250000,0.19624047637847902,0.007676521385867684,84.0,7.478857250980012,250.00000000000017
6,Spiral,flat,temperate,medium,5,250000,0.23024192890917863,0.005007042962722381,96.0,10.181000091427068,153.61823856611545
6,Concentric,flat,temperate,medium,5,250000,0.23077401509527942,0.005111048417752446,100.0,10.431351366502815,158.31540986329608
6,Pizza,flat,temperate,medium,5,250000,0.23094179794830283,0.006688815627024044,100.0,10.434630900816662,162.3076089770763
7,RandomWalk,flat,temperate,medium,5,250000,0.0901965301684034,0.004197114152309065,35.0,3.523024566851275,249.99999999999994
7,Greedy,flat,temperate,medium,5,250000,0.21173836048681302,0.008176333560921359,86.0,8.411865380278954,249.99999999999986
7,Spiral,flat,temperate,medium,5,250000,0.22297140377963526,0.004435860963373205,100.0,10.181000091427041,153.61823856611545
7,Concentric,flat,temperate,medium,5,250000,0.22382672871754958,0.004474015966647081,100.0,10.431351366502804,158.31540986329608
7,Pizza,flat,temperate,medium,5,250000,0.22394488257593337,0.0059149139318530495,100.0,10.43463090081667,162.3076089770763
8,RandomWalk,flat,temperate,medium,5,250000,0.06479071382713303,0.00397178714552596,18.0,3.016327369268116,250.00000000000006
8,Greedy,flat,temperate,medium,5,250000,0.1917478832880432,0.00795534272644074,70.0,8.269088906603685,249.9999999999995
8,Spiral,flat,temperate,medium,5,250000,0.20343896067684258,0.005393940946236153,86.0,10.181000091427068,153.61823856611545
8,Concentric,flat,temperate,medium,5,250000,0.20411863327250165,0.005194629650958133,100.0,10.431351366502815,158.31540986329608
8,Pizza,flat,temperate,medium,5,250000,0.204466030061141,0.004130088115493568,100.0,10.434630900816662,162.3076089770763
9,RandomWalk,flat,temperate,medium,5,250000,0.07356419461841149,0.004974461805427075,32.0,2.6027621223610704,250.00000000000009
9,Greedy,flat,temperate,medium,5,250000,0.1993818345293998,0.0064385685254126305,71.0,7.757738193387268,250.0000000000003
9,Spiral,flat,temperate,medium,5,250000,0.23056870676789895,0.004186880156464082,100.0,10.181000091427311,153.6182385661156
9,Concentric,flat,temperate,medium,5,250000,0.23099706562528338,0.004259341809395966,100.0,10.43135136655434,158.3154098632963
9,Pizza,flat,temperate,medium,5,250000,0.2310297607565321,0.005606137342532656,100.0,10.434630900816273,162.3076089770762
10,RandomWalk,flat,temperate,medium,5,250000,0.07145500284451604,0.0012928351898164755,31.0,3.075138023119212,250.00000000000017
10,Greedy,flat,temperate,medium,5,250000,0.17061256745095,0.0013982157516453499,77.0,5.193933778600403,249.99999999999963
10,Spiral,flat,temperate,medium,5,250000,0.1859655912831386,0.0016333089641639615,100.0,10.181000091427325,153.61823856611556
10,Concentric,flat,temperate,medium,5,250000,0.1862880192341698,0.0015002944896054936,100.0,10.431351366554349,158.31540986329628
10,Pizza,flat,temperate,medium,5,250000,0.18601268897050358,0.005211673597192372,100.0,10.434630900816268,162.30760897707617
11,RandomWalk,flat,temperate,medium,5,250000,0.11057543181807661,0.007123953783374593,16.0,2.630034120686007,249.99999999999952
11,Greedy,flat,temperate,medium,5,250000,0.2760972557970898,0.012641150247119157,82.0,8.159546382613529,249.99999999999952
11,Spiral,flat,temperate,medium,5,250000,0.3053462448148192,0.007432441973688926,95.0,10.181000091427325,153.61823856611556
11,Concentric,flat,temperate,medium,5,250000,0.30593762234404487,0.007594610345265911,100.0,10.431351366554349,158.31540986329628
11,Pizza,flat,temperate,medium,5,250000,0.3061591207036002,0.009871908081720018,100.0,10.434630900816268,162.30760897707617
12,RandomWalk,flat,temperate,medium,5,250000,0.11426005853594158,0.0036477697348758515,21.0,2.874334042946613,250.00000000000043
12,Greedy,flat,temperate,medium,5,250000,0.27670725638697774,0.009814667505965359,77.0,8.130136791826203,250.00000000000006
12,Spiral,flat,temperate,medium,5,250000,0.3101687913358398,0.006670979628708394,98.0,10.181000091427325,153.61823856611556
12,Concentric,flat,temperate,medium,5,250000,0.3108326302137955,0.006619678557512584,100.0,10.431351366554349,158.31540986329628
12,Pizza,flat,temperate,medium,5,250000,0.3111533371603967,0.00822475591730973,100.0,10.434630900816268,162.30760897707617
13,RandomWalk,flat,temperate,medium,5,250000,0.12115636763742701,0.0073417456980244405,31.0,3.329571697778842,250.00000000000077
13,Greedy,flat,temperate,medium,5,250000,0.2779327716594738,0.010647247337927686,75.0,7.547912786378604,249.99999999999903
13,Spiral,flat,temperate,medium,5,250000,0.3247863125978066,0.007097449946332914,99.0,10.181000091427068,153.61823856611545
13,Concentric,flat,temperate,medium,5,250000,0.3256516742473781,0.007215020144808873,100.0,10.431351366502815,158.31540986329608
13,Pizza,flat,temperate,medium,5,250000,0.3258623334578928,0.009264372533247476,100.0,10.434630900816662,162.3076089770763
14,RandomWalk,flat,temperate,medium,5,250000,0.12363072081890424,0.007362944306441234,40.0,3.0046056945401705,250.00000000000009
14,Greedy,flat,temperate,medium,5,250000,0.2849852099992551,0.012784963055208523,87.0,7.180069448831076,250.00000000000006
14,Spiral,flat,temperate,medium,5,250000,0.29248292928861874,0.008869045731802628,99.0,10.181000091427041,153.61823856611545
14,Concentric,flat,temperate,medium,5,250000,0.2939260412581066,0.009070232704743265,100.0,10.431351366502804,158.31540986329608
14,Pizza,flat,temperate,medium,5,250000,0.29415156429336237,0.0112342233850528,100.0,10.43463090081667,162.3076089770763
15,RandomWalk,flat,temperate,medium,5,250000,0.1506190545263687,0.010072999045565877,37.0,2.8781782086434964,250.00000000000074
15,Greedy,flat,temperate,medium,5,250000,0.23163867017614778,0.019101116704880017,51.0,4.664557864461347,250.0000000000004
15,Spiral,flat,temperate,medium,5,250000,0.32908276411504617,0.008279556430217215,99.0,10.181000091427041,153.61823856611545
15,Concentric,flat,temperate,medium,5,250000,0.32851635114484146,0.00813211273498389,100.0,10.431351366502804,158.31540986329608
15,Pizza,flat,temperate,medium,5,250000,0.3289674259349166,0.008503331389108403,100.0,10.43463090081667,162.3076089770763
16,RandomWalk,mountainous,temperate,medium,5,250000,0.015179132400119902,0.00012046425748881607,5.0,2.2901696759768573,249.99999999999952
16,Greedy,mountainous,temperate,medium,5,250000,0.1371695683235043,2.322867377394316e-05,38.0,8.503914393543099,250.00000000000017
16,Spiral,mountainous,temperate,medium,5,250000,0.14798075298539762,8.62567227926487e-05,52.0,16.582925278054446,249.9999999999996
16,Concentric,mountainous,temperate,medium,5,250000,0.14535245128616195,7.265299407898114e-05,48.0,16.53023534300314,249.99999999999955
16,Pizza,mountainous,temperate,medium,5,250000,0.17331366126745956,0.0009451713138213163,54.0,16.170786079159278,249.99999999999955
17,RandomWalk,mountainous,temperate,medium,5,250000,0.037857615550011735,0.0006099148630921485,17.0,3.3362119677072775,250.00000000000082
17,Greedy,mountainous,temperate,medium,5,250000,0.11968241259406598,0.0036074749011104084,43.0,11.50323675165791,250.00000000000048
17,Spiral,mountainous,temperate,medium,5,250000,0.14142074090653192,0.0011515201072513812,59.0,16.582925278054212,249.99999999999943
17,Concentric,mountainous,temperate,medium,5,250000,0.1414694260984567,0.0011891425160322593,57.99999999999999,16.53023534300311,250.00000000000057
17,Pizza,mountainous,temperate,medium,5,250000,0.15570383970941262,0.0015904842355225534,51.0,16.170786079158887,250.0000000000005
18,RandomWalk,mountainous,temperate,medium,5,250000,0.013647412143502855,0.00036946441137268707,5.0,2.5002160375825864,249.9999999999999
18,Greedy,mountainous,temperate,medium,5,250000,0.09676429386036992,0.0002614258539904916,32.0,8.572688621716399,250.00000000000034
18,Spiral,mountainous,temperate,medium,5,250000,0.10618154749354121,0.00045324993924298696,56.00000000000001,16.58292527805423,249.99999999999923
18,Concentric,mountainous,temperate,medium,5,250000,0.10756097755735157,0.0004006177347715846,60.0,16.5302353430031,250.00000000000057
18,Pizza,mountainous,temperate,medium,5,250000,0.1250779416029929,0.0005250149876204817,44.0,16.17078607915887,250.0000000000005
19,RandomWalk,mountainous,temperate,medium,5,250000,0.044584904375076236,0.001973149199571452,7.000000000000001,2.8710679700784554,249.9999999999999
19,Greedy,mountainous,temperate,medium,5,250000,0.1508785230076848,0.003975359966811578,43.0,10.559922216141349,249.9999999999996
19,Spiral,mountainous,temperate,medium,5,250000,0.1660689896074723,0.0015053583359616964,44.0,16.582925278054212,249.99999999999943
19,Concentric,mountainous,temperate,medium,5,250000,0.16803603685970947,0.001613074285675289,45.0,16.53023534300311,250.00000000000057
19,Pizza,mountainous,temperate,medium,5,250000,0.19399195347129433,0.002762490620979468,46.0,16.170786079158887,250.0000000000005
20,RandomWalk,mountainous,temperate,medium,5,250000,0.03908259146385734,0.0017301937673851852,8.0,3.218492753456879,249.99999999999935
20,Greedy,mountainous,temperate,medium,5,250000,0.145320739414314,0.004696355330309368,34.0,10.810509550433146,249.99999999999994
20,Spiral,mountainous,temperate,medium,5,250000,0.1501120313115204,0.0019699459927528147,59.0,16.582925278054212,249.99999999999943
20,Concentric,mountainous,temperate,medium,5,250000,0.14844681085899183,0.002078225055957246,56.99999999999999,16.53023534300311,250.00000000000057
20,Pizza,mountainous,temperate,medium,5,250000,0.17630338831421694,0.0032093836987410413,57.99999999999999,16.170786079158887,250.0000000000005
21,RandomWalk,mountainous,temperate,medium,5,250000,0.046072500645980945,0.00196951111662828,8.0,3.256795194439676,250.00000000000006
21,Greedy,mountainous,temperate,medium,5,250000,0.1556221355946444,0.0032250174204823,42.0,11.0842160496672,249.99999999999983
21,Spiral,mountainous,temperate,medium,5,250000,0.17032450058251397,0.0014386033938889413,54.0,16.58292527805451,249.99999999999983
21,Concentric,mountainous,temperate,medium,5,250000,0.17007595386631888,0.001478912588438146,56.99999999999999,16.53023534300321,249.99999999999957
21,Pizza,mountainous,temperate,medium,5,250000,0.19959476780933627,0.002110624123860822,54.0,16.170786079159278,249.99999999999955
22,RandomWalk,mountainous,temperate,medium,5,250000,0.02127355557108213,0.0007429782126670115,5.0,3.378650137050182,250.00000000000014
22,Greedy,mountainous,temperate,medium,5,250000,0.12704692829588052,0.003404413927429173,56.00000000000001,10.240647909014665,250.00000000000014
22,Spiral,mountainous,temperate,medium,5,250000,0.12545678393423287,0.0007910681119732115,47.0,16.58292527805423,249.99999999999923
22,Concentric,mountainous,temperate,medium,5,250000,0.12262206548631792,0.0008468736029257745,45.0,16.5302353430031,250.00000000000057
22,Pizza,mountainous,temperate,medium,5,250000,0.12946107561386191,0.0012040511404241721,49.0,16.17078607915887,250.0000000000005
23,RandomWalk,mountainous,temperate,medium,5,250000,0.020636765865404923,1.4956139541600382e-05,4.0,3.1071438138896816,250.0000000000012
23,Greedy,mountainous,temperate,medium,5,250000,0.0936883444208161,0.005479937577950837,35.0,6.250323568894653,249.99999999999943
23,Spiral,mountainous,temperate,medium,5,250000,0.1118413212908929,0.0008554908659131341,50.0,16.582925278054244,249.99999999999923
23,Concentric,mountainous,temperate,medium,5,250000,0.11360758136807061,0.0008278170207840502,49.0,16.530235343003223,250.0000000000005
23,Pizza,mountainous,temperate,medium,5,250000,0.14217628892891615,0.002080428238746094,52.0,16.170786079158912,250.00000000000057
24,RandomWalk,mountainous,temperate,medium,5,250000,0.031043852013460042,0.0011767261621681985,14.000000000000002,3.114595513562707,249.99999999999906
24,Greedy,mountainous,temperate,medium,5,250000,0.09840907692321302,0.0021443407957889246,33.0,10.682246675786546,249.99999999999943
24,Spiral,mountainous,temperate,medium,5,250000,0.11958353284518597,0.0009534637374867459,44.0,16.582925278054212,249.99999999999943
24,Concentric,mountainous,temperate,medium,5,250000,0.1195497724512116,0.0009802072458524414,47.0,16.53023534300311,250.00000000000057
24,Pizza,mountainous,temperate,medium,5,250000,0.1351718641994672,0.001399465252255532,56.99999999999999,16.170786079158887,250.0000000000005
25,RandomWalk,mountainous,temperate,medium,5,250000,0.02561066448849759,0.001077354114254351,5.0,2.801066957886064,249.99999999999994
25,Greedy,mountainous,temperate,medium,5,250000,0.10665427987082521,0.0020295343469552618,44.0,11.603363968974964,250.00000000000065
25,Spiral,mountainous,temperate,medium,5,250000,0.11379236966164262,0.0008855980865663028,56.00000000000001,16.58292527805423,249.99999999999923
25,Concentric,mountainous,temperate,medium,5,250000,0.1136458820401724,0.0009392425105438992,56.00000000000001,16.5302353430031,250.00000000000057
25,Pizza,mountainous,temperate,medium,5,250000,0.12888429854567782,0.0014307027279891718,53.0,16.17078607915887,250.0000000000005
26,RandomWalk,mountainous,temperate,medium,5,250000,0.032823087226751896,0.003345209194862271,5.0,3.5738710329127987,250.00000000000088
26,Greedy,mountainous,temperate,medium,5,250000,0.1841437523885552,0.008471332526528371,57.99999999999999,9.28700439900253,250.00000000000006
26,Spiral,mountainous,temperate,medium,5,250000,0.16934523025196382,0.0019492824395575931,65.0,16.58292527805423,249.99999999999923
26,Concentric,mountainous,temperate,medium,5,250000,0.1679982787898464,0.0020979921735097603,60.0,16.5302353430031,250.00000000000057
26,Pizza,mountainous,temperate,medium,5,250000,0.19338196884794356,0.004224049503598753,62.0,16.17078607915887,250.0000000000005
27,RandomWalk,mountainous,temperate,medium,5,250000,0.005162606977175346,3.23597228390825e-15,0.0,2.357534547280222,250.00000000000023
27,Greedy,mountainous,temperate,medium,5,250000,0.04175131624529553,1.6411922145057807e-11,13.0,4.126236101853656,249.9999999999996
27,Spiral,mountainous,temperate,medium,5,250000,0.0763272074786137,2.6489533423343717e-12,39.0,16.58292527805423,249.99999999999923
27,Concentric,mountainous,temperate,medium,5,250000,0.08030794476788379,1.1732887373481334e-12,43.0,16.5302353430031,250.00000000000057
27,Pizza,mountainous,temperate,medium,5,250000,0.05750375055145174,3.709677398308853e-06,24.0,16.17078607915887,250.0000000000005
28,RandomWalk,mountainous,temperate,medium,5,250000,0.059813718264593356,1.3757262649942557e-10,18.0,2.148428886760299,249.99999999999926
28,Greedy,mountainous,temperate,medium,5,250000,0.2268874344300708,1.3308152592653735e-13,59.0,4.422442813054267,250.00000000000006
28,Spiral,mountainous,temperate,medium,5,250000,0.20189168726190695,1.1963793138963619e-05,51.0,16.58292527805451,249.99999999999983
28,Concentric,mountainous,temperate,medium,5,250000,0.19130175309305752,2.335132927448798e-05,45.0,16.53023534300321,249.99999999999957
28,Pizza,mountainous,temperate,medium,5,250000,0.2649062536884473,0.005010487135709257,76.0,16.170786079159278,249.99999999999955
29,RandomWalk,mountainous,temperate,medium,5,250000,0.021369642818941045,0.0017053253291644819,4.0,2.9410294467103926,249.99999999999997
29,Greedy,mountainous,temperate,medium,5,250000,0.16168892661798115,0.0022507880032381004,40.0,9.988173039434724,249.99999999999943
29,Spiral,mountainous,temperate,medium,5,250000,0.1553496804245705,0.0010058030426580893,50.0,16.58292527805423,249.99999999999923
29,Concentric,mountainous,temperate,medium,5,250000,0.1568956049411445,0.0011141847838253866,56.00000000000001,16.5302353430031,250.00000000000057
29,Pizza,mountainous,temperate,medium,5,250000,0.194644175586776,0.00194108741118605,55.00000000000001,16.17078607915887,250.0000000000005
30,RandomWalk,mountainous,temperate,medium,5,250000,0.042038939705258925,0.00015385903128290132,8.0,3.2630497238388005,249.99999999999997
30,Greedy,mountainous,temperate,medium,5,250000,0.15497019662867745,0.006165148432508739,45.0,7.354669455697031,250.00000000000105
30,Spiral,mountainous,temperate,medium,5,250000,0.19773603940962092,0.000510230922359785,56.00000000000001,16.582925278054244,249.99999999999923
30,Concentric,mountainous,temperate,medium,5,250000,0.19424536752807303,0.0004643275092295829,49.0,16.530235343003223,250.0000000000005
30,Pizza,mountainous,temperate,medium,5,250000,0.2584954527372527,0.002138856517996548,68.0,16.170786079158912,250.00000000000057
31,RandomWalk,flat,dry,medium,5,250000,0.05835273787582944,0.0011133004136076783,30.0,2.9777842910528864,250.00000000000037
31,Greedy,flat,dry,medium,5,250000,0.1547577062562541,6.689383497088577e-05,70.0,4.244685596170311,249.99999999999952
31,Spiral,flat,dry,medium,5,250000,0.18095303670465965,7.328482997967315e-05,100.0,13.856769137577615,209.0805295421799
31,Concentric,flat,dry,medium,5,250000,0.18020663663394265,8.313701009298351e-05,99.0,13.687792475253133,207.58626227618768
31,Pizza,flat,dry,medium,5,250000,0.18016082408998127,0.001029983264776485,99.0,13.691072804383936,212.16980046765994
32,RandomWalk,flat,dry,medium,5,250000,0.05619785174857094,0.0012838046957096706,18.0,3.3488113109124984,250.00000000000006
32,Greedy,flat,dry,medium,5,250000,0.15748754580641963,0.0034132123853795092,54.0,9.078250294643563,249.9999999999998
32,Spiral,flat,dry,medium,5,250000,0.2018623938797181,0.0009719703183797189,98.0,13.856769137577741,209.08052954218007
32,Concentric,flat,dry,medium,5,250000,0.20084968927263683,0.0009371496948151135,99.0,13.687792475280904,207.58626227618873
32,Pizza,flat,dry,medium,5,250000,0.20081390539648605,0.0017960688361250306,99.0,13.691072804384113,212.16980046766173
33,RandomWalk,flat,dry,medium,5,250000,0.08346966195292767,0.0008246938005004014,20.0,3.006008858276247,250.00000000000048
33,Greedy,flat,dry,medium,5,250000,0.1810909448559481,0.01675364963830132,53.0,5.075026728549326,250.0
33,Spiral,flat,dry,medium,5,250000,0.24098262319532676,0.0037779927722745355,100.0,13.856769137577619,209.0805295421799
33,Concentric,flat,dry,medium,5,250000,0.23810413123147964,0.003559912090308323,96.0,13.687792475253133,207.58626227618768
33,Pizza,flat,dry,medium,5,250000,0.23861954393297496,0.006830118638667098,96.0,13.691072804383952,212.16980046765997
34,RandomWalk,flat,dry,medium,5,250000,0.005632730501562,2.6678403840765313e-15,8.0,2.332705825822183,250.00000000000006
34,Greedy,flat,dry,medium,5,250000,0.016271919937626403,1.9212626564997902e-14,41.0,3.065523412127256,249.9999999999998
34,Spiral,flat,dry,medium,5,250000,0.045324037458297425,6.003046621134497e-17,100.0,13.856769137577555,209.08052954218044
34,Concentric,flat,dry,medium,5,250000,0.0446844064935779,8.762550020152782e-17,100.0,13.68779247532254,207.5862622761895
34,Pizza,flat,dry,medium,5,250000,0.044991711934259826,5.860657472406476e-09,100.0,13.69107280438377,212.1698004676618
35,RandomWalk,flat,dry,medium,5,250000,0.05470260865592411,3.070440529919871e-11,24.0,3.31950367402253,250.00000000000003
35,Greedy,flat,dry,medium,5,250000,0.20325342423703846,1.0455384508465495e-07,80.0,6.15524615143041,250.0000000000004
35,Spiral,flat,dry,medium,5,250000,0.228751125444794,5.453036910022988e-07,100.0,13.856769137577622,209.08052954217985
35,Concentric,flat,dry,medium,5,250000,0.22702362346160088,1.1107193059274728e-06,97.0,13.687792475253115,207.58626227618768
35,Pizza,flat,dry,medium,5,250000,0.22713151228257172,0.0006773258525014583,97.0,13.691072804383941,212.16980046765994
36,RandomWalk,flat,dry,medium,5,250000,0.06095075184819497,0.0022435826942270904,21.0,2.8804286614822567,250.0
36,Greedy,flat,dry,medium,5,250000,0.24577507925432115,0.0044805148822756645,78.0,10.745886506786313,250.00000000000026
36,Spiral,flat,dry,medium,5,250000,0.28039934842551834,0.0012561925611371458,99.0,13.8567691375777,209.08052954218013
36,Concentric,flat,dry,medium,5,250000,0.27859650142856635,0.0012111897424912784,97.0,13.687792475322825,207.58626227618814
36,Pizza,flat,dry,medium,5,250000,0.2786091831572014,0.002321702916243225,97.0,13.691072804383705,212.16980046766008
37,RandomWalk,flat,dry,medium,5,250000,0.013332957068943632,0.0003889872468208282,12.0,1.8434632873558419,250.00000000000023
37,Greedy,flat,dry,medium,5,250000,0.06336255272019481,0.0037702197634864637,61.0,5.584231076124022,250.00000000000034
37,Spiral,flat,dry,medium,5,250000,0.09689174913797696,0.0005447103489225432,98.0,13.856769137577732,209.08052954218007
37,Concentric,flat,dry,medium,5,250000,0.09634701630114813,0.0004835772123611694,97.0,13.687792475280942,207.58626227618873
37,Pizza,flat,dry,medium,5,250000,0.09616167160718159,0.0010703291893199446,97.0,13.691072804384087,212.1698004676618
38,RandomWalk,flat,dry,medium,5,250000,0.0461483172216263,0.00044631114040063455,35.0,2.6785437794324487,250.00000000000006
38,Greedy,flat,dry,medium,5,250000,0.11227591364701532,0.001375310124114837,71.0,5.146666493540311,249.9999999999999
38,Spiral,flat,dry,medium,5,250000,0.14204191778161432,0.00037758051980447277,98.0,13.856769137577738,209.08052954218007
38,Concentric,flat,dry,medium,5,250000,0.14104111883735795,0.0003743826891690138,99.0,13.687792475280927,207.58626227618873
38,Pizza,flat,dry,medium,5,250000,0.14118828366825661,0.0004698383472398832,99.0,13.691072804384117,212.16980046766173
39,RandomWalk,flat,dry,medium,5,250000,0.05462912979078209,0.00039756581840579724,26.0,3.3538402792045936,249.99999999999983
39,Greedy,flat,dry,medium,5,250000,0.11292949553731707,0.020336619522356804,53.0,3.9590756780936434,249.99999999999977
39,Spiral,flat,dry,medium,5,250000,0.1554421319173915,0.0006316918309442811,99.0,13.856769137577722,209.0805295421801
39,Concentric,flat,dry,medium,5,250000,0.154646923819107,0.0007356801024651642,99.0,13.687792475322771,207.58626227618817
39,Pizza,flat,dry,medium,5,250000,0.15464986004211997,0.00085582039264782,99.0,13.691072804383696,212.16980046766005
40,RandomWalk,flat,dry,medium,5,250000,0.019741271600033135,3.0947415702114414e-07,20.0,2.8846703688200717,250.00000000000094
40,Greedy,flat,dry,medium,5,250000,0.05105625475537269,0.0017885919974825785,36.0,3.4723759640208027,250.00000000000023
40,Spiral,flat,dry,medium,5,250000,0.09096239674954347,9.20995174264197e-05,95.0,13.856769137577714,209.08052954218013
40,Concentric,flat,dry,medium,5,250000,0.09062866827100903,7.928465288126807e-05,98.0,13.68779247532279,207.58626227618814
40,Pizza,flat,dry,medium,5,250000,0.09052973985674086,0.00026605561088555065,98.0,13.691072804383685,212.16980046766005
41,RandomWalk,flat,dry,medium,5,250000,0.020880436970250344,3.9269813668100344e-05,15.0,2.5765877872753196,249.99999999999977
41,Greedy,flat,dry,medium,5,250000,0.09869101588491805,0.003742623811050743,73.0,6.714722798451522,249.99999999999946
41,Spiral,flat,dry,medium,5,250000,0.11393505667426924,0.0004661096095200867,100.0,13.85676913757771,209.08052954218007
41,Concentric,flat,dry,medium,5,250000,0.11260717166209047,0.0003655620228186422,95.0,13.687792475322805,207.58626227618817
41,Pizza,flat,dry,medium,5,250000,0.11272902254411388,0.00027318175167370966,95.0,13.69107280438371,212.16980046766008
42,RandomWalk,flat,dry,medium,5,250000,0.014809890787212293,0.00010216755116865149,16.0,3.4261054882232314,250.0000000000002
42,Greedy,flat,dry,medium,5,250000,0.04319142284173402,2.2343186968917532e-09,40.0,3.736030840032146,250.00000000000009
42,Spiral,flat,dry,medium,5,250000,0.08759288096880198,0.00018075517284714518,98.0,13.856769137577741,209.08052954218007
42,Concentric,flat,dry,medium,5,250000,0.08728933570322098,0.00016952192635085622,99.0,13.687792475280904,207.58626227618873
42,Pizza,flat,dry,medium,5,250000,0.08718078148603528,0.0005683834468096987,99.0,13.691072804384113,212.16980046766173
43,RandomWalk,flat,dry,medium,5,250000,0.03546318440471144,0.0001342682176598693,21.0,3.609131622437307,249.99999999999997
43,Greedy,flat,dry,medium,5,250000,0.0905387770207122,0.0028841845038964408,56.00000000000001,6.842303583604455,250.00000000000023
43,Spiral,flat,dry,medium,5,250000,0.12315162931705871,0.0003604983369478165,98.0,13.856769137577619,209.0805295421799
43,Concentric,flat,dry,medium,5,250000,0.1223968428878568,0.0003771282832176062,98.0,13.687792475253133,207.58626227618768
43,Pizza,flat,dry,medium,5,250000,0.12236422696079521,0.0010918660306656227,98.0,13.691072804383952,212.16980046765997
44,RandomWalk,flat,dry,medium,5,250000,0.032293537813102895,1.5236672444414726e-05,11.0,2.2313358842247104,249.99999999999983
44,Greedy,flat,dry,medium,5,250000,0.10942622390580291,5.871852503424627e-05,33.0,4.3356030906479095,249.9999999999999
44,Spiral,flat,dry,medium,5,250000,0.2359143833673573,8.567352091823931e-05,97.0,13.856769137577587,209.0805295421803
44,Concentric,flat,dry,medium,5,250000,0.2318860467907454,0.00013955659562172107,93.0,13.687792475252834,207.58626227618925
44,Pizza,flat,dry,medium,5,250000,0.23199172078303,0.002207100277403095,93.0,13.691072804383992,212.1698004676615
45,RandomWalk,flat,dry,medium,5,250000,0.04913687074440166,0.0014946972213321663,18.0,3.4913920297162595,250.00000000000023
45,Greedy,flat,dry,medium,5,250000,0.17470961744670244,0.003420527039413035,73.0,10.555739832562372,250.0
45,Spiral,flat,dry,medium,5,250000,0.19254143526133083,0.0007855793097701611,100.0,13.856769137577732,209.08052954218007
