Dataset,Algorithm,Environment Type,Climate,Environment Size,n_agents,Budget (m),Likelihood Score,Time-Discounted Score,Victims Found (%),Area Covered (km²),Total Path Length (km)
7,Greedy,flat,temperate,medium,5,100000,0.12803306464536848,0.008572318184805122,38.0,4.395416643159584,100.00000000000017
7,Spiral,flat,temperate,medium,5,100000,0.15021006473455553,0.004432079592180567,70.0,6.641881290759325,99.99999999999974
7,Concentric,flat,temperate,medium,5,100000,0.14824872914768697,0.0044918421974942755,64.0,6.609348901400217,100.00000000000003
7,Pizza,flat,temperate,medium,5,100000,0.16233846583994124,0.005929207092678847,69.0,6.377864042127102,100.0000000000002
8,RandomWalk,flat,temperate,medium,5,100000,0.023738769934188626,0.005293948001876885,2.0,1.1211648922278923,100.00000000000034
8,Greedy,flat,temperate,medium,5,100000,0.14102678146398692,0.007948085369007329,52.0,5.0943955034640735,99.99999999999964
8,Spiral,flat,temperate,medium,5,100000,0.13520485419053982,0.0053910333450770094,56.00000000000001,6.641881290759365,99.99999999999974
8,Concentric,flat,temperate,medium,5,100000,0.13194433716086626,0.005197092674884497,56.00000000000001,6.609348901400251,100.00000000000009
8,Pizza,flat,temperate,medium,5,100000,0.14574699065146518,0.004129508730423069,32.0,6.3778640421271,100.0000000000002
9,RandomWalk,flat,temperate,medium,5,100000,0.041524154141456326,0.004773494356517302,14.000000000000002,1.4417470698176327,99.99999999999945
9,Greedy,flat,temperate,medium,5,100000,0.14067887699956794,0.0064397679976793045,51.0,4.845541366854053,99.99999999999933
9,Spiral,flat,temperate,medium,5,100000,0.15494164486270648,0.004182046756038165,66.0,6.6418812907596205,99.9999999999998
9,Concentric,flat,temperate,medium,5,100000,0.15401061977159253,0.004282407980723097,66.0,6.60934890140067,99.99999999999976
9,Pizza,flat,temperate,medium,5,100000,0.1690981685699424,0.005614520495006434,64.0,6.377864042127221,99.99999999999935
10,RandomWalk,flat,temperate,medium,5,100000,0.03735719601871512,0.009778752102905382,13.0,1.2087017206355486,99.99999999999962
10,Greedy,flat,temperate,medium,5,100000,0.13134857079883616,0.011588113622314693,67.0,2.9728395838578794,100.00000000000004
10,Spiral,flat,temperate,medium,5,100000,0.11335931322648475,0.0015998537643612436,60.0,6.641881290759641,99.99999999999979
10,Concentric,flat,temperate,medium,5,100000,0.1270502746786495,0.001491364329263806,69.0,6.609348901400682,99.99999999999976
10,Pizza,flat,temperate,medium,5,100000,0.15068616804859655,0.005230232195192323,75.0,6.377864042127233,99.99999999999935
11,RandomWalk,flat,temperate,medium,5,100000,0.06296161977972638,0.007616123588300686,9.0,1.624266789700633,99.99999999999991
11,Greedy,flat,temperate,medium,5,100000,0.19622169282146693,0.01263547264982988,52.0,5.20693780946396,99.99999999999953
11,Spiral,flat,temperate,medium,5,100000,0.2072227896358429,0.007429125625930101,53.0,6.641881290759641,99.99999999999979
11,Concentric,flat,temperate,medium,5,100000,0.2045147997574772,0.00762023797998999,64.0,6.609348901400682,99.99999999999976
11,Pizza,flat,temperate,medium,5,100000,0.22308729718174303,0.009885313353657136,44.0,6.377864042127233,99.99999999999935
12,RandomWalk,flat,temperate,medium,5,100000,0.06232059621623728,0.005558632935218646,14.000000000000002,1.51012757078672,100.00000000000006
12,Greedy,flat,temperate,medium,5,100000,0.19841707031886457,0.009709752582992453,32.0,5.047480998700594,99.99999999999991
12,Spiral,flat,temperate,medium,5,100000,0.2110385170165423,0.006665669632338196,60.0,6.641881290759641,99.99999999999979
12,Concentric,flat,temperate,medium,5,100000,0.20870459392880703,0.006645131184132689,61.0,6.609348901400682,99.99999999999976
12,Pizza,flat,temperate,medium,5,100000,0.22818653828263655,0.008239557910524577,49.0,6.377864042127233,99.99999999999935
13,RandomWalk,flat,temperate,medium,5,100000,0.06178822475795197,0.00943798718862043,11.0,1.3796997142621272,99.99999999999964
13,Greedy,flat,temperate,medium,5,100000,0.20484102306653126,0.01044658342461641,50.0,4.800175268321888,99.99999999999999
13,Spiral,flat,temperate,medium,5,100000,0.21927791799585697,0.0070901057217787914,57.99999999999999,6.641881290759365,99.99999999999974
13,Concentric,flat,temperate,medium,5,100000,0.21676167308944586,0.00723363524200032,60.0,6.609348901400251,100.00000000000009
13,Pizza,flat,temperate,medium,5,100000,0.2356834855932688,0.009279331812319717,69.0,6.3778640421271,100.0000000000002
14,RandomWalk,flat,temperate,medium,5,100000,0.06979883324332023,0.009795673021104217,19.0,1.4309965257500277,100.0
14,Greedy,flat,temperate,medium,5,100000,0.19641622976723702,0.01280456791612466,56.99999999999999,3.9640421612850143,100.00000000000021
14,Spiral,flat,temperate,medium,5,100000,0.20544439111931445,0.008862511087629168,69.0,6.641881290759325,99.99999999999974
14,Concentric,flat,temperate,medium,5,100000,0.20261607428619322,0.009096870339235445,66.0,6.609348901400217,100.00000000000003
14,Pizza,flat,temperate,medium,5,100000,0.22013521359814536,0.01124701474737859,62.0,6.377864042127102,100.0000000000002
15,RandomWalk,flat,temperate,medium,5,100000,0.09168378554563683,0.008195619784995391,12.0,1.5379909137282861,100.00000000000064
15,Greedy,flat,temperate,medium,5,100000,0.21406342038987144,0.019221734734763136,41.0,4.040808397442328,99.99999999999997
15,Spiral,flat,temperate,medium,5,100000,0.22559843275430463,0.008269493679579932,66.0,6.641881290759325,99.99999999999974
15,Concentric,flat,temperate,medium,5,100000,0.22732661251709568,0.008185165803320401,73.0,6.609348901400217,100.00000000000003
15,Pizza,flat,temperate,medium,5,100000,0.256548845517463,0.008514665376313148,52.0,6.377864042127102,100.0000000000002
16,RandomWalk,mountainous,temperate,medium,5,100000,0.012087415684791264,0.00024411282543656206,2.0,1.2613104137703441,99.9999999999999
16,Greedy,mountainous,temperate,medium,5,100000,0.06679954197576114,5.808678974172917e-05,17.0,3.690555259086817,99.9999999999991
16,Spiral,mountainous,temperate,medium,5,100000,0.05828226567264364,8.678701294199773e-05,23.0,6.6421744689133115,99.9999999999995
16,Concentric,mountainous,temperate,medium,5,100000,0.05691525116141231,7.238307717802188e-05,23.0,6.618437953474616,99.9999999999995
16,Pizza,mountainous,temperate,medium,5,100000,0.06579522588012154,0.0009384500347602584,20.0,6.377864042127105,100.0000000000002
17,RandomWalk,mountainous,temperate,medium,5,100000,0.020764651165451634,0.0021750641085592167,9.0,1.642705107609888,99.99999999999969
17,Greedy,mountainous,temperate,medium,5,100000,0.06986887251549245,0.0036170254093913392,22.0,5.28911664760382,99.99999999999982
17,Spiral,mountainous,temperate,medium,5,100000,0.05609675593711315,0.0011514788668933406,23.0,6.642174468913058,99.99999999999935
17,Concentric,mountainous,temperate,medium,5,100000,0.05547134825277116,0.0011908631409663112,22.0,6.618437953474241,100.00000000000017
17,Pizza,mountainous,temperate,medium,5,100000,0.07384236681395354,0.0015664969917645807,27.0,6.377864042127221,99.99999999999935
18,RandomWalk,mountainous,temperate,medium,5,100000,0.007435598101222353,0.0002610322208921232,0.0,1.3005154998255526,100.00000000000007
18,Greedy,mountainous,temperate,medium,5,100000,0.05449412082455041,0.002616310418730026,23.0,4.28630209342325,99.99999999999959
18,Spiral,mountainous,temperate,medium,5,100000,0.042435355290995624,0.00045258503407557817,13.0,6.642174468913135,99.99999999999997
18,Concentric,mountainous,temperate,medium,5,100000,0.04192112619688558,0.00040361408889127444,11.0,6.61843795347423,100.00000000000021
18,Pizza,mountainous,temperate,medium,5,100000,0.04643511713604707,0.0005174978244806229,18.0,6.377864042127233,99.99999999999935
19,RandomWalk,mountainous,temperate,medium,5,100000,0.028415286599079555,0.003150148587133491,9.0,1.7953932107490223,100.00000000000017
19,Greedy,mountainous,temperate,medium,5,100000,0.09146904740877494,0.004112707702910602,28.999999999999996,5.121296137406645,100.00000000000003
19,Spiral,mountainous,temperate,medium,5,100000,0.06730058462095298,0.0015035419708863094,21.0,6.642174468913058,99.99999999999935
19,Concentric,mountainous,temperate,medium,5,100000,0.0673156533355661,0.0016131888882370809,19.0,6.618437953474241,100.00000000000017
19,Pizza,mountainous,temperate,medium,5,100000,0.09462396194983128,0.002727681834383182,32.0,6.377864042127221,99.99999999999935
20,RandomWalk,mountainous,temperate,medium,5,100000,0.020246182923494793,0.0018273087410806234,5.0,1.2356000320840774,100.00000000000037
20,Greedy,mountainous,temperate,medium,5,100000,0.08035203505328793,0.004682383986486613,22.0,5.126509072771059,99.99999999999947
20,Spiral,mountainous,temperate,medium,5,100000,0.061625535933220954,0.001970539891165475,23.0,6.642174468913058,99.99999999999935
20,Concentric,mountainous,temperate,medium,5,100000,0.06201749257061666,0.002080098078005938,16.0,6.618437953474241,100.00000000000017
20,Pizza,mountainous,temperate,medium,5,100000,0.0897187153495927,0.0031685762513945473,21.0,6.377864042127221,99.99999999999935
21,RandomWalk,mountainous,temperate,medium,5,100000,0.023091506325698726,0.0015934987506251357,10.0,1.627248724120491,99.99999999999962
21,Greedy,mountainous,temperate,medium,5,100000,0.09303237038777101,0.003231450106123846,21.0,5.850309701765102,100.0000000000005
21,Spiral,mountainous,temperate,medium,5,100000,0.06833607055725402,0.0014381231722174943,21.0,6.642174468913295,99.99999999999972
21,Concentric,mountainous,temperate,medium,5,100000,0.0677612843857326,0.0014806895187061465,23.0,6.618437953474657,99.99999999999967
21,Pizza,mountainous,temperate,medium,5,100000,0.09454160268522764,0.0020838903867302014,22.0,6.3778640421271,100.0000000000002
22,RandomWalk,mountainous,temperate,medium,5,100000,0.008435974397509293,0.0007629903372017579,0.0,1.4488413225578598,100.00000000000055
22,Greedy,mountainous,temperate,medium,5,100000,0.07093210430210203,0.0033695659707566206,14.000000000000002,5.53613780812887,100.00000000000085
22,Spiral,mountainous,temperate,medium,5,100000,0.05015525742447326,0.0007881704836962983,23.0,6.642174468913135,99.99999999999997
22,Concentric,mountainous,temperate,medium,5,100000,0.0487749675990792,0.0008470957984579926,24.0,6.61843795347423,100.00000000000021
22,Pizza,mountainous,temperate,medium,5,100000,0.046591910223985025,0.0011877792811552232,10.0,6.377864042127233,99.99999999999935
23,RandomWalk,mountainous,temperate,medium,5,100000,0.018675676095412985,0.0022953388209025864,1.0,1.447793648729897,100.00000000000011
23,Greedy,mountainous,temperate,medium,5,100000,0.06140806640713568,0.004749647639471778,18.0,3.1513643477920716,99.99999999999967
23,Spiral,mountainous,temperate,medium,5,100000,0.04248179539487836,0.0008630269695397055,18.0,6.642174468913171,99.99999999999999
23,Concentric,mountainous,temperate,medium,5,100000,0.042978769325182624,0.000823583306396526,18.0,6.618437953474234,100.00000000000011
23,Pizza,mountainous,temperate,medium,5,100000,0.07149712509205457,0.00205081008500023,11.0,6.377864042127242,99.99999999999935
24,RandomWalk,mountainous,temperate,medium,5,100000,0.0119550941897218,0.0010438681924052097,1.0,1.225017488098849,99.99999999999977
24,Greedy,mountainous,temperate,medium,5,100000,0.06345385364577968,0.0021463725338614448,26.0,6.228870447936653,100.0000000000007
24,Spiral,mountainous,temperate,medium,5,100000,0.04780389618180099,0.0009531452654080968,17.0,6.642174468913058,99.99999999999935
24,Concentric,mountainous,temperate,medium,5,100000,0.04748411854361259,0.0009813849400585777,16.0,6.618437953474241,100.00000000000017
24,Pizza,mountainous,temperate,medium,5,100000,0.06309902845197841,0.0013817313267718437,26.0,6.377864042127221,99.99999999999935
25,RandomWalk,mountainous,temperate,medium,5,100000,0.012103903741933842,0.0007758645191288603,9.0,1.3109316016199941,99.99999999999987
25,Greedy,mountainous,temperate,medium,5,100000,0.06024790721009819,0.002023541286170139,27.0,5.921355353499439,99.99999999999959
25,Spiral,mountainous,temperate,medium,5,100000,0.04580041334241157,0.0008853638251186289,25.0,6.642174468913135,99.99999999999997
25,Concentric,mountainous,temperate,medium,5,100000,0.045320020150876085,0.0009403481984455844,23.0,6.61843795347423,100.00000000000021
25,Pizza,mountainous,temperate,medium,5,100000,0.06023814159264951,0.0014129263244810203,24.0,6.377864042127233,99.99999999999935
26,RandomWalk,mountainous,temperate,medium,5,100000,0.02295363742951358,0.0034644157841829727,7.000000000000001,1.307511810897759,100.00000000000041
26,Greedy,mountainous,temperate,medium,5,100000,0.1002481900989136,0.007946957972182242,28.000000000000004,3.9882049054906172,100.00000000000087
26,Spiral,mountainous,temperate,medium,5,100000,0.07179025863527135,0.0019510952378260353,23.0,6.642174468913135,99.99999999999997
26,Concentric,mountainous,temperate,medium,5,100000,0.06900071081896926,0.0020958179821225836,25.0,6.61843795347423,100.00000000000021
26,Pizza,mountainous,temperate,medium,5,100000,0.089577082559912,0.004153379422213361,31.0,6.377864042127233,99.99999999999935
27,RandomWalk,mountainous,temperate,medium,5,100000,0.0,0.0,0.0,1.1311773936417477,99.99999999999967
27,Greedy,mountainous,temperate,medium,5,100000,0.03688007578041348,2.8545449486731463e-32,12.0,2.022396388904552,100.0
27,Spiral,mountainous,temperate,medium,5,100000,0.020459928870819544,2.394527093516646e-12,13.0,6.642174468913135,99.99999999999997
27,Concentric,mountainous,temperate,medium,5,100000,0.024629659693913678,6.040160204633712e-13,13.0,6.61843795347423,100.00000000000021
27,Pizza,mountainous,temperate,medium,5,100000,0.02218624543594837,3.5917839006526797e-06,4.0,6.377864042127233,99.99999999999935
28,RandomWalk,mountainous,temperate,medium,5,100000,0.03782204977693537,7.684244556857858e-06,10.0,1.5071129548988085,100.00000000000001
28,Greedy,mountainous,temperate,medium,5,100000,0.14127043333322967,2.8204261200898667e-10,31.0,2.0699811856679786,100.00000000000031
28,Spiral,mountainous,temperate,medium,5,100000,0.0721449529078975,1.1049928796398137e-05,23.0,6.642174468913295,99.99999999999972
28,Concentric,mountainous,temperate,medium,5,100000,0.08008374975292974,2.4005669898179085e-05,28.000000000000004,6.618437953474657,99.99999999999967
28,Pizza,mountainous,temperate,medium,5,100000,0.18277303842838968,0.004956109164199949,48.0,6.3778640421271,100.0000000000002
29,RandomWalk,mountainous,temperate,medium,5,100000,0.011667304171861032,0.0017309103383537758,1.0,1.7007723567316746,100.00000000000061
29,Greedy,mountainous,temperate,medium,5,100000,0.07608668263721494,0.002217089862685755,12.0,3.8109726426345016,100.0000000000007
29,Spiral,mountainous,temperate,medium,5,100000,0.06263348523916389,0.0010053820663931201,12.0,6.642174468913135,99.99999999999997
29,Concentric,mountainous,temperate,medium,5,100000,0.06352393795701416,0.001117983904966722,16.0,6.61843795347423,100.00000000000021
29,Pizza,mountainous,temperate,medium,5,100000,0.07195461592870253,0.001941082637045775,17.0,6.377864042127233,99.99999999999935
30,RandomWalk,mountainous,temperate,medium,5,100000,0.0227129307834814,0.0006140146017348027,7.000000000000001,1.3646653534733155,100.00000000000033
30,Greedy,mountainous,temperate,medium,5,100000,0.12174830296541425,0.0004955030433060848,32.0,4.858274690745654,100.00000000000033
30,Spiral,mountainous,temperate,medium,5,100000,0.07543964700607272,0.000514610186620058,17.0,6.642174468913171,99.99999999999999
30,Concentric,mountainous,temperate,medium,5,100000,0.0732096135932137,0.0004642607087626919,16.0,6.618437953474234,100.00000000000011
30,Pizza,mountainous,temperate,medium,5,100000,0.1230191023136093,0.002107924815570034,32.0,6.377864042127242,99.99999999999935
31,RandomWalk,flat,dry,medium,5,100000,0.017787682016416784,2.1693722962324556e-07,12.0,1.185853249924879,100.00000000000037
31,Greedy,flat,dry,medium,5,100000,0.13570631346513481,0.00032469672886602664,63.0,2.8275763648317334,100.00000000000064
31,Spiral,flat,dry,medium,5,100000,0.08369063002101601,7.188787690413994e-05,44.0,6.6420231575445134,100.00000000000026
31,Concentric,flat,dry,medium,5,100000,0.08871873831815033,8.561616237315674e-05,46.0,6.611668901929771,100.00000000000018
31,Pizza,flat,dry,medium,5,100000,0.1210549566078868,0.0010217219903692137,56.99999999999999,6.377864042127105,100.0000000000002
32,RandomWalk,flat,dry,medium,5,100000,0.016861422485607448,0.0016450226210743626,14.000000000000002,1.1557975387509871,100.0000000000002
32,Greedy,flat,dry,medium,5,100000,0.09571472183187825,0.0034519607710325464,32.0,4.94251097045732,100.00000000000007
32,Spiral,flat,dry,medium,5,100000,0.09880975485714923,0.0009708639757546601,57.99999999999999,6.64202315754506,100.00000000000006
32,Concentric,flat,dry,medium,5,100000,0.09808625793759876,0.0009429967059343528,50.0,6.611668901929984,100.00000000000041
32,Pizza,flat,dry,medium,5,100000,0.1088313575474012,0.001798492831363274,45.0,6.377864042127287,100.00000000000004
33,RandomWalk,flat,dry,medium,5,100000,0.048407575668431124,0.0046847427593266775,8.0,1.6985990260308823,100.0
33,Greedy,flat,dry,medium,5,100000,0.17068745124229215,0.019937608043290585,53.0,2.6468037541856404,99.99999999999918
33,Spiral,flat,dry,medium,5,100000,0.12786563496407605,0.0037884273039246047,46.0,6.642023157544516,100.00000000000024
33,Concentric,flat,dry,medium,5,100000,0.12616864671939568,0.0035719108517447955,43.0,6.6116689019297565,100.00000000000028
33,Pizza,flat,dry,medium,5,100000,0.14718372726517817,0.006836283057130784,44.0,6.377864042127102,100.0000000000002
34,RandomWalk,flat,dry,medium,5,100000,0.0,0.0,0.0,1.3870737421307127,99.99999999999966
34,Greedy,flat,dry,medium,5,100000,0.022725427967617128,2.6500832708873413e-33,28.999999999999996,1.5299914676996338,100.00000000000017
34,Spiral,flat,dry,medium,5,100000,0.01827559274425704,4.001233507251452e-12,30.0,6.642023157544773,100.00000000000021
34,Concentric,flat,dry,medium,5,100000,0.015734924005456476,5.55970849920061e-14,28.999999999999996,6.611668901929837,99.99999999999991
34,Pizza,flat,dry,medium,5,100000,0.02500495291249451,6.157525347384321e-09,32.0,6.377864042127414,99.99999999999991
35,RandomWalk,flat,dry,medium,5,100000,0.0072332214823274555,1.5639893124801463e-08,5.0,1.0492227311936821,100.00000000000047
35,Greedy,flat,dry,medium,5,100000,0.10513778036525738,3.074663134032863e-07,40.0,3.0800085530281796,100.00000000000028
35,Spiral,flat,dry,medium,5,100000,0.10266655792155703,5.235607136615544e-07,38.0,6.6420231575445365,100.00000000000024
35,Concentric,flat,dry,medium,5,100000,0.10235426024316784,1.0739836353104764e-06,39.0,6.611668901929753,100.0000000000002
35,Pizza,flat,dry,medium,5,100000,0.11197511669762134,0.000676102833335616,40.0,6.377864042127107,100.0000000000002
36,RandomWalk,flat,dry,medium,5,100000,0.02023821828383567,0.001001621196915028,5.0,1.0839050819412888,100.00000000000023
36,Greedy,flat,dry,medium,5,100000,0.1415874498359979,0.004554541849518812,34.0,5.619476184207954,99.99999999999996
36,Spiral,flat,dry,medium,5,100000,0.13503949227558779,0.0012547627048664432,44.0,6.642023157544709,99.99999999999999
36,Concentric,flat,dry,medium,5,100000,0.13476004297603061,0.0012187465354339035,37.0,6.611668901930158,99.9999999999995
36,Pizza,flat,dry,medium,5,100000,0.1418609045408498,0.002324898598154176,38.0,6.377864042127242,99.99999999999935
37,RandomWalk,flat,dry,medium,5,100000,0.009471494217109777,0.0005015381016377082,14.000000000000002,1.2920585516452212,100.00000000000028
37,Greedy,flat,dry,medium,5,100000,0.05046413278941856,0.003782394466235866,39.0,3.7460223294851174,99.99999999999997
37,Spiral,flat,dry,medium,5,100000,0.04531189752945836,0.0005409104034361654,53.0,6.642023157545054,100.00000000000006
37,Concentric,flat,dry,medium,5,100000,0.04523375125770798,0.0004884357673247099,48.0,6.611668901929998,100.00000000000038
37,Pizza,flat,dry,medium,5,100000,0.04608804413334262,0.0010763555700435436,39.0,6.377864042127292,100.00000000000004
38,RandomWalk,flat,dry,medium,5,100000,0.018142101820208735,0.00018847310086506818,7.000000000000001,1.4968234233861764,99.99999999999989
38,Greedy,flat,dry,medium,5,100000,0.09966288343124924,0.002153391695211142,65.0,3.9541040386738717,99.99999999999993
38,Spiral,flat,dry,medium,5,100000,0.06905572630509495,0.0003747853392320167,56.99999999999999,6.642023157545058,100.00000000000006
38,Concentric,flat,dry,medium,5,100000,0.06720614649871982,0.0003768655900693517,47.0,6.61166890192999,100.00000000000038
38,Pizza,flat,dry,medium,5,100000,0.08122151987917872,0.00047920093675040526,53.0,6.377864042127289,100.00000000000006
39,RandomWalk,flat,dry,medium,5,100000,0.020339081984477207,0.0024677916118571847,9.0,1.4214825567116887,99.99999999999996
39,Greedy,flat,dry,medium,5,100000,0.07551373078743305,0.020356213780969138,34.0,2.030690931767579,99.9999999999998
39,Spiral,flat,dry,medium,5,100000,0.0792945403047123,0.0006447187288637068,42.0,6.642023157544783,99.99999999999996
39,Concentric,flat,dry,medium,5,100000,0.07788172048724597,0.0007199442313225979,48.0,6.611668901930128,99.99999999999947
39,Pizza,flat,dry,medium,5,100000,0.09383919105490804,0.0008577128861241828,46.0,6.377864042127221,99.99999999999935
40,RandomWalk,flat,dry,medium,5,100000,0.011761037743802678,5.720434145398171e-09,9.0,1.52968226836803,100.00000000000031
40,Greedy,flat,dry,medium,5,100000,0.06122505737958611,0.0002532929862631855,42.0,2.4810084455700254,99.99999999999956
40,Spiral,flat,dry,medium,5,100000,0.03941636129090258,8.74292824468958e-05,40.0,6.642023157544741,99.99999999999997
40,Concentric,flat,dry,medium,5,100000,0.039789739330782094,8.118897050993238e-05,42.0,6.611668901930157,99.99999999999953
40,Pizza,flat,dry,medium,5,100000,0.03750556586226809,0.0002729002221980696,28.000000000000004,6.377864042127233,99.99999999999935
41,RandomWalk,flat,dry,medium,5,100000,0.01240786856414017,0.00018695495937795994,4.0,1.3043256109693342,99.99999999999923
41,Greedy,flat,dry,medium,5,100000,0.05843019040323936,0.00320481048953523,49.0,3.5514578293937906,100.00000000000004
41,Spiral,flat,dry,medium,5,100000,0.05627185478801845,0.00046742286245319035,45.0,6.642023157544751,99.99999999999996
41,Concentric,flat,dry,medium,5,100000,0.055081282330043974,0.00036688422586624253,36.0,6.6116689019301385,99.9999999999995
41,Pizza,flat,dry,medium,5,100000,0.053411583673136274,0.00027363898333562965,38.0,6.37786404212723,99.99999999999935
42,RandomWalk,flat,dry,medium,5,100000,0.00278686438503962,9.879932033376583e-05,5.0,1.5034568910237214,100.00000000000027
42,Greedy,flat,dry,medium,5,100000,0.017304293581902615,0.00010785497012979865,11.0,1.6718925799452615,100.00000000000003
42,Spiral,flat,dry,medium,5,100000,0.04113578610818798,0.00017607806929552941,45.0,6.64202315754506,100.00000000000006
42,Concentric,flat,dry,medium,5,100000,0.04008114973278153,0.00017053801075327406,42.0,6.611668901929984,100.00000000000041
42,Pizza,flat,dry,medium,5,100000,0.030951693686581554,0.0005670382267887454,24.0,6.377864042127287,100.00000000000004
43,RandomWalk,flat,dry,medium,5,100000,0.006366557211869153,0.0005668645158501108,3.0,1.0019344859688195,100.0000000000001
43,Greedy,flat,dry,medium,5,100000,0.06751441951103987,0.0034564518116764276,34.0,4.345914395695974,99.9999999999999
43,Spiral,flat,dry,medium,5,100000,0.05957548601851822,0.00036481517354226215,44.0,6.642023157544516,100.00000000000024
43,Concentric,flat,dry,medium,5,100000,0.05880917949289671,0.00038240445392778797,35.0,6.6116689019297565,100.00000000000028
43,Pizza,flat,dry,medium,5,100000,0.057717331788285246,0.0010968426992184152,25.0,6.377864042127102,100.0000000000002
44,RandomWalk,flat,dry,medium,5,100000,0.008347626714982135,3.410171027209788e-05,1.0,1.0379412310653284,99.99999999999977
44,Greedy,flat,dry,medium,5,100000,0.11583033832271576,0.00019699965462874997,48.0,2.7400052307865708,100.0000000000001
44,Spiral,flat,dry,medium,5,100000,0.10517500794128919,8.620799810087405e-05,34.0,6.642023157544743,100.00000000000011
44,Concentric,flat,dry,medium,5,100000,0.10944097723115725,0.00013956245332775235,38.0,6.611668901929908,100.0000000000002
44,Pizza,flat,dry,medium,5,100000,0.07919821520244458,0.002201379057413857,7.000000000000001,6.377864042127441,99.99999999999983
45,RandomWalk,flat,dry,medium,5,100000,0.018697646216626194,0.0016582866568938285,5.0,1.6434928606071446,99.99999999999949
45,Greedy,flat,dry,medium,5,100000,0.10106598505534382,0.0034654879193158914,31.0,5.536331488464047,100.00000000000014
