Dataset,Algorithm,Environment Type,Climate,Environment Size,n_agents,Budget (m),Likelihood Score,Time-Discounted Score,Victims Found (%),Area Covered (km²),Total Path Length (km)
6,Greedy,flat,temperate,medium,5,300000,0.23005616572447682,0.007470511558799318,95.0,9.013677000838547,300.00000000000034
6,Spiral,flat,temperate,medium,5,300000,0.23024192890917863,0.005007042962722381,100.0,10.181000091427068,153.61823856611545
6,Concentric,flat,temperate,medium,5,300000,0.23077401509527942,0.005111048417752446,100.0,10.431351366502815,158.31540986329608
6,Pizza,flat,temperate,medium,5,300000,0.23094179794830283,0.006688815627024044,100.0,10.434630900816662,162.3076089770763
7,RandomWalk,flat,temperate,medium,5,300000,0.08702758512743608,0.0067783346462266,25.0,3.2858491366846287,299.9999999999994
7,Greedy,flat,temperate,medium,5,300000,0.20689604095457445,0.008179828851566718,79.0,8.343538267541977,300.0000000000001
7,Spiral,flat,temperate,medium,5,300000,0.22297140377963526,0.004435860963373205,100.0,10.181000091427041,153.61823856611545
7,Concentric,flat,temperate,medium,5,300000,0.22382672871754958,0.004474015966647081,100.0,10.431351366502804,158.31540986329608
7,Pizza,flat,temperate,medium,5,300000,0.22394488257593337,0.0059149139318530495,100.0,10.43463090081667,162.3076089770763
8,RandomWalk,flat,temperate,medium,5,300000,0.07171998843380116,0.0034736305991769256,24.0,3.1992074223911904,300.00000000000017
8,Greedy,flat,temperate,medium,5,300000,0.17889165410500674,0.007989764665799013,80.0,7.955350238258519,300.00000000000017
8,Spiral,flat,temperate,medium,5,300000,0.20343896067684258,0.005393940946236153,93.0,10.181000091427068,153.61823856611545
8,Concentric,flat,temperate,medium,5,300000,0.20411863327250165,0.005194629650958133,100.0,10.431351366502815,158.31540986329608
8,Pizza,flat,temperate,medium,5,300000,0.204466030061141,0.004130088115493568,100.0,10.434630900816662,162.3076089770763
9,RandomWalk,flat,temperate,medium,5,300000,0.10157820887801644,0.004840375677947666,41.0,3.9916763948825644,299.99999999999926
9,Greedy,flat,temperate,medium,5,300000,0.19406200844023774,0.006657547996613006,79.0,7.815264411490128,300.0000000000004
9,Spiral,flat,temperate,medium,5,300000,0.23056870676789895,0.004186880156464082,99.0,10.181000091427311,153.6182385661156
9,Concentric,flat,temperate,medium,5,300000,0.23099706562528338,0.004259341809395966,100.0,10.43135136655434,158.3154098632963
9,Pizza,flat,temperate,medium,5,300000,0.2310297607565321,0.005606137342532656,100.0,10.434630900816273,162.3076089770762
10,RandomWalk,flat,temperate,medium,5,300000,0.0739083344067339,0.002236701299474195,34.0,2.915710890317514,300.0000000000002
10,Greedy,flat,temperate,medium,5,300000,0.16098102713826462,0.0077585682706199696,81.0,5.144741774760809,300.00000000000034
10,Spiral,flat,temperate,medium,5,300000,0.1859655912831386,0.0016333089641639615,98.0,10.181000091427325,153.61823856611556
10,Concentric,flat,temperate,medium,5,300000,0.1862880192341698,0.0015002944896054936,100.0,10.431351366554349,158.31540986329628
10,Pizza,flat,temperate,medium,5,300000,0.18601268897050358,0.005211673597192372,100.0,10.434630900816268,162.30760897707617
11,RandomWalk,flat,temperate,medium,5,300000,0.13503518570149933,0.009146349758054348,25.0,3.657817679714487,300.00000000000125
11,Greedy,flat,temperate,medium,5,300000,0.2727067150443385,0.012620277282750303,84.0,8.107193630003625,300.00000000000034
11,Spiral,flat,temperate,medium,5,300000,0.3053462448148192,0.007432441973688926,98.0,10.181000091427325,153.61823856611556
11,Concentric,flat,temperate,medium,5,300000,0.30593762234404487,0.007594610345265911,100.0,10.431351366554349,158.31540986329628
11,Pizza,flat,temperate,medium,5,300000,0.3061591207036002,0.009871908081720018,100.0,10.434630900816268,162.30760897707617
12,RandomWalk,flat,temperate,medium,5,300000,0.1140458108813789,0.009002751787453925,28.999999999999996,3.1324513256583466,299.99999999999994
12,Greedy,flat,temperate,medium,5,300000,0.2984905673405774,0.010159823195236506,88.0,8.953628703099776,299.9999999999998
12,Spiral,flat,temperate,medium,5,300000,0.3101687913358398,0.006670979628708394,97.0,10.181000091427325,153.61823856611556
12,Concentric,flat,temperate,medium,5,300000,0.3108326302137955,0.006619678557512584,100.0,10.431351366554349,158.31540986329628
12,Pizza,flat,temperate,medium,5,300000,0.3111533371603967,0.00822475591730973,100.0,10.434630900816268,162.30760897707617
13,RandomWalk,flat,temperate,medium,5,300000,0.12432506776684,0.006799554599529876,21.0,3.090167852955452,299.99999999999903
13,Greedy,flat,temperate,medium,5,300000,0.27497626677677706,0.010862212382559243,75.0,7.741573339496646,300.0000000000001
13,Spiral,flat,temperate,medium,5,300000,0.3247863125978066,0.007097449946332914,98.0,10.181000091427068,153.61823856611545
13,Concentric,flat,temperate,medium,5,300000,0.3256516742473781,0.007215020144808873,100.0,10.431351366502815,158.31540986329608
13,Pizza,flat,temperate,medium,5,300000,0.3258623334578928,0.009264372533247476,100.0,10.434630900816662,162.3076089770763
14,RandomWalk,flat,temperate,medium,5,300000,0.10414633211369578,0.009071348261891826,26.0,2.763893951268676,300.0
14,Greedy,flat,temperate,medium,5,300000,0.27793827937294185,0.012905853977686487,90.0,7.512899887119957,300.0000000000006
14,Spiral,flat,temperate,medium,5,300000,0.29248292928861874,0.008869045731802628,98.0,10.181000091427041,153.61823856611545
14,Concentric,flat,temperate,medium,5,300000,0.2939260412581066,0.009070232704743265,100.0,10.431351366502804,158.31540986329608
14,Pizza,flat,temperate,medium,5,300000,0.29415156429336237,0.0112342233850528,100.0,10.43463090081667,162.3076089770763
15,RandomWalk,flat,temperate,medium,5,300000,0.12482110508188482,0.00964644906478591,26.0,3.1505734777425074,299.9999999999998
15,Greedy,flat,temperate,medium,5,300000,0.26615537696942587,0.01899259963949268,56.00000000000001,5.665295384161636,299.9999999999996
15,Spiral,flat,temperate,medium,5,300000,0.32908276411504617,0.008279556430217215,99.0,10.181000091427041,153.61823856611545
15,Concentric,flat,temperate,medium,5,300000,0.32851635114484146,0.00813211273498389,100.0,10.431351366502804,158.31540986329608
15,Pizza,flat,temperate,medium,5,300000,0.3289674259349166,0.008503331389108403,100.0,10.43463090081667,162.3076089770763
16,RandomWalk,mountainous,temperate,medium,5,300000,0.044016273831043555,0.0002394334114197052,13.0,3.8506772770246,299.9999999999999
16,Greedy,mountainous,temperate,medium,5,300000,0.13981549532708995,0.0011603018712142245,53.0,9.828310609826175,300.0
16,Spiral,mountainous,temperate,medium,5,300000,0.17949118353401924,8.642064853491971e-05,68.0,19.896533265788104,299.99999999999966
16,Concentric,mountainous,temperate,medium,5,300000,0.1767329178952056,7.269744594562366e-05,67.0,19.830511227949057,300.00000000000057
16,Pizza,mountainous,temperate,medium,5,300000,0.19945883579780901,0.0009405080204323745,74.0,19.436370453994805,299.9999999999999
17,RandomWalk,mountainous,temperate,medium,5,300000,0.03318085859455748,0.00096301685167499,6.0,3.097222309061464,300.0000000000004
17,Greedy,mountainous,temperate,medium,5,300000,0.13791555445420137,0.003600128610656882,49.0,13.585261679154776,299.99999999999915
17,Spiral,mountainous,temperate,medium,5,300000,0.16753398218403914,0.0011522494146454572,66.0,19.896533265787845,299.9999999999986
17,Concentric,mountainous,temperate,medium,5,300000,0.16773006864157522,0.001188536568718081,62.0,19.830511227949103,299.9999999999998
17,Pizza,mountainous,temperate,medium,5,300000,0.1788793588538436,0.0015827681197056243,59.0,19.4363704539946,300.0000000000006
18,RandomWalk,mountainous,temperate,medium,5,300000,0.021400357496583124,0.0009193660498799635,9.0,3.1973760076860325,300.0000000000004
18,Greedy,mountainous,temperate,medium,5,300000,0.11067176861845036,0.00025165381745817327,46.0,9.61097132545235,300.0000000000001
18,Spiral,mountainous,temperate,medium,5,300000,0.12978638873074108,0.0004545591043973658,64.0,19.896533265787923,299.99999999999983
18,Concentric,mountainous,temperate,medium,5,300000,0.12672553355350802,0.0003952741735190911,64.0,19.830511227949085,299.99999999999983
18,Pizza,mountainous,temperate,medium,5,300000,0.14482562699744553,0.0005214845800716078,71.0,19.436370453994584,300.0000000000006
19,RandomWalk,mountainous,temperate,medium,5,300000,0.04769121274909642,0.0021092415356051986,13.0,3.0400886113427106,300.0000000000007
19,Greedy,mountainous,temperate,medium,5,300000,0.158605431503784,0.00396294640327861,39.0,11.120334693148727,300.00000000000006
19,Spiral,mountainous,temperate,medium,5,300000,0.19936665570272372,0.0015061193528889737,62.0,19.896533265787845,299.9999999999986
19,Concentric,mountainous,temperate,medium,5,300000,0.19981869746778222,0.001614714897811832,60.0,19.830511227949103,299.9999999999998
19,Pizza,mountainous,temperate,medium,5,300000,0.22148837965245682,0.0027529608710610584,55.00000000000001,19.4363704539946,300.0000000000006
20,RandomWalk,mountainous,temperate,medium,5,300000,0.04276071597490582,0.0020695267750350773,11.0,3.785518282372218,300.0000000000007
20,Greedy,mountainous,temperate,medium,5,300000,0.16895177945975695,0.0046872675596164514,55.00000000000001,13.477717747193152,299.99999999999966
20,Spiral,mountainous,temperate,medium,5,300000,0.17606846135889834,0.0019702963609391044,67.0,19.896533265787845,299.9999999999986
20,Concentric,mountainous,temperate,medium,5,300000,0.1775770486590043,0.0020741525787136765,65.0,19.830511227949103,299.9999999999998
20,Pizza,mountainous,temperate,medium,5,300000,0.1980467909087796,0.003195622805910304,69.0,19.4363704539946,300.0000000000006
21,RandomWalk,mountainous,temperate,medium,5,300000,0.05976741038649298,0.0025744194667400517,9.0,4.373078759161841,300.00000000000017
21,Greedy,mountainous,temperate,medium,5,300000,0.15838150420870095,0.0032206800187761474,36.0,11.163601054995658,300.0
21,Spiral,mountainous,temperate,medium,5,300000,0.20340344667354215,0.0014392142561766696,63.0,19.896533265787948,299.9999999999991
21,Concentric,mountainous,temperate,medium,5,300000,0.20307664868027256,0.0014768958809351213,67.0,19.83051122794908,300.0000000000007
21,Pizza,mountainous,temperate,medium,5,300000,0.22604399161855954,0.002101427720172899,62.0,19.43637045399479,299.99999999999983
22,RandomWalk,mountainous,temperate,medium,5,300000,0.022189506808220856,0.0016274853841964903,4.0,3.54635836096525,299.9999999999993
22,Greedy,mountainous,temperate,medium,5,300000,0.11031691801613919,0.003400566270753204,43.0,9.90315816728876,300.00000000000034
22,Spiral,mountainous,temperate,medium,5,300000,0.15505393521687824,0.0007920732878247136,69.0,19.896533265787923,299.99999999999983
22,Concentric,mountainous,temperate,medium,5,300000,0.1503870621968666,0.0008454587082916672,60.0,19.830511227949085,299.99999999999983
22,Pizza,mountainous,temperate,medium,5,300000,0.15580387252472835,0.0011998485124632685,53.0,19.436370453994584,300.0000000000006
23,RandomWalk,mountainous,temperate,medium,5,300000,0.04992110222346643,0.0003039687263339778,13.0,3.875747405778614,300.00000000000006
23,Greedy,mountainous,temperate,medium,5,300000,0.12867877365809233,0.004608852799777694,57.99999999999999,9.323765285875453,299.9999999999998
23,Spiral,mountainous,temperate,medium,5,300000,0.13133462303289098,0.0008528856087658896,63.0,19.896533265787888,299.9999999999998
23,Concentric,mountainous,temperate,medium,5,300000,0.13509554955766387,0.0008301637030863186,62.0,19.83051122794895,299.9999999999998
23,Pizza,mountainous,temperate,medium,5,300000,0.1531437953069451,0.0020664781939103254,52.0,19.436370453994538,300.0000000000007
24,RandomWalk,mountainous,temperate,medium,5,300000,0.026870166483921355,0.0015427966224331015,8.0,2.601642732842166,300.0000000000007
24,Greedy,mountainous,temperate,medium,5,300000,0.12910764446882783,0.002121347236698448,47.0,13.992240048317512,299.99999999999864
24,Spiral,mountainous,temperate,medium,5,300000,0.14228104730890237,0.0009538779622867021,62.0,19.896533265787845,299.9999999999986
24,Concentric,mountainous,temperate,medium,5,300000,0.14247813819657867,0.0009788705846979617,59.0,19.830511227949103,299.9999999999998
24,Pizza,mountainous,temperate,medium,5,300000,0.15476613317013904,0.001393365360060615,63.0,19.4363704539946,300.0000000000006
25,RandomWalk,mountainous,temperate,medium,5,300000,0.031223770258806117,0.0007221833870303236,20.0,3.518120431992834,300.0000000000001
25,Greedy,mountainous,temperate,medium,5,300000,0.10762567634821679,0.0020448463820916625,47.0,11.935888565401013,299.9999999999999
25,Spiral,mountainous,temperate,medium,5,300000,0.13558305875367793,0.0008859483002601737,62.0,19.896533265787923,299.99999999999983
25,Concentric,mountainous,temperate,medium,5,300000,0.13560333813031641,0.0009383432920212219,66.0,19.830511227949085,299.99999999999983
25,Pizza,mountainous,temperate,medium,5,300000,0.1475869973530822,0.001424612492132913,62.0,19.436370453994584,300.0000000000006
26,RandomWalk,mountainous,temperate,medium,5,300000,0.07271606751536248,0.002236673779090456,23.0,3.7863600021569295,299.9999999999998
26,Greedy,mountainous,temperate,medium,5,300000,0.16737706581629583,0.006978573779308657,56.00000000000001,8.521147975292843,299.9999999999989
26,Spiral,mountainous,temperate,medium,5,300000,0.2037167918985429,0.0019463659639815186,71.0,19.896533265787923,299.99999999999983
26,Concentric,mountainous,temperate,medium,5,300000,0.20168665109382494,0.002087760367316166,68.0,19.830511227949085,299.99999999999983
26,Pizza,mountainous,temperate,medium,5,300000,0.22059635778831185,0.004199502463898019,68.0,19.436370453994584,300.0000000000006
27,RandomWalk,mountainous,temperate,medium,5,300000,0.013365126101580712,2.0900717478267547e-09,3.0,3.257478180363574,300.00000000000006
27,Greedy,mountainous,temperate,medium,5,300000,0.045417257096875656,1.817709616210222e-05,19.0,4.906140377550698,300.0000000000001
27,Spiral,mountainous,temperate,medium,5,300000,0.09872699231427123,2.59338133429692e-12,62.0,19.896533265787923,299.99999999999983
27,Concentric,mountainous,temperate,medium,5,300000,0.09322466075419714,1.1427166299217948e-12,53.0,19.830511227949085,299.99999999999983
27,Pizza,mountainous,temperate,medium,5,300000,0.07957226664467562,3.5332263985446872e-06,33.0,19.436370453994584,300.0000000000006
28,RandomWalk,mountainous,temperate,medium,5,300000,0.058446460431545603,0.00012225085973437981,20.0,3.552712882159816,300.00000000000017
28,Greedy,mountainous,temperate,medium,5,300000,0.20457317594579008,0.003505909401526073,63.0,4.27911731247835,299.99999999999966
28,Spiral,mountainous,temperate,medium,5,300000,0.24536138494302548,1.1728313461267783e-05,63.0,19.896533265787948,299.9999999999991
28,Concentric,mountainous,temperate,medium,5,300000,0.25073258786134,2.357940156284674e-05,61.0,19.83051122794908,300.0000000000007
28,Pizza,mountainous,temperate,medium,5,300000,0.29120643675886254,0.004984370069406919,82.0,19.43637045399479,299.99999999999983
29,RandomWalk,mountainous,temperate,medium,5,300000,0.028273890184488042,0.00234961442583159,3.0,3.6639916913964155,299.99999999999943
29,Greedy,mountainous,temperate,medium,5,300000,0.18257705638223184,0.007763552288444736,48.0,11.143596113595182,300.00000000000006
29,Spiral,mountainous,temperate,medium,5,300000,0.18454443568693918,0.0010089249310777032,60.0,19.896533265787923,299.99999999999983
29,Concentric,mountainous,temperate,medium,5,300000,0.1898994337613328,0.0011193987703383894,56.99999999999999,19.830511227949085,299.99999999999983
29,Pizza,mountainous,temperate,medium,5,300000,0.22430451332782828,0.001940788470213472,76.0,19.436370453994584,300.0000000000006
30,RandomWalk,mountainous,temperate,medium,5,300000,0.05518627155967878,0.00020681337320061367,23.0,3.473158287555706,300.00000000000006
30,Greedy,mountainous,temperate,medium,5,300000,0.21349159995501552,0.0061759125856364495,56.99999999999999,10.239763424448636,300.0
30,Spiral,mountainous,temperate,medium,5,300000,0.2346761720402262,0.0005136955165543964,69.0,19.896533265787888,299.9999999999998
30,Concentric,mountainous,temperate,medium,5,300000,0.23709492803712542,0.0004601184312783742,69.0,19.83051122794895,299.9999999999998
30,Pizza,mountainous,temperate,medium,5,300000,0.28706738717513575,0.0021307426965807147,84.0,19.436370453994538,300.0000000000007
31,RandomWalk,flat,dry,medium,5,300000,0.06688831107652846,1.8121002029750325e-09,28.999999999999996,3.6622643681161775,299.99999999999983
31,Greedy,flat,dry,medium,5,300000,0.1465981214326714,2.638888908987047e-07,71.0,5.35996459316735,300.00000000000006
31,Spiral,flat,dry,medium,5,300000,0.18095303670465965,7.328482997967315e-05,99.0,13.856769137577615,209.0805295421799
31,Concentric,flat,dry,medium,5,300000,0.18020663663394265,8.313701009298351e-05,99.0,13.687792475253133,207.58626227618768
31,Pizza,flat,dry,medium,5,300000,0.18016082408998127,0.001029983264776485,99.0,13.691072804383936,212.16980046765994
32,RandomWalk,flat,dry,medium,5,300000,0.053785544462749,0.001351718481964094,21.0,3.3899589269560777,300.0
32,Greedy,flat,dry,medium,5,300000,0.16077866598209067,0.0034135334961873957,67.0,9.073279189658036,300.0
32,Spiral,flat,dry,medium,5,300000,0.2018623938797181,0.0009719703183797189,100.0,13.856769137577741,209.08052954218007
32,Concentric,flat,dry,medium,5,300000,0.20084968927263683,0.0009371496948151135,99.0,13.687792475280904,207.58626227618873
32,Pizza,flat,dry,medium,5,300000,0.20081390539648605,0.0017960688361250306,99.0,13.691072804384113,212.16980046766173
33,RandomWalk,flat,dry,medium,5,300000,0.07278075895968206,0.007611439102020522,22.0,2.6785646388907134,299.99999999999994
33,Greedy,flat,dry,medium,5,300000,0.197673234495157,0.020572969886008312,62.0,5.264052136257476,300.0000000000005
33,Spiral,flat,dry,medium,5,300000,0.24098262319532676,0.0037779927722745355,100.0,13.856769137577619,209.0805295421799
33,Concentric,flat,dry,medium,5,300000,0.23810413123147964,0.003559912090308323,100.0,13.687792475253133,207.58626227618768
33,Pizza,flat,dry,medium,5,300000,0.23861954393297496,0.006830118638667098,100.0,13.691072804383952,212.16980046765997
34,RandomWalk,flat,dry,medium,5,300000,0.010797138780067328,1.7400526536454873e-17,14.000000000000002,3.4221649539373935,300.0000000000001
34,Greedy,flat,dry,medium,5,300000,0.018289286067932196,1.5237554636266475e-84,40.0,3.494867200233875,299.9999999999999
34,Spiral,flat,dry,medium,5,300000,0.045324037458297425,6.003046621134497e-17,100.0,13.856769137577555,209.08052954218044
34,Concentric,flat,dry,medium,5,300000,0.0446844064935779,8.762550020152782e-17,99.0,13.68779247532254,207.5862622761895
34,Pizza,flat,dry,medium,5,300000,0.044991711934259826,5.860657472406476e-09,99.0,13.69107280438377,212.1698004676618
35,RandomWalk,flat,dry,medium,5,300000,0.049421181551925895,9.850195251774501e-05,17.0,4.168950552536621,299.9999999999998
35,Greedy,flat,dry,medium,5,300000,0.16669766832341468,6.308105052953356e-08,64.0,6.373997387086159,299.99999999999966
35,Spiral,flat,dry,medium,5,300000,0.228751125444794,5.453036910022988e-07,100.0,13.856769137577622,209.08052954217985
35,Concentric,flat,dry,medium,5,300000,0.22702362346160088,1.1107193059274728e-06,97.0,13.687792475253115,207.58626227618768
35,Pizza,flat,dry,medium,5,300000,0.22713151228257172,0.0006773258525014583,97.0,13.691072804383941,212.16980046765994
36,RandomWalk,flat,dry,medium,5,300000,0.07399910913210067,0.0012693346337714286,23.0,3.4072671536580357,300.0
36,Greedy,flat,dry,medium,5,300000,0.252231131842036,0.004482587584338667,80.0,11.120371061783313,299.9999999999998
36,Spiral,flat,dry,medium,5,300000,0.28039934842551834,0.0012561925611371458,99.0,13.8567691375777,209.08052954218013
36,Concentric,flat,dry,medium,5,300000,0.27859650142856635,0.0012111897424912784,98.0,13.687792475322825,207.58626227618814
36,Pizza,flat,dry,medium,5,300000,0.2786091831572014,0.002321702916243225,98.0,13.691072804383705,212.16980046766008
37,RandomWalk,flat,dry,medium,5,300000,0.02561268783505406,0.0006680963913476596,32.0,3.7068307071810023,300.0000000000001
37,Greedy,flat,dry,medium,5,300000,0.0686532456914361,0.003723284040598255,64.0,5.909705335954475,300.0000000000001
37,Spiral,flat,dry,medium,5,300000,0.09689174913797696,0.0005447103489225432,99.0,13.856769137577732,209.08052954218007
37,Concentric,flat,dry,medium,5,300000,0.09634701630114813,0.0004835772123611694,95.0,13.687792475280942,207.58626227618873
37,Pizza,flat,dry,medium,5,300000,0.09616167160718159,0.0010703291893199446,95.0,13.691072804384087,212.1698004676618
38,RandomWalk,flat,dry,medium,5,300000,0.03233480357336973,0.0003045603053866698,18.0,3.440307402986273,300.00000000000017
38,Greedy,flat,dry,medium,5,300000,0.1280167534402619,0.004875339902114479,84.0,5.253522780529823,299.9999999999999
38,Spiral,flat,dry,medium,5,300000,0.14204191778161432,0.00037758051980447277,99.0,13.856769137577738,209.08052954218007
38,Concentric,flat,dry,medium,5,300000,0.14104111883735795,0.0003743826891690138,98.0,13.687792475280927,207.58626227618873
38,Pizza,flat,dry,medium,5,300000,0.14118828366825661,0.0004698383472398832,98.0,13.691072804384117,212.16980046766173
39,RandomWalk,flat,dry,medium,5,300000,0.0395436841176714,0.0019428906934332059,18.0,3.743821834236599,299.99999999999955
39,Greedy,flat,dry,medium,5,300000,0.08950967320707119,0.02033302116552467,49.0,4.135986402745329,300.0000000000001
39,Spiral,flat,dry,medium,5,300000,0.1554421319173915,0.0006316918309442811,99.0,13.856769137577722,209.0805295421801
39,Concentric,flat,dry,medium,5,300000,0.154646923819107,0.0007356801024651642,100.0,13.687792475322771,207.58626227618817
39,Pizza,flat,dry,medium,5,300000,0.15464986004211997,0.00085582039264782,100.0,13.691072804383696,212.16980046766005
40,RandomWalk,flat,dry,medium,5,300000,0.028908492876361113,9.909976252883582e-05,28.999999999999996,3.759320991422027,299.99999999999966
40,Greedy,flat,dry,medium,5,300000,0.07257506944741374,8.805015262196822e-06,63.0,4.668157861059547,300.0000000000002
40,Spiral,flat,dry,medium,5,300000,0.09096239674954347,9.20995174264197e-05,99.0,13.856769137577714,209.08052954218013
40,Concentric,flat,dry,medium,5,300000,0.09062866827100903,7.928465288126807e-05,99.0,13.68779247532279,207.58626227618814
40,Pizza,flat,dry,medium,5,300000,0.09052973985674086,0.00026605561088555065,99.0,13.691072804383685,212.16980046766005
41,RandomWalk,flat,dry,medium,5,300000,0.028466078725798854,0.0006208409674468096,14.000000000000002,3.111157239946962,300.0000000000001
41,Greedy,flat,dry,medium,5,300000,0.08825656151046624,0.0013262365996661966,63.0,6.551641848233034,300.00000000000085
41,Spiral,flat,dry,medium,5,300000,0.11393505667426924,0.0004661096095200867,99.0,13.85676913757771,209.08052954218007
41,Concentric,flat,dry,medium,5,300000,0.11260717166209047,0.0003655620228186422,96.0,13.687792475322805,207.58626227618817
41,Pizza,flat,dry,medium,5,300000,0.11272902254411388,0.00027318175167370966,96.0,13.69107280438371,212.16980046766008
42,RandomWalk,flat,dry,medium,5,300000,0.013912089091421559,2.63164706268521e-30,18.0,3.518579353796834,300.0000000000003
42,Greedy,flat,dry,medium,5,300000,0.05723103218451099,0.007456930219626753,49.0,4.841030160022391,299.9999999999999
42,Spiral,flat,dry,medium,5,300000,0.08759288096880198,0.00018075517284714518,96.0,13.856769137577741,209.08052954218007
42,Concentric,flat,dry,medium,5,300000,0.08728933570322098,0.00016952192635085622,96.0,13.687792475280904,207.58626227618873
42,Pizza,flat,dry,medium,5,300000,0.08718078148603528,0.0005683834468096987,96.0,13.691072804384113,212.16980046766173
43,RandomWalk,flat,dry,medium,5,300000,0.03533589827114466,0.0013818826621097477,23.0,3.619566011904015,299.9999999999998
43,Greedy,flat,dry,medium,5,300000,0.09615353324526149,0.003446436594213779,79.0,7.631452991118314,300.00000000000074
43,Spiral,flat,dry,medium,5,300000,0.12315162931705871,0.0003604983369478165,98.0,13.856769137577619,209.0805295421799
43,Concentric,flat,dry,medium,5,300000,0.1223968428878568,0.0003771282832176062,97.0,13.687792475253133,207.58626227618768
43,Pizza,flat,dry,medium,5,300000,0.12236422696079521,0.0010918660306656227,97.0,13.691072804383952,212.16980046765997
44,RandomWalk,flat,dry,medium,5,300000,0.05842260984272661,8.823190524609877e-08,21.0,4.404422677389651,300.0000000000001
44,Greedy,flat,dry,medium,5,300000,0.18388953947319353,0.0008532694867402489,60.0,5.937275426290139,299.99999999999983
44,Spiral,flat,dry,medium,5,300000,0.2359143833673573,8.567352091823931e-05,98.0,13.856769137577587,209.0805295421803
44,Concentric,flat,dry,medium,5,300000,0.2318860467907454,0.00013955659562172107,96.0,13.687792475252834,207.58626227618925
44,Pizza,flat,dry,medium,5,300000,0.23199172078303,0.002207100277403095,96.0,13.691072804383992,212.1698004676615
45,RandomWalk,flat,dry,medium,5,300000,0.053996212835397614,0.0014300124335953706,27.0,3.921119240550067,300.0000000000001
45,Greedy,flat,dry,medium,5,300000,0.16297746074873043,0.0034006584008307653,73.0,9.724400016553282,300.0000000000001
45,Spiral,flat,dry,medium,5,300000,0.19254143526133083,0.0007855793097701611,100.0,13.856769137577732,209.08052954218007
45,Concentric,flat,dry,medium,5,300000,0.19140635321708346,0.0007590330439548755,98.0,13.687792475280942,207.58626227618873
